500	1.80471251715561E-4
495	2.54909583777933E-4
490	2.45335615554483E-4
485	3.34743942375439E-4
480	4.29425523259997E-4
475	4.5112385824912E-4
470	3.68674999039384E-4
465	2.40961942037551E-4
460	1.9263835921974E-4
455	1.72272975392451E-4
450	1.82898053072424E-4
445	2.31665517445171E-4
440	2.67165607459595E-4
435	3.25965547454124E-4
430	3.7609603406301E-4
425	3.51571852762809E-4
420	3.37425750963316E-4
415	3.15336196658295E-4
410	3.93209802671645E-4
405	4.77276418454013E-4
400	4.89492306614108E-4
395	3.39571994792353E-4
390	2.70386541490952E-4
385	2.29733302107429E-4
380	3.06579717056724E-4
375	4.51610976858666E-4
370	4.67633749858986E-4
365	4.60772042031109E-4
360	4.48764292278956E-4
355	5.3491451243967E-4
350	6.40133532930005E-4
345	6.57183864670058E-4
340	6.27226559373762E-4
335	7.05858183437071E-4
330	8.23061410811084E-4
325	9.63585682370575E-4
320	9.74307447583155E-4
315	9.73150797884721E-4
310	0.00112504670567061
305	0.0012126369707057
300	0.00126262758665463
295	0.00133065106870914
290	0.00156168978634987
285	0.00162320403521402
280	0.00168970800093089
275	0.00191687193226817
270	0.00206938110869581
265	0.00167743933512836
260	0.00242765786547738
255	0.00242911641429753
250	0.00260243774618261
245	0.00279363508208289
240	0.00285318477098273
