UniqueID,run_name,run_order,sample,group,SEM_file,blank1,blank2,ABS_file
Mo22_0174,spiffy_lang,26,Group004Sample0005,Group004,Group004Sample0005SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0005ABS.dat
Mo22_0180,spiffy_lang,27,Group004Sample0006,Group004,Group004Sample0006SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0006ABS.dat
Mo22_0176,spiffy_lang,28,Group004Sample0007,Group004,Group004Sample0007SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0007ABS.dat
Mo22_0202,spiffy_lang,29,Group005Sample0001,Group005,Group005Sample0001SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0001ABS.dat
Mo22_0198,spiffy_lang,30,Group005Sample0002,Group005,Group005Sample0002SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0002ABS.dat
Mo22_0196,spiffy_lang,31,Group005Sample0003,Group005,Group005Sample0003SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0003ABS.dat
Mo22_0190,spiffy_lang,32,Group005Sample0004,Group005,Group005Sample0004SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0004ABS.dat
Mo22_0200,spiffy_lang,33,Group005Sample0005,Group005,Group005Sample0005SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0005ABS.dat
Mo22_0697,spiffy_lang,34,Group005Sample0006,Group005,Group005Sample0006SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0006ABS.dat
Mo22_0702,spiffy_lang,35,Group005Sample0007,Group005,Group005Sample0007SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0007ABS.dat
Mo22_0700,spiffy_lang,36,Group006Sample0001,Group006,Group006Sample0001SEM.dat,Group006Sample0001BEM.dat,Group002Sample0001BEM.dat,Group006Sample0001ABS.dat
Mo22_0162,spiffy_lang,37,Group006Sample0002,Group006,Group006Sample0002SEM.dat,Group006Sample0001BEM.dat,Group002Sample0001BEM.dat,Group006Sample0002ABS.dat
Mo22_0701,spiffy_lang,38,Group006Sample0003,Group006,Group006Sample0003SEM.dat,Group006Sample0001BEM.dat,Group002Sample0001BEM.dat,Group006Sample0003ABS.dat
Mo22_0148,spiffy_lang,39,Group006Sample0004,Group006,Group006Sample0004SEM.dat,Group006Sample0001BEM.dat,Group002Sample0001BEM.dat,Group006Sample0004ABS.dat
Mo22_0699,spiffy_lang,40,Group006Sample0005,Group006,Group006Sample0005SEM.dat,Group006Sample0001BEM.dat,Group002Sample0001BEM.dat,Group006Sample0005ABS.dat
Mo22_0698,spiffy_lang,41,Group006Sample0006,Group006,Group006Sample0006SEM.dat,Group006Sample0001BEM.dat,Group002Sample0001BEM.dat,Group006Sample0006ABS.dat
SL_empty,spiffy_lang,42,Group006Sample0007,Group006,Group006Sample0007SEM.dat,Group006Sample0001BEM.dat,Group002Sample0001BEM.dat,Group006Sample0007ABS.dat
