"","500","495","490","485","480","475","470","465","460","455","450","445","440","435","430","425","420","415","410","405","400","395","390","385","380","375","370","365","360","355","350","345","340","335","330","325","320","315","310","305","300","295","290","285","280","275","270","265","260","255","250","245","240"
"248.336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252.814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292084131525499,0.00436473621076763
"257.296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144915673578505,-0.00132461056004587,0.006499658578525
"261.781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00323691064886833,-0.00244680092665084,0.00158037639766552,-0.00985095148159565
"266.271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0032579169170619,-0.001270991207155,-0.000961807696692143,-0.00149702232274423,0.00249929602469356
"270.764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00745528273251161,-0.00249518940278366,0.000993640198371872,0.00127700327031671,0.00168796094762058,0.00244821012847174
"275.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183834768070004,-0.0018181368383062,-0.000508675419560442,0.00129133409866258,-3.17086289880475e-06,0.00265434160763484,0.00986519641402618
"279.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000377565198598218,-0.00481098013397196,-0.00428491058432392,-0.00501928938917837,-0.00419964822469571,-0.00640331073253503,-0.00393164615708342,-0.0110057635868254
"284.264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00355755798256216,-0.00341496329305026,-0.00531646945162004,-0.00495431319433304,-0.00147739710708922,-0.000299359719386987,-0.00179777772879823,-0.00453474328376832
"288.772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000944305809572749,-0.0026624238879288,-0.00491609962743724,-0.00548904880943246,-0.00502427224623403,-0.00261784030536802,-0.0042138679191447,-0.00441027683743285,0.000314408544660163
"293.283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127257018927742,-0.00255321098924865,-0.0048165496599715,-0.0068714724573827,-0.00417956033461941,-0.00650843892465147,-0.00651328690236702,-0.00812213799810443,-0.0032121346577807,-0.0121940149735143
