UniqueID,run_name,run_order,sample,group,SEM_file,blank1,blank2,ABS_file
milliq_run6_27,aroundtheisland_run6,27,Group004Sample0006,Group004,Group004Sample0006SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0006ABS.dat
milliq_run6_28,aroundtheisland_run6,28,Group004Sample0007,Group004,Group004Sample0007SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0007ABS.dat
41_run6_29,aroundtheisland_run6,29,Group005Sample0001,Group005,Group005Sample0001SEM.dat,Group005Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0001ABS.dat
42_run6_30,aroundtheisland_run6,30,Group005Sample0002,Group005,Group005Sample0002SEM.dat,Group005Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0002ABS.dat
43_run6_31,aroundtheisland_run6,31,Group005Sample0003,Group005,Group005Sample0003SEM.dat,Group005Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0003ABS.dat
44_run6_32,aroundtheisland_run6,32,Group005Sample0004,Group005,Group005Sample0004SEM.dat,Group005Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0004ABS.dat
45_run6_33,aroundtheisland_run6,33,Group005Sample0005,Group005,Group005Sample0005SEM.dat,Group005Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0005ABS.dat
46_run6_34,aroundtheisland_run6,34,Group005Sample0006,Group005,Group005Sample0006SEM.dat,Group005Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0006ABS.dat
48_run6_35,aroundtheisland_run6,35,Group005Sample0007,Group005,Group005Sample0007SEM.dat,Group005Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0007ABS.dat
51_run6_36,aroundtheisland_run6,36,Group006Sample0001,Group006,Group006Sample0001SEM.dat,Group005Sample0001BEM.dat,Group001Sample0001BEM.dat,Group006Sample0001ABS.dat
