UniqueID,run_name,run_order,sample,group,SEM_file,blank1,blank2,ABS_file
12_run6_1,aroundtheisland_run6,1,Group001Sample0001,Group001,Group001Sample0001SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0001ABS.dat
16_run6_2,aroundtheisland_run6,2,Group001Sample0002,Group001,Group001Sample0002SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0002ABS.dat
17_run6_3,aroundtheisland_run6,3,Group001Sample0003,Group001,Group001Sample0003SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0003ABS.dat
19_run6_4,aroundtheisland_run6,4,Group001Sample0004,Group001,Group001Sample0004SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0004ABS.dat
20_run6_5,aroundtheisland_run6,5,Group001Sample0005,Group001,Group001Sample0005SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0005ABS.dat
21_run6_6,aroundtheisland_run6,6,Group001Sample0006,Group001,Group001Sample0006SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0006ABS.dat
22_run6_7,aroundtheisland_run6,7,Group001Sample0007,Group001,Group001Sample0007SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0007ABS.dat
24_run6_8,aroundtheisland_run6,8,Group002Sample0001,Group002,Group002Sample0001SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0001ABS.dat
26_run6_9,aroundtheisland_run6,9,Group002Sample0002,Group002,Group002Sample0002SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0002ABS.dat
27_run6_10,aroundtheisland_run6,10,Group002Sample0003,Group002,Group002Sample0003SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0003ABS.dat
28_run6_11,aroundtheisland_run6,11,Group002Sample0004,Group002,Group002Sample0004SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0004ABS.dat
29_run6_12,aroundtheisland_run6,12,Group002Sample0005,Group002,Group002Sample0005SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0005ABS.dat
32_run6_13,aroundtheisland_run6,13,Group002Sample0006,Group002,Group002Sample0006SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0006ABS.dat
33_run6_14,aroundtheisland_run6,14,Group002Sample0007,Group002,Group002Sample0007SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0007ABS.dat
34_run6_15,aroundtheisland_run6,15,Group003Sample0001,Group003,Group003Sample0001SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0001ABS.dat
35_run6_16,aroundtheisland_run6,16,Group003Sample0002,Group003,Group003Sample0002SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0002ABS.dat
36_run6_17,aroundtheisland_run6,17,Group003Sample0003,Group003,Group003Sample0003SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0003ABS.dat
37_run6_18,aroundtheisland_run6,18,Group003Sample0004,Group003,Group003Sample0004SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0004ABS.dat
38_run6_19,aroundtheisland_run6,19,Group003Sample0005,Group003,Group003Sample0005SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0005ABS.dat
39_run6_20,aroundtheisland_run6,20,Group003Sample0006,Group003,Group003Sample0006SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0006ABS.dat
40_run6_21,aroundtheisland_run6,21,Group003Sample0007,Group003,Group003Sample0007SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0007ABS.dat
41_run6_22,aroundtheisland_run6,22,Group004Sample0001,Group004,Group004Sample0001SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0001ABS.dat
milliq_run6_23,aroundtheisland_run6,23,Group004Sample0002,Group004,Group004Sample0002SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0002ABS.dat
milliq_run6_24,aroundtheisland_run6,24,Group004Sample0003,Group004,Group004Sample0003SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0003ABS.dat
milliq_run6_25,aroundtheisland_run6,25,Group004Sample0004,Group004,Group004Sample0004SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0004ABS.dat
milliq_run6_26,aroundtheisland_run6,26,Group004Sample0005,Group004,Group004Sample0005SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0005ABS.dat
