500	-3.66879943469255E-4
495	-2.69649905722317E-4
490	-3.94277879369846E-4
485	-6.29927808967746E-4
480	-6.7336982432122E-4
475	-7.68525655762047E-4
470	-9.49217211134755E-4
465	-9.48543937039455E-4
460	-8.97721165440471E-4
455	-7.1905235961215E-4
450	-5.90844347465334E-4
445	-5.39811160045651E-4
440	-4.60312874655762E-4
435	-4.27926375087027E-4
430	-3.20979438740299E-4
425	-2.44649380599306E-4
420	-2.1573301794777E-4
415	-2.54063281947159E-4
410	-3.58956123818847E-4
405	-4.41599718258539E-4
400	-4.55459621674104E-4
395	-3.01960034318489E-4
390	-3.0272082732899E-4
385	-1.84647054346738E-4
380	-7.17382431432669E-5
375	7.8228964486319E-5
370	5.03941242902409E-5
365	1.42010091372294E-4
360	1.46169049076287E-4
355	1.47179511118815E-4
350	2.6866086222007E-4
345	3.68823041628567E-4
340	5.45299161220883E-4
335	6.68607231943642E-4
330	7.73889369645481E-4
325	9.24929982479078E-4
320	9.8231913621024E-4
315	0.00102243134307594
310	0.00118711331911227
305	0.0014362211273105
300	0.00163362544763097
295	0.00191669174642605
290	0.00231724076159624
285	0.0027392091659453
280	0.00331529501832036
275	0.00396494712529772
270	0.00451891364339662
265	0.0049786533061057
260	0.00556961392573271
255	0.00636375092903641
250	0.00706868520304194
245	0.00783290614189139
240	0.00866418720328535
