UniqueID,run_name,run_order,sample,group,SEM_file,blank1,blank2,ABS_file
126_run4_1,aroundtheisland_run4,1,Group001Sample0001,Group001,Group001Sample0001SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0001ABS.dat
126_run4_2,aroundtheisland_run4,2,Group001Sample0002,Group001,Group001Sample0002SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0002ABS.dat
127_run4_3,aroundtheisland_run4,3,Group001Sample0003,Group001,Group001Sample0003SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0003ABS.dat
128_run4_4,aroundtheisland_run4,4,Group001Sample0004,Group001,Group001Sample0004SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0004ABS.dat
132_run4_5,aroundtheisland_run4,5,Group001Sample0005,Group001,Group001Sample0005SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0005ABS.dat
134_run4_6,aroundtheisland_run4,6,Group001Sample0006,Group001,Group001Sample0006SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0006ABS.dat
136_run4_7,aroundtheisland_run4,7,Group001Sample0007,Group001,Group001Sample0007SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0007ABS.dat
138_run4_8,aroundtheisland_run4,8,Group002Sample0001,Group002,Group002Sample0001SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0001ABS.dat
139_run4_9,aroundtheisland_run4,9,Group002Sample0002,Group002,Group002Sample0002SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0002ABS.dat
140_run4_10,aroundtheisland_run4,10,Group002Sample0003,Group002,Group002Sample0003SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0003ABS.dat
142_run4_11,aroundtheisland_run4,11,Group002Sample0004,Group002,Group002Sample0004SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0004ABS.dat
143_run4_12,aroundtheisland_run4,12,Group002Sample0005,Group002,Group002Sample0005SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0005ABS.dat
144_run4_13,aroundtheisland_run4,13,Group002Sample0006,Group002,Group002Sample0006SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0006ABS.dat
145_run4_14,aroundtheisland_run4,14,Group002Sample0007,Group002,Group002Sample0007SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0007ABS.dat
145_run4_15,aroundtheisland_run4,15,Group003Sample0001,Group003,Group003Sample0001SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0001ABS.dat
146_run4_16,aroundtheisland_run4,16,Group003Sample0002,Group003,Group003Sample0002SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0002ABS.dat
155_run4_17,aroundtheisland_run4,17,Group003Sample0003,Group003,Group003Sample0003SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0003ABS.dat
156_run4_18,aroundtheisland_run4,18,Group003Sample0004,Group003,Group003Sample0004SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0004ABS.dat
158_run4_19,aroundtheisland_run4,19,Group003Sample0005,Group003,Group003Sample0005SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0005ABS.dat
159_run4_20,aroundtheisland_run4,20,Group003Sample0006,Group003,Group003Sample0006SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0006ABS.dat
160_run4_21,aroundtheisland_run4,21,Group003Sample0007,Group003,Group003Sample0007SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0007ABS.dat
161_run4_22,aroundtheisland_run4,22,Group004Sample0001,Group004,Group004Sample0001SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group004Sample0001ABS.dat
