Sample Name,Raman peak area of blanks,Total blank1 RU,Total Blank2 RU,Total sample RU after blank subtraction,Position in final database,M:C,BIX,HIX,FI,Ultra Violet Humic-like,Marine Humic-like,Visible Humic-like,Tryptophan-like,Tyrosine-like,Phenylalanine-like,Fulvic Acid-like,Optical Brighteners,Diesel Band II,Petroleum-like,Lignin-like,PARAFAC1,PARAFAC2,PARAFAC3,PARAFAC4,PARAFAC5,PARAFAC6
C15_L_N_3_30_1900,38458.8213184758,71.8967978483381,78.0301538003192,42.1164176310085,68,1.13053365369241,0.800049077540794,1.10262713828023,1.60903617687547,0.0188229713264372,0.0207197702945718,0.0183274245989046,0.0338494332376545,0.052780365234761,0,0.00931351178577034,0.014545058900224,0.00690676323547107,0.0217166905867428,0.0209906505007741,0.0405149175603214,0.0265643674210073,0.0371233948007634,0.0181950502124789,0.0172904743962571,0.0406839763945641
C09_H_N_3_31_0100,38458.8213184758,71.8967978483381,78.0301538003192,90.0981759214634,69,1.28874325356854,1.09850478824941,0.588854467864295,1.65279393535244,0.0330053056036307,0.0420011040713861,0.0325907460272516,0.172771611807335,0.0895598830640054,0.0547919913083573,0.0150285584650657,0.0285492089228659,0.011115367903601,0.0336491674448428,0.123330230375841,0.0618338114846758,0.110859388322434,0.141938178222914,0.151434617460896,0.0277708243247668,0.0719459368820921
C02_H_D_3_30_1300,38458.8213184758,71.8967978483381,78.0301538003192,40.7284905520498,70,1.27810789723124,0.799055540988449,0.922641626938416,1.53318952616652,0.0166833192599233,0.0199571310496889,0.015614590202378,0.0432988210984812,0.0880274822367931,0.03809127970044,0.0083032422581867,0.012650258334547,0.00582571866837444,0.0172704089836299,0.0269828697476006,0.0369098549177923,0.038969107444719,0.0282783451307878,0.0173911244005716,0.0143798719720374,0.0483668243194983
C_SeepA_3_30_0400,40209.4099574981,74.6329713773892,74.6329713773892,46.1456531317877,71,1.08882378642531,0.803027786486922,2.31076685389342,1.54755084721647,0.0271856985858566,0.0298744281901304,0.0274373397813162,0.0204260057040712,0.0330050376654657,0.00749087034874949,0.0153299291067738,0.0220822444514014,0.011646533348532,0.0296920168370864,0,0.0552540421838233,0.019531994205706,0.0276366866868375,0.00187349020852626,0.0287704139484494,0.0189291404645181
C13_H_N_3_31_0100,40209.4099574981,74.6329713773892,74.6329713773892,40.3088459739278,72,1.15898067449082,0.874607238855318,1.22873193332707,1.64557876815848,0.0193536419351857,0.0224630686436122,0.019381745647727,0.0428974137199552,0.0598746135709272,0.0122212035395656,0.00980254705618571,0.0156357910066296,0.00749967370698629,0.0202176077841193,0.0285844590645084,0.0420106492898636,0.0349823330039336,0.0341716803559973,0.0233860711666454,0.0182451367848971,0.0338342723241925
C03_L_N_3_30_1900,40209.4099574981,74.6329713773892,74.6329713773892,36.2909156395701,73,1.29028354783347,0.860065167857241,1.24747711074941,1.65528240932931,0.0163227973130318,0.018663382360119,0.0144645588882048,0.0300214248632132,0.0604646919862643,0.0193880624143556,0.00780079931400089,0.0107522984609332,0.00539460141768165,0.0170324281146587,0.0194371800824703,0.0354655090242677,0.0254389951868209,0.0248266476263277,0.0152116119766155,0.0138392161635166,0.0339002187997171
C09_L_D_3_30_0700,40209.4099574981,74.6329713773892,74.6329713773892,76.1874326847178,74,1.31915934284044,0.923827004602562,0.946639998748996,1.61800882116666,0.0285619336667864,0.0355052808888035,0.0269150812458736,0.0815491185917564,0.0920815613982949,0.0687521533955937,0.0133605747211267,0.0217222274326831,0.010889046750895,0.0309434500181401,0.208170611704101,0.0629878102781935,0.0373596283647838,0.0479147228547665,0.235392342613196,0.0236745336779466,0.0657006020866934
C15_H_D_3_30_1300,40209.4099574981,74.6329713773892,74.6329713773892,39.6573788356879,75,1.41413170829876,1.00679101380699,0.812986259257659,1.61863526353777,0.0129943120159322,0.0176129506045032,0.0124549576967567,0.0517375325182118,0.0745907606156661,0.0391298357160698,0.00685237250160231,0.00978531821152688,0.00511502810608382,0.0195945072718637,0.0597489058639832,0.027557650313764,0.0302930880982058,0.0413824544348906,0.0810294091414837,0.0131153118273674,0.051066163785873
C14_H_N_3_31_0100,37088.2087015447,76.5153501263439,61.2934192417983,51.6053656470318,86,1.16636229298767,0.917491179713737,1.05370395214454,1.58434519314181,0.0202088332015592,0.0236878012420505,0.0203091281195086,0.0549961263667536,0.0402565481646244,0.0110396152248824,0.0112364300700631,0.0160420798723584,0.00825598888320575,0.0230867583621374,0.050823729361792,0.0425327555219038,0.0397822796388218,0.0491044667966873,0.0533360374982651,0.0195780394148515,0.0330090981335917
C09_L_N_3_30_1900,37088.2087015447,76.5153501263439,61.2934192417983,43.2083141250133,87,1.11271261401821,0.893189409313763,0.957598110321744,1.58244316141964,0.0182599443983605,0.0214462396308464,0.0192738352748605,0.0457347571346755,0.0482248659689357,0.032806344075035,0.0100129965124001,0.015066847276402,0.00678126181928707,0.0209516794466641,0.037808082018417,0.0384823421755868,0.0310106806199515,0.0424068444669339,0.0476243999275195,0.0174293692693936,0.0405110098043105
C17_L_N_3_30_1900,37088.2087015447,76.5153501263439,61.2934192417983,85.7661595471045,88,1.27710661972431,0.835450903854191,0.753687325297524,1.50993480919313,0.0121516242899019,0.0147353248129112,0.01153805374221,0.997510170635674,0.418519252893516,0.00675796031929659,0.00544002375229899,0.00854691086152861,0.0037752285425618,0.0272452420410104,0.0283308656586014,0.0309978280984585,0.785168316238264,0.0107571854051419,0.0138542061008018,0.0089589982984752,0.0374695213915457
C07_L_D_3_30_0700,37088.2087015447,76.5153501263439,61.2934192417983,47.4607801380595,89,1.39779947583884,0.914265166933395,0.670237402085613,1.60209964618025,0.0198656418089676,0.0267662285106804,0.0191488328428637,0.0581922887802034,0.087242660179955,0.0470644159166785,0.00870731961944761,0.0147610898504593,0.00650374044335767,0.0185745588552239,0.0582041018152075,0.0423849223231659,0.0410134659017748,0.0494402591180742,0.0599850563666229,0.0147319113021922,0.0604507896054166
C18_L_N_3_30_1900,37088.2087015447,76.5153501263439,61.2934192417983,45.6108210989881,90,1.22515162590152,0.80108832667095,1.69629375908383,1.49485059315774,0.0227041318754447,0.0259622585736009,0.0211910575186943,0.027359294551587,0.0349522507664251,0.0269511868533546,0.0111551158453477,0.0165854483449466,0.00837911380889826,0.0245406315753787,0.0346378864978232,0.049142839150242,0.0178776977145241,0.0311832546970216,0.0377559700728178,0.0214424708825425,0.0275646732820115
C11_L_N_3_30_1900,37088.2087015447,76.5153501263439,61.2934192417983,48.239609403065,91,1.07984433417837,0.808728060477277,2.0203783983695,1.5946071138631,0.0240164880920056,0.02714152617472,0.0251346655398913,0.0375934882569735,0.0351004646716879,0.00478665671848432,0.0135321361537354,0.0200959939306311,0.0104342074055569,0.0282575416122093,0.0331260592044692,0.0498084311695589,0.0272608714920311,0.03318887688161,0.0334439865722272,0.0254499102000613,0.0272311632581318
C03_H_N_3_31_0100,35100.8647088632,64.763735700707,65.6371276854938,41.1508909611254,92,1.29605264354407,0.924715996580743,0.964905553147526,1.64727278545182,0.0161214213441441,0.0200369234961798,0.0154599611335142,0.0477850908134041,0.0565638410827715,0.0158597089071301,0.00676934527264534,0.0119788358911349,0.0050074179969874,0.0148706533773261,0.0362186547412324,0.0363776499592986,0.0302595385733156,0.0373754620089389,0.050426939620105,0.0125084497937525,0.0424802730564018
C02_L_N_3_30_1900,35100.8647088632,64.763735700707,65.6371276854938,65.7515418732418,93,1.31139614829521,0.829043238911255,0.966610262793262,1.58525734833817,0.0294815885359119,0.035852392542445,0.0273391016048448,0.0714313504310882,0.0823342113667173,0.0301478768720858,0.0128349129212479,0.0211028780068239,0.010035241278514,0.02910406224464,0.0608322428486998,0.063155238596683,0.0511534926074856,0.0622307631436403,0.077260463745757,0.0248184385410839,0.0540954031515057
CSeepH_3_31_0100,35100.8647088632,64.763735700707,65.6371276854938,125.224256165839,94,1.3288775517842,1.05093925073411,0.629312988494831,1.58110681093231,0.0533000845291558,0.0684979866437122,0.0515457474255205,0.245733104136041,0.117230550026392,0.0716078543519243,0.0240631079769416,0.0401854884562388,0.0182908969576011,0.0516024936558524,0.164856767985777,0.0988255393629363,0.155821319594343,0.198389744116639,0.212073700573872,0.043404684777812,0.090950202179813
C04_H_N_3_31_0100,35100.8647088632,64.763735700707,65.6371276854938,59.1670528122987,95,1.14940415380835,0.81554940748943,1.46939904790507,1.6238781063796,0.02782048852433,0.0316696622589468,0.0275531127619602,0.0608335024398172,0.0627686848102588,0.0315511508722043,0.0129198286152457,0.0210754143462795,0.00977716142312009,0.0278825615467141,0.0524144520013056,0.0552377039682373,0.0428125163445823,0.0457408512890579,0.0613516301368374,0.025623356655491,0.0382945875832272
V09_L_D_3_21_0800,36854.2746624554,90.7732130408845,81.2848025902258,105.031776684292,96,1.42685529855447,1.10334112626702,0.459487652522327,1.67424680153739,0.054055087821368,0.0721555296168228,0.0505696195612286,0.352061782282535,0.111130381137629,0.0527549123954226,0.0204567708863917,0.0398781480711455,0.0161077411281593,0.0396221505769626,0.165975159696069,0.0865014512753947,0.228243358102539,0.242107439744249,0.216009599768588,0.0366279240809467,0.0707784240993319
V13_L_D_3_21_0800,36854.2746624554,90.7732130408845,81.2848025902258,27.2980941735717,97,1.21868047669649,0.870652116231092,0.535505767407745,1.92942066194549,0.00755974204015649,0.0093713288456461,0.00768973412214599,0.0200337348606156,0.0284571227343098,0.00415850829184997,0.00322036818283126,0.00612253786043178,0.00253821919475195,0.00654365773045413,0.0168196582110414,0.0142520543936449,0.0174174418734081,0.0200102525340865,0.00718226895299235,0.00616289760334844,0.0162959679080595
V07_L_D_3_21_0800,36854.2746624554,90.7732130408845,81.2848025902258,18.8778641636998,98,1.1494273892622,0.971145024500716,0.482719759317236,1.7882483309002,0.0108915313289136,0.0124542700056481,0.0108351950910465,0.0322369009174121,0.0311228325024495,0.00177539511146876,0.00497429159767442,0.00882373829351686,0.00348919597782586,0.0104994117152532,0.0134413630901565,0.0181624823749578,0.0234947388004912,0.0317112126701596,0.0119764668055435,0.0087403320348124,0.0323288432033574
V20_L_D_3_21_0800,36854.2746624554,90.7732130408845,81.2848025902258,16.6055392499892,99,1.13209299091981,0.847771455163011,0.688406999117672,1.9407096311948,0.00813978950694063,0.0088858241277267,0.00784902318007208,0.0140822555223961,0.0276759594637064,0.0137292162906619,0.00371719937657793,0.0063568906918964,0.00268489410512157,0.00737808239981873,0.0222223257121847,0.014131099487804,0.0140482590862198,0.0190014706921473,0.00418377629942639,0.0067853125943379,0.015238714889667
V17_L_D_3_21_0800,36854.2746624554,90.7732130408845,81.2848025902258,12.5246600272339,100,1.13317719067419,0.839219391839643,0.837087040842289,1.56110263331692,0.00851765767424952,0.00956560137889634,0.00844139950717258,0.0136719221739256,0.015267248836642,0.000727267304205633,0.00425297578008741,0.00700345287160887,0.00281581829652156,0.00755827181471069,0.00231723909557961,0.0143065739876983,0.0142666150721582,0.0150920747083574,0,0.00767476592338595,0.00969977418908359
V05_L_D_3_21_0800,36854.2746624554,90.7732130408845,81.2848025902258,17.959730408837,101,1.29494044010375,1.02683963048087,0.412844304343992,1.82730654053655,0.0085358340557042,0.0105601399533849,0.00815492328939763,0.0189953036047928,0.0390859687887402,0.00791825326447624,0.00359254840437077,0.00672885832214591,0.00262653386238925,0.00606850542586249,0.0157984923267581,0.0140532482365128,0.0144664850358928,0.0241617688732509,0.0113658477800031,0.00625138570176122,0.0310256120931849
V06_L_D_3_21_0800,36854.2746624554,90.7732130408845,81.2848025902258,45.4151067619503,102,1.3472734002247,1.17659279658982,0.496235089201728,1.82826882294935,0.0132471984288288,0.0164340159625637,0.0121979814637643,0.107337793235127,0.0562223691661655,0.0506082310043438,0.00526470609536269,0.00995647099978821,0.00385729835166599,0.0215121343187042,0.179066340230014,0.0227693746852146,0.0283730584203842,0.0947628787056802,0.250240402935048,0.0107495507765738,0.0797497124275524
V19_L_D_3_21_0800,36476.0012172381,82.1277645732702,77.2713508640512,8.93331052011991,103,1.24347840790613,0.88285709623613,1.62190087978912,2.06679229329657,0.00540715908848225,0.00658353698036847,0.00529445219033145,0.000207008411795075,0.0129155949927932,0,0.00269621241793956,0.00416379982783896,0.00168883682879011,0.00316779164397464,0.00866926617466542,0.011377680861916,0.00339235510444828,0.00662732016835658,0,0.00485877100643466,0.000501632030165434
V02_L_D_3_21_0800,36476.0012172381,82.1277645732702,77.2713508640512,29.7703120028406,104,1.27992705179548,0.945040675969837,0.952468321575425,1.84446930704252,0.00904382198784429,0.0116585148505408,0.00910873384087496,0.006920171731865,0.0274207166315832,0.00238753880162623,0.00399287612071747,0.00729259484743455,0.00312835991014992,0.00736222611182122,0,0.0193784653499495,0.00775021345963488,0.0121089140225714,0,0.00725527854352125,0.0151258341846288
V10_L_D_3_21_0800,36476.0012172381,82.1277645732702,77.2713508640512,12.8221248227872,105,1.3201751088744,0.714128193842307,1.04609818536677,1.79097448852903,0.00755705279044684,0.00978569467169368,0.00741242173550529,0.00505330901263104,0.0202317915190827,0,0.00323830096132518,0.00576896416040987,0.00217211572351298,0.00563159180819356,0.0166853933629881,0.0145578958185981,0.0086464121134798,0.0106895480919029,0,0.00629531053887802,0.00882575644414582
V16_L_N_3_21_1600,36476.0012172381,82.1277645732702,77.2713508640512,25.7424650276549,106,1.28049818786474,0.736079946654102,1.0980969248833,1.8221066479434,0.00678017591025114,0.00863862975976764,0.00674630377585521,0.00518259234389825,0.0246334469361565,0,0.00298766497579692,0.00564871127539325,0.0023213322080603,0.00679901635255181,0,0.0126266547276305,0.0081799302544809,0.00984406187046863,0,0.00640004857767152,0.0108571732643998
V12_L_D_3_21_0800,36476.0012172381,82.1277645732702,77.2713508640512,27.9128335972816,107,1.23229144137379,0.879526329763132,0.580524465337795,1.93550964934837,0.00800966533093303,0.010519692071499,0.00853669166100139,0.0304397223289817,0.0440731202172582,0.0109621056280556,0.00332866060455275,0.0073416026937999,0.00248401334533395,0.00760059280582292,0.0288626682292391,0.0155420839222267,0.0239750614309997,0.0277981675934369,0.029700411486944,0.00650455120981661,0.0208842797861515
V15_L_N_3_21_1600,36476.0012172381,82.1277645732702,77.2713508640512,16.7139741008465,108,1.23930967481994,0.733025430732195,0.75881746728686,1.82052319024637,0.00940888850721299,0.0114328210724597,0.00922515276427642,0.0128342845537026,0.0305718466149237,0.0115045610858522,0.00514986058862995,0.00786589038982413,0.00367464957809384,0.00765189743178183,0.0101801553934041,0.0171530001968157,0.0139722112060957,0.0188363904637492,0,0.00846297322363744,0.0175681512166051
V13_L_N_3_21_1600,36476.0012172381,82.1277645732702,77.2713508640512,32.0627089334133,109,1.1374012438495,0.853500667655779,0.768686918855595,1.70607129613012,0.00916985870284512,0.0112592493853289,0.00989910064386977,0.0157326319829031,0.0344834419627429,0.00113472955960014,0.00470220786344815,0.00794501297775296,0.00370240945553326,0.0095867193192913,0.0134416766313132,0.0171834826364519,0.0157157326003761,0.0213910426836417,0.00488037249559675,0.00856462970902629,0.0178146162915548
V09_L_N_3_21_1600,37027.0725299973,76.1213267911291,73.3935561399937,24.4464346831603,110,1.34295216649644,0.850844491279475,1.71359818539012,1.51953578558103,0.00788093994276977,0.0101654327720789,0.00756946749533083,0.000507527211965321,0.0176140122061924,0,0.00414033558517793,0.00435646856041341,0.00325315254962448,0.00809318151229031,0,0.0126891968547182,0.00160286652590648,0.00757627926737523,0,0.00825519944448472,0.00478011991072442
V19_L_N_3_21_1600,37027.0725299973,76.1213267911291,73.3935561399937,17.611783781454,111,1.14920597602429,0.782909514783847,0.302533072077735,1.63826710606967,0.00546384858626991,0.00600326291294253,0.00522383544654979,0.00749266121788557,0.0252777083702466,0.011983549165001,0.00266148320968522,0.00412797485589684,0.00197313413215261,0.00385895206908384,0.000845141907422495,0.00776570755921352,0.00476032723231205,0.0212749780942406,0,0.00437291482960229,0.031782040225061
V01_L_D_3_21_0800,37027.0725299973,76.1213267911291,73.3935561399937,17.2222833686032,112,1.36100505048728,0.965644540329228,2.07024520719452,1.70380255269154,0.00780070908484438,0.0095236368579895,0.00699750295164573,0,0.013325516482107,0,0.00321561429234113,0.00546662466648625,0.00219736351642075,0.00493396218420112,0.0117554288716344,0.0129737667303692,0.00204738396985072,0.00625330472218678,0,0.00693631580891902,0.00237713119338784
V05_L_N_3_21_1600,37027.0725299973,76.1213267911291,73.3935561399937,17.0762795885806,113,1.17123520421969,0.845637561290969,1.07151024476567,1.71245734980474,0.00676394109949785,0.00780652342617856,0.00666520558642143,0,0.0169480792390814,0,0.00354762868354078,0.00505128930011341,0.00275512088476621,0.00492366825299201,0,0.0131189117753144,0,0.00653725363337325,0,0.00688835832448073,0.00958930374516946
V06_L_N_3_21_1600,37027.0725299973,76.1213267911291,73.3935561399937,22.4856758461178,114,1.05833751009465,0.718159217924925,1.04775346029769,1.7103171047663,0.00834070530403527,0.00880087378524494,0.00831575343527023,0,0.0170867257071228,0.000365993640249567,0.00440705573556884,0.00671766634553733,0.00318121033127833,0.0073764584557354,0,0.0130600429161632,0.0020107225305619,0.00942677665918399,0,0.00844194606817552,0.0116084949852864
V08_L_N_3_21_1600,37027.0725299973,76.1213267911291,73.3935561399937,35.5864601219736,115,1.23539679731033,0.918859478512533,0.439161405438622,1.70000992054696,0.0134583069929935,0.0164884684590914,0.0133466984008617,0.0570314230079705,0.0336771393962499,0.0263706281274341,0.00618319488004692,0.0108493082407945,0.0047285692980786,0.0124876872995719,0.020234997718133,0.0216373044609823,0.0405742405508567,0.0540982746247737,0.0290277915750472,0.0108783265752958,0.0362230475196906
V01_L_N_3_21_1600,37027.0725299973,76.1213267911291,73.3935561399937,26.5488157767975,116,1.10246660968692,0.939797851921193,2.28800207702951,1.64266465691282,0.00964469200071152,0.0108000313963704,0.00979624353379504,0,0.00860632396639333,0.0065163239426308,0.00502400133994723,0.00825452825274859,0.00398568912257399,0.00961511116882306,0,0.0202660138727341,0.0020717605777777,0.00618663450818366,0,0.00988976967673821,0.00701263770255585
V02_L_N_3_21_1600,36288.6868494073,74.8869348099422,68.3878808126512,23.4105192941944,117,1.10036108604119,0.892984583663364,0.616639419453336,1.6747192351773,0.00984523718254212,0.010844164899522,0.00985509669242891,0.0115694287816012,0.0215051937151551,0.0304110005885678,0.00462432716404721,0.00825801813437701,0.00351862461946691,0.00917102530739413,0.0277688875127486,0.0179725723896957,0.00476331606806003,0.0189492495446277,0.00950752742713125,0.00874841351307849,0.0336291962368454
V17_L_N_3_21_1600,36288.6868494073,74.8869348099422,68.3878808126512,31.9503229862195,118,1.15881683674145,0.866224012118789,0.550204687706683,1.62484881011318,0.011447463524599,0.0129893765877193,0.0112091714375198,0.0337692749127631,0.041876990572537,0.0112545432669923,0.00518088565076339,0.00942910143638472,0.00368321874902802,0.00988379102829826,0.032412317704442,0.0198360190599875,0.0258651990337654,0.0354357532479764,0.0273442615203536,0.00990681764508975,0.033227207755714
V01_H_N_3_22_0200,36288.6868494073,74.8869348099422,68.3878808126512,22.6975335819409,119,1.20385701213278,0.811540506480293,0.529940824242119,1.67884106862355,0.00711381895267837,0.00768462130090475,0.00638333392043839,0.0137237411157082,0.0165294463827249,0.00966335223049158,0.00346085061902473,0.005789185841467,0.00231719263370289,0.00763744316907891,0.0171779176489934,0.0130783881763465,0.00731239271456992,0.0206321608589967,0.0121247402145307,0.00583261643860233,0.0218047078296449
V04_H_N_3_22_0200,36288.6868494073,74.8869348099422,68.3878808126512,29.5814534733907,120,1.27908693666203,0.893443147531062,0.466482891566219,1.5984639750807,0.00695374262521952,0.00808821762852885,0.00632343071975721,0.0183882376629416,0.0484203485952304,0.0206581102978786,0.00331685868314952,0.00527080689229333,0.00221606744316249,0.00674128796453002,0.0201577149291078,0.011188707347828,0.0137505329851744,0.0197078249871707,0.0234650229458666,0.00547060634647839,0.0314010509148403
V02_H_N_3_22_0200,36288.6868494073,74.8869348099422,68.3878808126512,19.0653166255776,121,1.30815976807653,0.783549507307539,0.584781951625599,1.73617805534082,0.00702484508537567,0.0091209712849314,0.00697236798402886,0.0162777049716596,0.0164319462373332,0.0117596626154813,0.00306994612952834,0.00599130191296246,0.00244716180923676,0.00647222686642523,0.0126865372380202,0.0125725470911332,0.00953985568430728,0.021258112747758,0.0182313674484286,0.00611655859378942,0.0209115944434657
V14_H_N_3_22_0200,36288.6868494073,74.8869348099422,68.3878808126512,33.3207297446805,122,1.26605672478024,0.962409230980927,0.423027759577982,1.69401843731389,0.00891757300461179,0.0108716876691178,0.00858704626445932,0.0346886426811407,0.0433800996434897,0.00432339227598065,0.00448859488899701,0.00782219280792117,0.00333826810468964,0.00900202000597989,0.0293927812656392,0.015326687804632,0.022692472470005,0.0352802318377402,0.0314395642218273,0.00741039995199001,0.0387486171962682
V11_L_N_3_21_1600,36288.6868494073,74.8869348099422,68.3878808126512,25.1389755489009,123,1.2159536572364,0.874019578283437,0.527476395438484,1.74498921864156,0.00832704351155886,0.00948608379312608,0.00780135306693011,0.0221726904254117,0.029190759804656,0.0244698556569434,0.00384553417118813,0.00665578108753287,0.00263800569632529,0.00760536359327355,0.0154177437094713,0.016000881082603,0.0174776832003759,0.0280899021471174,0.0173421866385497,0.00721268228060237,0.0244332037386458
V16_H_N_3_22_0200,35645.4516699282,69.6219650710317,71.3220733482801,27.6385059058929,124,1.21481538517822,1.11207368377385,0.892717801202276,1.71991437215821,0.0062634850540621,0.00770374877926295,0.00634149754214114,0.0253030734725399,0.0279588084437705,0.0174237879474552,0.00278641033330286,0.00494713556665796,0.00167904860486011,0.00627591070087635,0.0246513720659236,0.0263241918529388,0.00981030905640038,0.0372311222761694,0.0272215935368911,0.00300189720112664,0.0462055584153078
V17_H_N_3_22_0200,35645.4516699282,69.6219650710317,71.3220733482801,30.0783442144136,125,1.17181806863836,0.949696939316107,0.57808872779689,1.71173982320558,0.00873409903477931,0.0107406232540492,0.00916577713000251,0.0180666857755981,0.0297574846295372,0.0238408970458384,0.00440716182196608,0.00760420959570116,0.00322247573110794,0.0107310387667064,0.00572515306142698,0.0163607290053438,0.00904883051040246,0.0245285321538917,0.024276758142078,0.00808351198168396,0.0272131651241551
V20_H_N_3_22_0200,35645.4516699282,69.6219650710317,71.3220733482801,21.8334771504738,126,1.16387996092728,0.965655870500936,0.499880468360272,1.69647089807052,0.00749548803872676,0.00824655970892841,0.0070854039813163,0.0177090378765033,0.0300077369290503,0.0140058809333162,0.00358430578141685,0.00587823489102864,0.0022403030307003,0.00849538261572821,0.0047226115154301,0.0117182556490054,0.0106011593312926,0.0220627725027404,0.0163140331673592,0.00625202107792415,0.0267273710940265
V06_H_N_3_22_0200,35645.4516699282,69.6219650710317,71.3220733482801,48.132493635072,127,1.35508941997651,1.15951607615076,0.440755686215136,1.74044235090168,0.0149392275704886,0.0199626055695081,0.0147315780606229,0.0821615432398722,0.0495418025543837,0.0334539986608973,0.00698802495293928,0.0145577976576145,0.00498381735801003,0.0160915113426648,0.04002208851886,0.0262689473664371,0.0544859339607564,0.0671898611021761,0.0583119125940902,0.0120096731999655,0.0455419505743694
V11_H_N_3_22_0200,35645.4516699282,69.6219650710317,71.3220733482801,22.2483022467571,128,1.24171488594912,0.954635552836786,0.524226985376486,1.78646242904902,0.00699621124864153,0.00843597989359688,0.00679381393350112,0.0184063287938397,0.0242590107525426,0.0102979038646175,0.00333222172878616,0.00584601539212766,0.00253027373610914,0.00799722555989832,0.00359011467852715,0.0133672312260004,0.0101631747338611,0.0220199672116695,0.0180053869472726,0.0056475088703212,0.0241849595627258
V18_H_N_3_22_0200,35645.4516699282,69.6219650710317,71.3220733482801,24.1913869666731,129,1.0928933325879,0.942839523271435,0.571563725456861,1.74721409244339,0.00695263824263471,0.00798236855647343,0.00730388622425912,0.0149775221582373,0.0252654350275751,0.0292231504109951,0.00352045654896375,0.00618479822890791,0.00222984610907026,0.00858134604527716,0.00906355176981039,0.0150596571575383,0.0105600791782532,0.0207119152000369,0.0211220637278655,0.00559896341968262,0.0235813578650288
V03_H_N_3_22_0200,35645.4516699282,69.6219650710317,71.3220733482801,19.0102681134397,130,1.30156751111012,1.04335689284117,0.531189835013228,1.86973132854424,0.0068618246962543,0.00845720894667102,0.00649771054861208,0.0152009268936328,0.0217464209972266,0.00912206304105303,0.00294735177968611,0.00548000884934565,0.00205321654195481,0.0071889021563228,0.00761609360987262,0.013317241650997,0.00902210237444626,0.0190936253024661,0.0108425990696941,0.00531947650225228,0.0229604038395664
V19_H_N_3_22_0200,35747.0772086531,71.1193114809339,74.3865958934043,38.0981656135318,131,1.06518731388559,0.944314212062665,0.390953400257785,1.67995497941859,0.0114365377883436,0.0126719451617572,0.0118964476919393,0.0863601280245985,0.0983584740459019,0.0207477495403448,0.00517855720645906,0.00973845176951322,0.00380695960158361,0.00956531337020314,0.0336522187959735,0.0239209121271029,0.0796744579861975,0.0599370382109911,0.0364074589956259,0.00760115396722107,0.0390897958009887
v10_H_N_3_22_0200,35747.0772086531,71.1193114809339,74.3865958934043,31.0464005982721,132,1.13944316846603,0.941442981859216,0.356873975377867,1.76426492144927,0.00795875792426781,0.00932976904697097,0.00818800735760359,0.0368178886784121,0.0528604346013493,0.0293763879330278,0.00370743197096678,0.00681546756580623,0.00272948532872177,0.00842562710129479,0.0143964477742664,0.0146150806322775,0.0260828936469896,0.0346983473402058,0.0310361420226675,0.00588794628290832,0.0372255689867066
V05_H_N_3_30_2000,35747.0772086531,71.1193114809339,74.3865958934043,26.8573397187594,133,1.14978171245657,1.09314931707272,0.33521627536968,1.89787710609105,0.00632261288641172,0.00746045596596539,0.00648858464623319,0.0367954837365894,0.052240298428526,0.0208288031714137,0.00293225552001282,0.00575003261341376,0.00230412131757091,0.00734598996635183,0.00669323151263854,0.013969817317507,0.0289677922479805,0.0362688130603714,0.021680901004959,0.00424996631036962,0.0402487963620245
VReefcrest_O_,35747.0772086531,71.1193114809339,74.3865958934043,63.8698731303665,134,1.66341864867357,1.11794195107203,0.449735343284409,1.59656319097881,0.0153009175847483,0.0215685691554867,0.0129664105742025,0.0970304049324103,0.0683405655401183,0.0389134377701949,0.00471873156857819,0.0119394036196149,0.00319725885515849,0.0142614578194847,0.0909103615753303,0.0318014146521156,0.0615468031842912,0.0746674064503795,0.103143242515165,0.00865076781088343,0.0320454327230418
Vseep_K_3_28_1900,35747.0772086531,71.1193114809339,74.3865958934043,63.3770438971601,135,1.02984483001526,0.831219511538729,1.58052940758536,1.66766710126699,0.0283173071517532,0.0301924178577417,0.029317443733047,0.0596154550461947,0.0391893675501511,0.00678615857971207,0.0149011569741936,0.0246304896953024,0.0108681422891202,0.0334875552666164,0.0322324013214689,0.0583805824503036,0.0459673093945237,0.0578483653251794,0.0383116982833438,0.0295900904443339,0.0169308571621865
VReefcrest_B_3_27_0200,35747.0772086531,71.1193114809339,74.3865958934043,24.4049303731952,136,1.79669555152882,0.826413190036238,0.629822469171696,1.59422140527445,0.00872586990388309,0.0133843811373912,0.00744944302110746,0.0281710815343467,0.0245177829737762,0.0103812498692801,0.00364665109714925,0.0057875114136074,0.00287505071496071,0.00929882877998721,0.0157019309388127,0.020807220659453,0.0202386254854203,0.0299761941183909,0.0193222298519313,0.00610797901657845,0.0204350629927431
VReefcrest_H_3_28_1400,35747.0772086531,71.1193114809339,74.3865958934043,42.1516892026799,137,1.38290700307107,0.935752566489262,0.527176812845701,1.49267562111262,0.0128058874022963,0.0164464735501578,0.0118926822365022,0.0875704588074443,0.0875236187026598,0.00713956772751389,0.00499529650138884,0.0102880644994296,0.00409897446198522,0.0122228841701245,0.0444794315948658,0.0285582552933314,0.0794678560426317,0.0636948488813546,0.0470249295959439,0.00920494619988506,0.0283777322008231
