"UniqueID","run_name","run_order","sample","group","SEM_file","blank1","blank2","ABS_file"
"118_run8_1","aroundtheisland_run8",1,"Group001Sample0001","Group001","Group001Sample0001SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0001ABS.dat"
"119_run8_2","aroundtheisland_run8",2,"Group001Sample0002","Group001","Group001Sample0002SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0002ABS.dat"
"120_run8_3","aroundtheisland_run8",3,"Group001Sample0003","Group001","Group001Sample0003SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0003ABS.dat"
"121_run8_4","aroundtheisland_run8",4,"Group001Sample0004","Group001","Group001Sample0004SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0004ABS.dat"
"130_run8_5","aroundtheisland_run8",5,"Group001Sample0005","Group001","Group001Sample0005SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0005ABS.dat"
"131_run8_6","aroundtheisland_run8",6,"Group001Sample0006","Group001","Group001Sample0006SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0006ABS.dat"
"133_run8_7","aroundtheisland_run8",7,"Group001Sample0007","Group001","Group001Sample0007SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0007ABS.dat"
"135_run8_8","aroundtheisland_run8",8,"Group002Sample0001","Group002","Group002Sample0001SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0001ABS.dat"
"137_run8_9","aroundtheisland_run8",9,"Group002Sample0002","Group002","Group002Sample0002SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0002ABS.dat"
"144_run8_10","aroundtheisland_run8",10,"Group002Sample0003","Group002","Group002Sample0003SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0003ABS.dat"
"147_run8_11","aroundtheisland_run8",11,"Group002Sample0004","Group002","Group002Sample0004SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0004ABS.dat"
"148_run8_12","aroundtheisland_run8",12,"Group002Sample0005","Group002","Group002Sample0005SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0005ABS.dat"
"149_run8_13","aroundtheisland_run8",13,"Group002Sample0006","Group002","Group002Sample0006SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0006ABS.dat"
"150_run8_14","aroundtheisland_run8",14,"Group002Sample0007","Group002","Group002Sample0007SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0007ABS.dat"
"151_run8_15","aroundtheisland_run8",15,"Group003Sample0001","Group003","Group003Sample0001SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0001ABS.dat"
"152_run8_16","aroundtheisland_run8",16,"Group003Sample0002","Group003","Group003Sample0002SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0002ABS.dat"
"153_run8_17","aroundtheisland_run8",17,"Group003Sample0003","Group003","Group003Sample0003SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0003ABS.dat"
"154_run8_18","aroundtheisland_run8",18,"Group003Sample0004","Group003","Group003Sample0004SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0004ABS.dat"
"157_run8_19","aroundtheisland_run8",19,"Group003Sample0005","Group003","Group003Sample0005SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0005ABS.dat"
"201_run8_20","aroundtheisland_run8",20,"Group003Sample0006","Group003","Group003Sample0006SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0006ABS.dat"
"205_run8_21","aroundtheisland_run8",21,"Group003Sample0007","Group003","Group003Sample0007SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0007ABS.dat"
"206_run8_22","aroundtheisland_run8",22,"Group004Sample0001","Group004","Group004Sample0001SEM.dat","Group004Sample0001BEM.dat","Group001Sample0001BEM.dat","Group004Sample0001ABS.dat"
