Site,Year,CobleA,CobleB,CobleC,CobleM,CobleT,Lignin,M_to_C,HIX,BIX,FI
11,2022,0.0157990383707601,0.0567370576275483,0.0176865574002545,0.0165876646330131,0.0438613986395004,0,1.06624758768358,1.05551224127478,0.95957441797732,1.87750839462066
110,2022,0.00792209514078041,0.0256676649159149,0.00889605506993421,0.00961945764968495,0.0144908941127319,0.00294735663161578,0.9247979869453,1.15176113564911,1.02928706949966,1.80591262104451
111,2022,0.010619451273951,0.0299709334348582,0.00983605797070642,0.0145879496207885,0.0294057506174519,0.00666259899504086,0.674259112924931,0.763200269302928,0.86013468449414,1.87335961030302
112,2022,0.00673847984413327,0.0204977856989263,0.00664455403850196,0.00760670409848599,0.0155403995390552,0.00864832954524846,0.873512884486261,1.0819425670355,1.09480570007747,1.83851773564433
113,2022,0.01129432841699,0.0225938808867213,0.0118468388476185,0.0123919400702137,0.022576781704294,0.010130825241281,0.956011631793999,1.41858629147595,0.977984380053068,1.5149077386618
114,2022,0.00871519480950789,0.0373044736433787,0.00937111834357118,0.0109347590560626,0.0513078921671392,0.0280089450750219,0.857002728228888,0.669908244729313,1.10711105599879,2.01070357830237
115,2022,0.00787754877028688,0.0240644230752575,0.00882522340264162,0.0087121133428367,0.0139731165655125,0.0108632666115216,1.01298307946119,1.1897548466407,0.942070990340444,1.5601365404094
116,2022,0.00910445503286773,0.0234586336596169,0.00959790561660538,0.0109697457599553,0.0198274215489028,0.021780815585791,0.874943305581631,1.31144033224177,1.07261238834946,1.87050794328124
117,2022,0.009277491997217,0.0341847142754387,0.00844721134880834,0.0160346556124377,0.0289014573378154,0.0289867949449324,0.526809652354245,0.707516274973363,0.89568708312178,2.55522753052161
118,2022,0.0132150105950021,0.0363747325384794,0.0157506733865495,0.0155822554554425,0.0419715611761364,0.0235905594236932,1.01080831536799,0.833207362141285,0.989627728747823,1.8305122359657
119,2022,0.00485160447033421,0.0233317008328415,0.00450357840688509,0.00619018924246766,0.000646722929964691,0,0.727534850790729,1.54765523829043,0.786174348317758,1.44693774866765
12,2022,0.0792797551268089,0.404917803269149,0.0615089681620034,0.118014415762033,0.540256483792714,0.242848650292673,0.521198768513429,0.292673411286791,1.04970797611305,2.20131546400415
120,2022,0.00575587263845506,0.0271316589967208,0.00573033541563457,0.00732581348096959,0.011213569394538,0.0137528496557737,0.782211481430748,0.952079731895057,1.07533334753217,2.10953490712755
121,2022,0.133426248822209,0.468864164042998,0.102021484369478,0.183632155898094,0.47175020405476,0.209256163039155,0.555575268778603,0.809613292862042,0.970546293950406,2.10125304672336
123,2022,0.0114877365755526,0.107269644509788,0.0113077796844806,0.0162081703993529,0.0367586312262486,0.0180047012495044,0.697659230244276,0.519713003771137,0.815508003807255,2.35786928812642
126,2022,0.0258961647137017,0.041320067353212,0.0262962825146757,0.0318444899316847,0.0445337018347478,0.0402720093248538,0.825771823354325,1.26197615738235,0.800491764401465,1.8625930421819
127,2022,0.0125949319832429,0.0393148356962047,0.0125785767012378,0.019381529599469,0.0401093307978884,0.0179053975788561,0.648998142106512,0.604854960060937,0.93712394247678,2.03079418549581
128,2022,0.0215665096936728,0.0531437769995768,0.0210190443083778,0.0297800943454166,0.0554505240891049,0.0417864869115635,0.705808519764235,0.888249369543332,0.839390184879735,2.01645319244387
13,2022,0.0130682657693825,0.016288766463455,0.0120486618441997,0.0142543304645001,0,0,0.845263260467154,3.44270145227067,0.722030084247621,2.04759176102002
130,2022,0.0100065724068015,0.0368778716377712,0.0110828734982202,0.0109650574360609,0.0355494310547481,0.00787047436242403,1.010744682629,0.669054858610355,1.07924411205633,1.87980240532111
131,2022,0.00734265676282443,0.0188127938056167,0.00801873957211581,0.00839224255569961,0.00800397938544446,0.00397501899493371,0.955494257809537,1.30583252321769,0.916001416322507,1.79883710672144
132,2022,0.0123862204722077,0.033629769059243,0.0119912095609738,0.0186763077339182,0.0446269359644549,0.0209681098883733,0.642054614424483,0.663503599593585,0.860192292656089,2.00741907098288
133,2022,0.00848840113721992,0.0330925437401168,0.00773219915621744,0.0114695872624805,0.0238377738094444,0.0053027541486386,0.674147986258506,0.618703892492019,0.799857405067921,2.09383651435884
134,2022,0.0114096958300729,0.0447886945398229,0.0118081991084788,0.0178121726987481,0.0331922527255326,0.0151054025058908,0.66292862236333,0.792069322966727,0.882149619670052,2.2289659006233
135,2022,0.0135004825470263,0.162127962083513,0.0154957849619321,0.0212580614520788,0.106368978392481,0.0343045705937157,0.728936878692518,0.44488669938096,1.31978202338355,1.97259751659266
136,2022,0.0403736501048514,0.0601113064282464,0.0358920276926693,0.0616152455317852,0.165253287646306,0.0842466040327758,0.58251861828829,0.621698031378126,1.00559779091043,2.11727808193382
137,2022,0.0160791303145184,0.0237272307840898,0.0145315420377001,0.0203873207348349,0,0,0.712773504017658,5.49910214009406,0.700826395249005,1.9977603306386
138,2022,0.0139641869051102,0.0359627026420526,0.0140196293032294,0.0197700069823493,0.0285082675195843,0.0168277782738865,0.70913628486556,0.799174509302637,0.808529678721669,1.98099369908523
139,2022,0.0190837195632772,0.044238184016992,0.0181318837406857,0.0253509982985603,0.0378185021171582,0.020374532424857,0.715233519688076,0.773869677679937,0.740950189548675,2.29033460021635
14,2022,0.0128452764966442,0.0398696716652125,0.0146295373296465,0.0182761031781829,0.0521246108732156,0,0.80047355757493,0.647519592223063,0.903853053257941,1.92058667293637
140,2022,0.011530582111399,0.0165169906572039,0.0124502284461951,0.0127522862175176,0.0149741648478891,0.0106101428131945,0.976313441670748,1.82057936831297,0.84803516367361,1.56176042905645
142,2022,0.0775189132298985,0.116512179619082,0.0708438421787297,0.108387358617165,0.3378593517291,0.165992398274166,0.653617202989118,0.609740647458566,1.11565910218441,2.06242535476531
143,2022,0.0143502574820538,0.0324941441072623,0.0122344124719197,0.0187872635551577,0.0289682830635493,0.0148526994573938,0.65120779489789,0.849784080470588,0.740539267754672,2.0385903297038
144,2022,0.0280037310093112,0.0532265320066624,0.0280342525152207,0.0346082922044629,0.0827724575734475,0.0484715958867942,0.810044377503421,0.851331943740785,0.946621588947217,1.87705262313271
145,2022,0.0155994387966631,0.092958717835422,0.0151123610264163,0.0200554313189456,0.0586584733458952,0.0263230036244347,0.753529594356827,0.628374862861579,0.949074036059834,1.77348059339027
146,2022,0.0176420443356579,0.15793695048489,0.0181956030135233,0.0235262280939587,0.0805581282916572,0.0260684316411569,0.773417776145581,0.546297726662283,1.09093364637032,1.894260172049
147,2022,0.252569768222934,0.542499532815088,0.218803521588774,0.327780234572719,0.928793007080197,0.441911416540126,0.667531164208229,0.73157919961203,0.931043500939936,1.98170763524613
148,2022,0.00639690511148084,0.0133662643497743,0.00659544857077741,0.00545372479710289,0,0,1.20934752231741,4.96675030424416,0.494399944943385,1.65017054264017
149,2022,0.00460491867420586,0.00263209618402771,0.00467461319299143,0.00381355979121154,0,0,1.22578730868838,Inf,0,1.6765937108512
15,2022,0.0148614790124178,0.0745752518945292,0.0147378145040139,0.0198837099514145,0.0926337621790828,0.0180574932600331,0.741200436941872,0.643683526537543,0.913857014198015,1.95175814458246
150,2022,0.0126379043930391,0.0493377908080985,0.012334397904791,0.0175982588924483,0,0,0.700887399155376,1.54627821052069,0.634505475830877,2.00160168843975
151,2022,0.068630641316725,0.443209143728629,0.0546244954005896,0.0982683178076858,0.455583912770435,0.111139808652438,0.555870870889349,0.249374740205074,1.22960410269364,1.89487283450566
152,2022,0.0525040043793557,0.257321518886402,0.0404568475939855,0.0742967375216629,0.245400484970491,0.0221743360516599,0.544530607177595,0.254386379361092,1.14491281878155,1.87063484219884
153,2022,0.0145650895784735,0.131576527335341,0.0152984277083054,0.0184641387430163,0,0,0.828548134371643,1.14158808743463,0.484191023184091,1.85185424670714
154,2022,0.0130455825276046,0.100374530436867,0.0121830251502387,0.0160403456959673,0,0,0.759523851989152,1.05432739824614,0.420143899128964,2.07427299098959
155,2022,0.00750123684447523,0.0229145871524256,0.00764220345902047,0.00870802655483215,0.0147802851743686,0.0123853362676261,0.877604519336216,1.23303262311513,0.964376521229967,1.85541138861909
156,2022,0.00757603221279333,0.0209598259109255,0.00672145367103474,0.00877855597872104,0.0220352194694433,0.0207501710765297,0.7656673474917,0.868983881662624,1.03539051124128,1.89826100343587
157,2022,0.0116206845229399,0.0406943503138015,0.0179011125179983,0.0146602395039197,0,0,1.2210654889514,6.31180009437375,0.24506428007094,1.88999282117135
158,2022,0.0301240846243094,0.057328282483911,0.0242778032115169,0.0428828457473057,0.115146406525234,0.0526880138060778,0.566142539946575,0.534452676431841,1.0255241858246,2.15425099687357
159,2022,0.00930536889502678,0.0558387320915382,0.00765931525058549,0.0124559782865377,0.0280573153511743,0.0219418938494337,0.614910774119092,0.406010010601137,0.727149860553527,2.41172040696936
16,2022,0.0277038397952042,0.129334442005633,0.0282239966231555,0.0373319957385841,0.0652188801748995,0.0267195914216898,0.756026996809733,0.843855295333595,0.806545168893116,1.91073682715632
160,2022,0.0301094782504843,0.0482917744111546,0.0270276478685265,0.0415170514235958,0.126206724868797,0.0610457282180376,0.651001141501239,0.616325897868091,1.01607121179145,1.94587208348631
161,2022,0.0147736675699813,0.0722503824132833,0.0127340705928892,0.0205436286816579,0.157653612736837,0.0872449175616221,0.619854982302066,0.358804780941371,1.2145468723541,2.16238743379811
162,2022,0.016194054740393,0.0250728473020475,0.014501088721581,0.0251315036939721,0.0271319051472654,0.00110158507398887,0.577008399424154,0.914185775770618,0.722892747993126,1.8804733256481
163,2022,0.0121163837940152,0.0314758964138862,0.00935801948830108,0.0175295816865381,0.0304455232096208,0.00854728553095107,0.533841574524714,0.650926770366132,0.69260557593558,1.98915327563972
164,2022,0.00960696511761904,0.0207298401853614,0.00851294266698196,0.0132200565316169,0.0120151714790891,0.00488265960216662,0.643941472309329,0.699457319549971,0.619103291460456,1.97546067769147
165,2022,0.0156169049589416,0.0326196198146732,0.0141819113590772,0.0182887387727102,0.0260200814241145,0.00412987538530414,0.775445017577647,0.662646603631677,0.729601144463301,1.84435360376087
166,2022,0.0140817500874581,0.0403283608441516,0.0108184706458729,0.0245419106911241,0.0296634829163085,0.00274053796965009,0.440816152500528,0.589813421524129,0.58450123345179,2.40324910925049
167,2022,0.0111885733662618,0.0230103077225841,0.0102508820589037,0.0139766548000327,0.0221519151952574,0,0.733428864457589,0.945873359242081,0.680721210157185,1.94779653515806
168,2022,0.00967433561081172,0.0218822130480995,0.00700384775180275,0.012082593943979,0.014298864409281,0.00670405202158163,0.579664249603694,0.650704930120071,0.711190181107633,2.1310171724384
169,2022,0.00954379243094222,0.0257562081980889,0.00743348031878937,0.012692171029197,0.0130821678500061,0,0.585674452517967,0.706865882130345,0.677412378473157,2.25757319069117
17,2022,0.0220602352128781,0.0916541239056014,0.0203866000020052,0.0297909479933364,0.0470466004108899,0.0362445112138717,0.684321962717174,0.760919746286771,0.829375556300655,1.84665678171543
170,2022,0.0113492410971824,0.0295651568757295,0.00843336444510331,0.0153516018895484,0.020379667211041,0.0161597762859137,0.549347521241082,0.598487330715632,0.682012297095078,1.98405619307695
171,2022,0.0082843710632499,0.032071399327517,0.00563299692315635,0.0145537590066839,0.0189250988310206,0,0.38704756074148,0.431213302602204,0.630780866757864,2.13238974384122
172,2022,0.0205967765574909,0.0426009195273501,0.0206815328427423,0.0298163458120501,0.0497614694640029,0.0127648976452386,0.693630700861538,0.881366472512586,1.15893218743235,1.9778354654776
173,2022,0.0143552434368073,0.0305499895437439,0.0134648904873976,0.0182250851551018,0.0769752287803119,0.0146648770526345,0.738810840816749,0.64934330890984,0.948951194863763,1.93418185761679
175,2022,0.0143898675337954,0.034903213544796,0.0154554510332537,0.0201807887454276,0.0388453214547584,0.0166519784800986,0.765849701328224,0.734285935689758,0.900993146878254,2.11572553654526
176,2022,0.0170550342759635,0.0339096174368962,0.0152383118371497,0.0195639627629328,0.0226010450343299,0.0233650994852031,0.778896996574808,0.786937028285835,0.711456671900557,1.99816161769078
177,2022,0.0161300045233982,0.023754837985144,0.0144385048054978,0.0189681641688611,0.0158817408387919,0.0196502776772604,0.761196744026533,1.26582138353147,0.777255532303149,1.90367794975496
178,2022,0.015473584072069,0.0297594758456047,0.0135032409461792,0.0180623449065994,0.0240533173749008,0.000783997783894683,0.747590693013819,1.00108030981575,0.845677011288085,1.94273619421375
179,2022,0.00989157928601873,0.0332584742733724,0.00920476259691597,0.0117772139956373,0.0182469777322374,0.0208072759491264,0.781573859515987,0.495588758232192,0.900436565572275,2.0523941125174
180,2022,0.00980876288920104,0.0273514845277505,0.00933758898355252,0.0149931111426728,0.0196798876498866,0.00919879671131245,0.622791953897832,0.686759465901648,0.880454367191625,2.19357778521893
181,2022,0.00976020097979453,0.048762223446324,0.00673286628419317,0.0102342799128387,0.0287513754359197,0.0174665426658831,0.657873962949454,0.581614562065133,0.809191190398355,2.30981035516831
182,2022,0.0082398003255818,0.033600964649213,0.00545574453766048,0.0112099634716558,0.00865126445468359,0.00723604182748245,0.486687093267987,0.605650307022757,0.652281692523844,2.33020481497227
183,2022,0.00870599654049025,0.0330868164459914,0.00715689769006596,0.0106118511182536,0.0163883288364208,0.0117931353499379,0.674424999965867,0.443177049568386,0.737414273931497,1.77868483011477
184,2022,0.0111819218223117,0.0281788454257351,0.0124649914757094,0.016001831192301,0.0286515599393443,0.0221506388852278,0.778972814168088,0.711877584480474,0.855089726217835,1.95581678076695
185,2022,0.0110474050353381,0.0380143400872198,0.00879872103398083,0.0134742744774411,0.0193933322981187,0.0256901126136937,0.65300146948259,0.439572340876453,0.69047167702779,1.79233883751411
186,2022,0.0123417880627056,0.0318906966546113,0.0128071271517707,0.0182488547098328,0.024637368621713,0.0222833722396825,0.701804434054156,0.91400679905386,1.03210292788228,2.25800181557196
187,2022,0.00935139544321416,0.0366394057559775,0.00794230235847176,0.0110539210999116,0.0243084019243437,0.028160268889464,0.718505432297258,0.459915553767739,0.762664555477146,2.08289563795037
188,2022,0.0106055778743178,0.0268718838414104,0.00775049894925629,0.0137526814758228,0.0185669755763487,0.00378755794776574,0.563562746863706,0.60545257753556,0.71837461941566,2.10313662070927
19,2022,0.197690030711123,0.341579127583145,0.187456504900119,0.258108808991268,1.24197637224643,0.679046211628066,0.726269303371434,0.543624988456113,1.09484505014325,1.81766744417694
2,2022,0.0112943725792636,0.033828639972986,0.0110658381673972,0.0138642340804158,0.0383127495343078,0.0276970828643879,0.798157193770154,0.646390641656836,0.946505827320286,1.78304510874825
20,2022,0.0140375177262129,0.0524704495245183,0.0146678749931428,0.0201880345013461,0.0562172620822522,0.0306952658516228,0.726562805911827,0.595952330273773,1.02915099911184,2.18394467686185
200,2022,0.0119921801116352,0.0985697614457349,0.0127803681859816,0.0162191485031842,0.042349989079253,0.0162340691174506,0.787980218781059,0.64727459040128,0.91771904013837,1.96087446205861
201,2022,0.0261157795929354,0.160065716290003,0.0295363232291032,0.0306019417858612,0.0356895761786571,0,0.965178073855093,1.49836910409547,0.812797325024481,1.98835491911268
202,2022,0.014685604139293,0.0253810011188299,0.00208068094173537,0.0195297948973024,0.0305309161012334,0.00352293592615213,0.1065388014916,1.15057510405703,0.754844030561928,1.81743244321728
203,2022,0.00781881987143129,0.010575909751206,0,0.00935783570639186,0.00766323860101952,0.0102174040461265,0,1.91223462676119,0.882588103980378,1.78574856131409
204,2022,0.0153930183202672,0.0293272226821653,0.00252751647107367,0.0201492864432136,0.0369600455831595,0.0195161959561132,0.125439502693901,1.28556111754954,0.81881523694882,1.90947789858871
205,2022,0.0604030969426423,0.245859936636244,0.0399767060596661,0.117027084308065,0.325098396617505,0.0412248186774932,0.341602170950704,0.338889540391094,1.94041277645561,2.37921548609053
206,2022,0.135059454776922,0.56601615730658,0.118989760892434,0.175906976887629,0.423454245092644,0.0966873838944736,0.676435710497407,0.976459975503502,0.977246019616429,2.0941140886852
208,2022,0.0156618473203356,0.0203577238100704,0.00172559072928381,0.0180761701906626,0.0150588016569684,0.0106954184190676,0.0954621864633235,1.50748000513647,0.693748564335554,1.65744685095805
209,2022,0.00610836272754329,0.0218013951598438,0,0.00801587409838573,0.00972227941847236,0.0128383057463642,0,0.753675140945133,0.688481694721147,2.32997139576141
21,2022,0.0176915080704519,0.0515249056560832,0.0168744490428285,0.0255712064825305,0.0295928446229154,0.0278887553261841,0.659900386567861,1.03381957843483,0.765087490057842,2.04065960732403
22,2022,0.0140108914404062,0.222938790719845,0.0145717136944384,0.0193604243671711,0.0790895630956669,0.039727878159922,0.752654663869207,0.358408874630301,1.04709845740109,2.37000649942692
24,2022,0.0157841434218267,0.0920870857688029,0.0163514250568581,0.0194552414210332,0.030309568550603,0.0180206103869195,0.840463744602033,0.942968062293239,0.764335261364711,1.79249715638583
25,2022,0.0119875848391059,0.0413940674517269,0.0122483838404098,0.0178738524985561,0,0,0.685268262194695,1.64321478665121,0.880065626357666,1.96867599456638
26,2022,0.0129327501542631,0.10194615935761,0.0147935453523344,0.0146641755325629,0.052483177143397,0.0216082594723418,1.00882216797557,0.562819181797854,0.850507570798643,1.81533467598492
27,2022,0.123903030314182,0.660772940249109,0.0838702708163888,0.22391842865319,1.04505806531176,0.435024833369877,0.374557249802288,0.223449078719607,1.8901601373274,2.2523957414184
28,2022,0.0120583647103693,0.0495986968158689,0.0136135088007145,0.0185489641413643,0.0349692486065768,0.00510012814836843,0.733922859355592,1.08918612610339,0.948919480412938,2.0040093693687
29,2022,0.0122104473992771,0.114743472183278,0.011996773397066,0.0202021564861122,0.0313255571982206,0.0275206913464566,0.593836277098097,0.603318478692876,0.857160946936896,2.17945766642318
3,2022,0.0162487192866962,0.0552186623150026,0.0183125511352929,0.0207869073530117,0.0855707804591107,0.0333489415239258,0.880965639779969,0.693537958697528,0.908624663534699,1.88759015643605
31,2022,0.0073561315654852,0.0145613442602823,0.00911787154611009,0.0115270373543181,0,0,0.790998698611353,1.87181290629565,0.689210914906082,2.12614500569595
32,2022,0.00870779859930805,0.0435632953767556,0.0094823988436709,0.0100926074560019,0,0,0.939539052223014,0.882300652340915,0.694846879743094,2.00049133144303
33,2022,0.0112323575784907,0.137186942010779,0.0119686563436398,0.0127924673605987,0.0502621520822457,0.00113110568125652,0.93560186680669,0.48986549832356,1.00830836067351,1.79967883512507
34,2022,0.013394176966994,0.0667425195308402,0.0126366627944516,0.0249801052134407,0.0187743608916958,0,0.505869078071469,0.761431117160091,0.721371867201309,2.24955263923346
35,2022,0.0852243919204554,0.478975878957142,0.0731542432975549,0.107485613986083,0.524222574552643,0.230548654634921,0.680595668430818,0.273861140709157,0.928126122650743,1.85523285634117
36,2022,0.0233077057325761,0.0581877986345071,0.0249330335440407,0.0246597346396118,0.0308483657853469,0,1.01108279989315,1.22051487088227,0.745641130598134,1.83085332973629
37,2022,0.0234958580658359,0.100881835020114,0.0253405397516417,0.0263944149400818,0.0584924292292941,0,0.960072038314453,0.891052492481752,0.883455322386731,2.05779245313832
38,2022,0.0142938337447326,0.177855333006382,0.0126168506863263,0.0349649569573509,0.0336366528421417,0,0.360842734676204,0.331368011013901,0.542523262277967,2.97533877042242
39,2022,0.011377498198821,0.118271867967784,0.0126313678794728,0.0119473009820554,0.0496615335933704,0,1.05725702386211,0.653627426518081,0.811956446928985,1.94878745631998
4,2022,0.0116294779542852,0.0328272622487371,0.0116681346216606,0.0168435916618393,0.0347470869915676,0.017141552471871,0.692734355944747,0.924956597558082,0.923659540151677,1.82120938163631
40,2022,0.0156104777778364,0.0465052999452218,0.0161865342155142,0.0251451588480661,0,0,0.643723681099714,1.86764665055813,0.909716490490188,2.03703579746201
41,2022,0.0155348974301197,0.0460513090567,0.0172936162913663,0.0190288149853972,0.0128836191380392,0.0164369657953697,0.908812046606029,0.898440544949476,0.766404456924691,2.0346072724946
42,2022,0.0287005118993544,0.187833784141863,0.0262562853529747,0.0363412178840242,0.130361985179778,0.0690961732553913,0.722493270224636,0.546014597091763,0.998381682973474,2.06401281538381
43,2022,0.0115031133942625,0.090064974662158,0.0114024951104379,0.0168446525183677,0.12964900079473,0.0541758938041014,0.676920767466379,0.373429600776426,0.917842736064772,2.25491867123869
44,2022,0.0779800843793583,0.419731614067266,0.0596178181646754,0.103521387369974,0.259063778187448,0.114478767708922,0.575898562406314,0.722117119062817,0.970884759009728,2.0527359060198
45,2022,0.060304196024118,0.285385016630824,0.0531059483768334,0.0845851291362706,0.456311295524453,0.167911059415324,0.627840247087372,0.358639690766102,1.16700297144394,2.0454804278075
46,2022,0.0116528379120389,0.0570117970261129,0.0124529384569475,0.0170849125071549,0.0371116118148664,0.026808505207017,0.728885117306422,0.641384230818083,0.862252504615692,1.92504079203389
47,2022,0.0194513927218957,0.105006067245642,0.0216209309937346,0.0263083301353803,0.0476719800825161,0,0.821828328992195,0.818993431198304,0.902093131705331,2.0623665857919
48,2022,0.0101918136296764,0.0371477662321988,0.0100819110345679,0.0148634488182832,0.0327476487129442,0.0354976063470558,0.67830226738268,0.867811038484514,0.999906752643634,2.14442391949234
49,2022,0.0198603374846068,0.0744784393388791,0.0206110067929476,0.0237055701063382,0.00247882947836743,0,0.869458388914124,2.22438971781924,0.850459393403055,1.77510212175441
5,2022,0.0106970724167271,0.0440716884486601,0.0105921981234412,0.0156631330324196,0.0625025833800171,0.0461537727938312,0.676250281569936,0.523365673882324,0.874717908220594,1.9613578065999
50,2022,0.00770399540717363,0.0633642030970234,0.00872695215246955,0.0124010407298077,0,0,0.703727400192553,1.22057607800518,0.617918371294914,2.04298391062241
51,2022,0.0161597466188576,0.167109451126429,0.016314417644293,0.0208635441973318,0.0414467645948403,0.0166869758644848,0.781958112676724,0.499869356008274,0.823803770329652,1.92866646006725
52,2022,0.0094492500687787,0.0265436892603524,0.0110738090202833,0.0116093307902401,0.0204637770771769,0.00389562935440371,0.953871435000633,1.05040359909011,0.897075453904142,1.57456857203473
53,2022,0.0246504370079564,0.058356387444644,0.0255387350795976,0.0283968037722224,0.0459314172715484,0.0356256480274717,0.899352451228313,1.13016865341986,0.776086422845002,1.74789601762465
54,2022,0.015423365137711,0.091864400548233,0.0159964051254439,0.0204975900687365,0.0391763248198193,0.0242198893510548,0.780404187604573,0.640762736166592,0.763780306212753,2.17778462681088
55,2022,0.011851634463749,0.0462269653450749,0.0117388257740923,0.0173196992737657,0.0314533758734404,0.013222023179755,0.677773071491672,0.54865165965463,0.879109715348151,1.91342704107712
56,2022,0.0107698667212126,0.0362361251750643,0.0104647369152853,0.0173294278229015,0.0242212534520806,0.020460756706898,0.603870884961118,0.707133376962845,0.757217815181299,2.2514296153907
57,2022,0.0290714131907091,0.224695153662415,0.0239459018160571,0.0450379559295933,0.157139406773108,0.0763420824090713,0.531682695668763,0.353882206077208,0.892238416417332,2.40269565571097
58,2022,0.112247898252639,0.727882843427612,0.0850095149897577,0.161789932554819,0.793999121881636,0.37732919370358,0.52543142609293,0.225051056745507,1.07496880442829,2.09692925299713
59,2022,0.0115283744192225,0.0414009920901204,0.0112848603279203,0.0167513668635769,0.0319503014463143,0.0180201793179832,0.673668030783648,0.520792528549157,0.83205927840574,2.1653938661747
6,2022,0.0104177405470642,0.0297352483957766,0.00896287268542181,0.0122147061707124,0.0428749889219663,0.0313848580048702,0.733777183024868,0.696357224039498,0.905601454713983,2.03167836762218
60,2022,0.010697372629438,0.0453082542997847,0.0105583734704264,0.0165765167774681,0.0281611638597487,0.0243384859248811,0.636947653850782,0.427067206698019,0.751657295092943,2.26151606319585
61,2022,0.0212585997198039,0.11714870783136,0.0224247134236218,0.0249142521269984,0.0850412084092117,0.042508701667705,0.900075720086385,0.73988837646313,0.933455172190412,2.36440076957361
62,2022,0.1054333828068,0.646391117078182,0.0804424596975596,0.145270475648528,0.800132512989571,0.350535660323746,0.553742660636594,0.232169843279777,1.16867921969221,1.37863823161893
63,2022,0.0511354760145675,0.342885882638339,0.0416357893791773,0.0653503149019965,0.285082998530381,0.132352087555389,0.637116889820914,0.478972809770116,0.902999139716673,2.07352515482701
64,2022,0.0155007810965339,0.0703424098899772,0.0152119550755288,0.0181240315061919,0.108128143793556,0.053845074416392,0.839325128646558,0.456031227130279,1.01297370032568,2.08963746719093
65,2022,0.0126792180933715,0.0443304245664039,0.0133440247032546,0.017182543718048,0.0338774522223076,0.0293077995026529,0.776603564770122,0.649734869415993,0.814697335398717,2.07373159624727
66,2022,0.022277769364486,0.145180293536515,0.0212204019663248,0.0334945796192522,0.123171530364551,0.0497660692261049,0.633547344303067,0.593011450990443,1.01454731802843,2.20286523253589
67,2022,0.0173786687014631,0.0824317458903427,0.0166350872232076,0.0223646644600285,0.0375573610534382,0.0160354118144137,0.74381116930857,0.78017141260433,0.761431810677932,2.06931139156247
68,2022,0.0228732888549518,0.0295210839729768,0.0266076487670736,0.0235335773237434,0.0345176287737382,0.0108638520256122,1.13062491099594,2.25068191656934,0.849231561173317,1.9227791997989
69,2022,0.0111078962636548,0.0396684407855863,0.0111350594902521,0.0155890401195249,0.0351930974089431,0.00988483695355415,0.714287692178409,0.691166315460446,0.911472697341793,2.28017490184707
7,2022,0.0168312422296557,0.0525123919218161,0.0178900288504683,0.0229818965416224,0.049711043997013,0.0253772984683971,0.778440056853785,0.789981175325437,0.859933499894289,1.7422111063245
70,2022,0.00872771362297653,0.0231131183975136,0.00868603572579909,0.0125760724642813,0.00455823925136915,0,0.690679522598907,3.31239197484557,0.62799070425944,2.4520918423128
71,2022,0.010361911948293,0.0323170594703059,0.00981393908133119,0.0141046480811002,0.0197997581859821,0,0.695794678810994,0.730759743494003,0.794191718207519,2.13335901228337
72,2022,0.0484870673049398,0.288818382824995,0.03624583342952,0.0715931288351125,0.27907763737985,0.130970716746756,0.506275309087251,0.297633151223581,1.08680024329885,2.09773481002903
73,2022,0.0114165591614533,0.0732200654866925,0.0121994489103583,0.0156375291900949,0.0670697262628145,0.0166732127606832,0.780139161504214,0.581001908744263,0.936659451742228,1.88565294908147
74,2022,0.00899754649142498,0.0401808959715376,0.00958427117107988,0.0136032827368555,0.0293552950653367,0.00776325740396285,0.704555757347682,0.782584210397046,0.821666127587978,2.03396856842336
75,2022,0.0122558696474183,0.0509189198422192,0.0137298224533665,0.0148368881251068,0.0504778575258804,0.0213118487979088,0.925384240791909,0.599599985404142,1.06537232445987,1.86415416343974
76,2022,0.0101814307291235,0.034201930561341,0.0106328348107072,0.0147590591886318,0.0279338485856185,0.0149161273423938,0.720427682741265,0.829527433054751,0.869236049381158,1.81182419723336
77,2022,0.0246274157577597,0.0368052256265669,0.0109605321557863,0.015595723955453,0.0302638457733195,0.0160586588593431,0.70279085389646,0.675276396141398,0.833292208418117,2.04392489842669
78,2022,0.0135433905815047,0.0475111679163021,0.0155530408340604,0.0205530816464437,0.0410901116650713,0.0159490034184673,0.756725492634411,0.739535793205685,0.804678959944914,2.2054846603188
79,2022,0.0204948923624961,0.116010540179873,0.0173998973244806,0.0310612738445973,0.0992074299243382,0.0519834699497725,0.560179772778606,0.330711473911978,0.998184439769223,2.19317781286661
8,2022,0.00780267834772491,0.0269978368864815,0.00893884909283263,0.00715184877326434,0,0,1.24986550697893,2.1758539239605,0.55313912247438,1.80309231550794
80,2022,0.0120331185777547,0.0385355857322521,0.0115182044825688,0.0166430137135343,0.0304252258667258,0,0.692074445219138,0.547254329191833,0.804099535171347,1.82626471616799
81,2022,0.00851310699947871,0.0384959732354088,0.0063143097329622,0.0108679384826108,0.0317937826738542,0,0.581003448176061,0.383413623934047,0.684793176153821,1.96029833107899
82,2022,0.00851475976453235,0.0343078768467704,0.00672039025648974,0.0123557100883301,0.0235605741817214,0.00239310033668193,0.543909674834237,0.564912206020932,0.653859596020964,2.12290318675838
83,2022,0.00911696911677186,0.0291474903785285,0.00657452958291534,0.0154547201229578,0.0258473864567978,0.000729642470696838,0.425405929748865,0.530549534508848,0.697419739083544,2.08144115470244
