Unique_id,Site,Year,TimePeriod,dN15,Percent_N,Percent_C,C_to_N_ratio,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Date,Time,Latitude,Longitude,Distance_to_crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon,Microbial_PCoA_Axis1,Microbial_Species_Richness,Microbial_Evenness,Ultra.Violet.Humic.like,Tyrosine.like,Visible.Humic.like,Marine.Humic.like,Tryptophan.like,Lignin.like,M.C,HIX,BIX,FI
id_288,100,2016,2016-May,4.16,0.52,NA,NA,NA,NA,NA,NA,NA,NA,-17.53432151,-149.9101318,541.16,590.83,616.13,605.45,8090.64,Vai'anae/Atiha,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_289,100,2016,2016-January,3.38,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.53432151,-149.9101318,541.16,590.83,616.13,605.45,8090.64,Vai'anae/Atiha,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_290,101,2016,2016-July,4.79,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.53755852,-149.9121106,150.28,894.05,363.32,495.33,8013.48,Vai'anae/Atiha,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_291,101,2016,2016-May,4.09,0.51,NA,NA,NA,NA,NA,NA,NA,NA,-17.53755852,-149.9121106,150.28,894.05,363.32,495.33,8013.48,Vai'anae/Atiha,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_292,101,2016,2016-January,3.56,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.53755852,-149.9121106,150.28,894.05,363.32,495.33,8013.48,Vai'anae/Atiha,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_293,102,2016,2016-July,4.1,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.5292844,-149.9181631,189.13,930.36,1474.65,1340.31,8024.01,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_294,102,2016,2016-May,3.76,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.5292844,-149.9181631,189.13,930.36,1474.65,1340.31,8024.01,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_295,102,2016,2016-January,3.68,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.5292844,-149.9181631,189.13,930.36,1474.65,1340.31,8024.01,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_296,103,2016,2016-July,2.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.52734936,-149.9140272,650.85,461.14,1474.08,1052.22,7807.65,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_297,103,2016,2016-May,3.71,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.52734936,-149.9140272,650.85,461.14,1474.08,1052.22,7807.65,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_298,103,2016,2016-January,2.43,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.52734936,-149.9140272,650.85,461.14,1474.08,1052.22,7807.65,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_299,104,2016,2016-July,2.84,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.52568094,-149.9107429,1045.09,93.08,1571.45,921.86,7695.22,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_300,104,2016,2016-May,3.24,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.52568094,-149.9107429,1045.09,93.08,1571.45,921.86,7695.22,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_301,104,2016,2016-January,2.07,0.29,NA,NA,NA,NA,NA,NA,NA,NA,-17.52568094,-149.9107429,1045.09,93.08,1571.45,921.86,7695.22,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_302,105,2016,2016-July,3.28,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.52007479,-149.9206248,239.16,851.54,2480.72,723.28,7029.89,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_303,105,2016,2016-May,3.97,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.52007479,-149.9206248,239.16,851.54,2480.72,723.28,7029.89,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_304,105,2016,2016-January,3.07,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.52007479,-149.9206248,239.16,851.54,2480.72,723.28,7029.89,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_305,106,2016,2016-July,2.62,0.33,NA,NA,NA,NA,NA,NA,NA,NA,-17.51944682,-149.9170567,619.01,476.06,2401.58,371.72,6910.87,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_306,106,2016,2016-May,3.68,0.37,NA,NA,NA,NA,NA,NA,NA,NA,-17.51944682,-149.9170567,619.01,476.06,2401.58,371.72,6910.87,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_307,106,2016,2016-January,2.64,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.51944682,-149.9170567,619.01,476.06,2401.58,371.72,6910.87,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_308,107,2016,2016-July,2.69,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.51885715,-149.9132726,1021.92,82.89,2359.12,110.06,6877.48,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_309,107,2016,2016-May,3.4,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.51885715,-149.9132726,1021.92,82.89,2359.12,110.06,6877.48,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_310,107,2016,2016-January,2.98,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.51885715,-149.9132726,1021.92,82.89,2359.12,110.06,6877.48,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_311,108,2016,2016-July,2.91,0.33,NA,NA,NA,NA,NA,NA,NA,NA,-17.51272805,-149.9225916,258.82,785.58,3303.05,909.58,6321.8,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_312,108,2016,2016-May,3.57,0.46,NA,NA,NA,NA,NA,NA,NA,NA,-17.51272805,-149.9225916,258.82,785.58,3303.05,909.58,6321.8,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_313,108,2016,2016-January,3.33,0.37,NA,NA,NA,NA,NA,NA,NA,NA,-17.51272805,-149.9225916,258.82,785.58,3303.05,909.58,6321.8,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_314,109,2016,2016-July,2.15,0.25,NA,NA,NA,NA,NA,NA,NA,NA,-17.51138762,-149.919454,610.92,455.41,3331.71,695.42,6059.83,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_315,109,2016,2016-May,3.02,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.51138762,-149.919454,610.92,455.41,3331.71,695.42,6059.83,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_316,109,2016,2016-January,2.51,0.33,NA,NA,NA,NA,NA,NA,NA,NA,-17.51138762,-149.919454,610.92,455.41,3331.71,695.42,6059.83,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_317,110,2016,2016-July,2.56,0.37,NA,NA,NA,NA,NA,NA,NA,NA,-17.51055999,-149.9159157,999.08,71.88,3315.84,573.06,5907.78,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_318,110,2016,2016-January,2.94,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.51055999,-149.9159157,999.08,71.88,3315.84,573.06,5907.78,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_319,111,2016,2016-July,3.3,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.50318299,-149.9240371,263.63,861.28,3764.12,1683.01,5522.33,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_320,111,2016,2016-May,2.99,0.41,NA,NA,NA,NA,NA,NA,NA,NA,-17.50318299,-149.9240371,263.63,861.28,3764.12,1683.01,5522.33,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_321,111,2016,2016-January,2.83,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.50318299,-149.9240371,263.63,861.28,3764.12,1683.01,5522.33,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_322,112,2016,2016-July,2.83,0.31,NA,NA,NA,NA,NA,NA,NA,NA,-17.50348139,-149.920637,663.37,500.28,3515.03,1483.32,5315.06,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_323,112,2016,2016-May,2.91,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.50348139,-149.920637,663.37,500.28,3515.03,1483.32,5315.06,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_324,112,2016,2016-January,2.38,0.33,NA,NA,NA,NA,NA,NA,NA,NA,-17.50348139,-149.920637,663.37,500.28,3515.03,1483.32,5315.06,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_325,113,2016,2016-July,2.45,0.41,NA,NA,NA,NA,NA,NA,NA,NA,-17.50287202,-149.91747,910.78,165.35,3309.62,1444.42,5106.02,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_326,113,2016,2016-May,2.59,0.49,NA,NA,NA,NA,NA,NA,NA,NA,-17.50287202,-149.91747,910.78,165.35,3309.62,1444.42,5106.02,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_327,113,2016,2016-January,2.19,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.50287202,-149.91747,910.78,165.35,3309.62,1444.42,5106.02,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_328,114,2016,2016-July,3.57,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.4954558,-149.9235728,232.78,958.34,3218.99,2430.03,5024.24,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_329,114,2016,2016-May,2.45,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.4954558,-149.9235728,232.78,958.34,3218.99,2430.03,5024.24,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_330,114,2016,2016-January,3.02,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.4954558,-149.9235728,232.78,958.34,3218.99,2430.03,5024.24,Papeto'ai,SW,Reef crest,Hauru,,,,,,,,,,,,,
id_331,115,2016,2016-July,2.62,0.28,NA,NA,NA,NA,NA,NA,NA,NA,-17.49504173,-149.9197109,520.51,588.05,2829.94,2350.51,4633.42,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_332,115,2016,2016-May,2.57,0.44,NA,NA,NA,NA,NA,NA,NA,NA,-17.49504173,-149.9197109,520.51,588.05,2829.94,2350.51,4633.42,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_333,115,2016,2016-January,3.02,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-17.49504173,-149.9197109,520.51,588.05,2829.94,2350.51,4633.42,Papeto'ai,SW,Mid lagoon,Hauru,,,,,,,,,,,,,
id_334,116,2016,2016-July,2.21,0.46,NA,NA,NA,NA,NA,NA,NA,NA,-17.49474971,-149.9146039,956.68,76.23,2351.61,2053.03,4146.16,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_335,116,2016,2016-May,3.02,0.56,NA,NA,NA,NA,NA,NA,NA,NA,-17.49474971,-149.9146039,956.68,76.23,2351.61,2053.03,4146.16,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_336,116,2016,2016-January,2.23,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.49474971,-149.9146039,956.68,76.23,2351.61,2053.03,4146.16,Papeto'ai,SW,Fringing reef,Hauru,,,,,,,,,,,,,
id_337,117,2016,2016-July,2.19,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.49064844,-149.9111011,700.66,245.27,1793.13,1485.53,3614.27,Papeto'ai,N,Fringing reef,Hauru,,,,,,,,,,,,,
id_338,117,2016,2016-May,2.66,0.44,NA,NA,NA,NA,NA,NA,NA,NA,-17.49064844,-149.9111011,700.66,245.27,1793.13,1485.53,3614.27,Papeto'ai,N,Fringing reef,Hauru,,,,,,,,,,,,,
id_339,117,2016,2016-January,2.55,0.5,NA,NA,NA,NA,NA,NA,NA,NA,-17.49064844,-149.9111011,700.66,245.27,1793.13,1485.53,3614.27,Papeto'ai,N,Fringing reef,Hauru,,,,,,,,,,,,,
id_340,118,2016,2016-July,1.97,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.48914783,-149.9067514,571.25,164.06,1301.02,1001.98,3141.51,Papeto'ai,N,Fringing reef,Hauru,,,,,,,,,,,,,
id_341,118,2016,2016-May,2.67,0.48,NA,NA,NA,NA,NA,NA,NA,NA,-17.48914783,-149.9067514,571.25,164.06,1301.02,1001.98,3141.51,Papeto'ai,N,Fringing reef,Hauru,,,,,,,,,,,,,
id_342,118,2016,2016-January,2.51,0.46,NA,NA,NA,NA,NA,NA,NA,NA,-17.48914783,-149.9067514,571.25,164.06,1301.02,1001.98,3141.51,Papeto'ai,N,Fringing reef,Hauru,,,,,,,,,,,,,
id_343,119,2016,2016-July,2.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,-17.48591677,-149.9077934,208.64,515.85,1318.34,1117.25,3301.52,Papeto'ai,N,Reef crest,Hauru,,,,,,,,,,,,,
id_344,119,2016,2016-May,2.83,0.48,NA,NA,NA,NA,NA,NA,NA,NA,-17.48591677,-149.9077934,208.64,515.85,1318.34,1117.25,3301.52,Papeto'ai,N,Reef crest,Hauru,,,,,,,,,,,,,
id_345,119,2016,2016-January,3.07,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.48591677,-149.9077934,208.64,515.85,1318.34,1117.25,3301.52,Papeto'ai,N,Reef crest,Hauru,,,,,,,,,,,,,
id_346,120,2016,2016-July,2.29,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.48790848,-149.9022525,462.37,334.59,809.34,513.05,2684.16,Papeto'ai,N,Mid lagoon,Hauru,,,,,,,,,,,,,
id_347,120,2016,2016-May,3.42,0.52,NA,NA,NA,NA,NA,NA,NA,NA,-17.48790848,-149.9022525,462.37,334.59,809.34,513.05,2684.16,Papeto'ai,N,Mid lagoon,Hauru,,,,,,,,,,,,,
id_348,120,2016,2016-January,2.82,0.41,NA,NA,NA,NA,NA,NA,NA,NA,-17.48790848,-149.9022525,462.37,334.59,809.34,513.05,2684.16,Papeto'ai,N,Mid lagoon,Hauru,,,,,,,,,,,,,
id_349,121,2016,2016-July,1.86,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.48853084,-149.8968575,567.42,271.39,461.25,71.48,2105.03,Papeto'ai,N,Fringing reef,Hauru,,,,,,,,,,,,,
id_350,121,2016,2016-May,2.8,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.48853084,-149.8968575,567.42,271.39,461.25,71.48,2105.03,Papeto'ai,N,Fringing reef,Hauru,,,,,,,,,,,,,
id_351,121,2016,2016-January,2.38,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.48853084,-149.8968575,567.42,271.39,461.25,71.48,2105.03,Papeto'ai,N,Fringing reef,Hauru,,,,,,,,,,,,,
id_352,122,2016,2016-July,2.84,0.28,NA,NA,NA,NA,NA,NA,NA,NA,-17.48485495,-149.8962351,162.06,576.72,88.94,274.81,2147.15,Papeto'ai,N,Reef pass,Hauru,,,,,,,,,,,,,
id_353,122,2016,2016-May,2.97,0.46,NA,NA,NA,NA,NA,NA,NA,NA,-17.48485495,-149.8962351,162.06,576.72,88.94,274.81,2147.15,Papeto'ai,N,Reef pass,Hauru,,,,,,,,,,,,,
id_354,122,2016,2016-January,3.16,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.48485495,-149.8962351,162.06,576.72,88.94,274.81,2147.15,Papeto'ai,N,Reef pass,Hauru,,,,,,,,,,,,,
id_355,123,2016,2016-July,2.22,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.48842556,-149.8921487,589.92,246.37,498.76,204.62,1620.02,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_356,123,2016,2016-May,3.16,0.48,NA,NA,NA,NA,NA,NA,NA,NA,-17.48842556,-149.8921487,589.92,246.37,498.76,204.62,1620.02,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_357,123,2016,2016-January,2.35,0.3,NA,NA,NA,NA,NA,NA,NA,NA,-17.48842556,-149.8921487,589.92,246.37,498.76,204.62,1620.02,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_358,124,2016,2016-July,3.07,0.3,NA,NA,NA,NA,NA,NA,NA,NA,-17.48469737,-149.8922813,176.35,587.19,161.42,172.43,1760.16,Papeto'ai,N,Reef pass,Papetoai,,,,,,,,,,,,,
id_359,124,2016,2016-May,3.35,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.48469737,-149.8922813,176.35,587.19,161.42,172.43,1760.16,Papeto'ai,N,Reef pass,Papetoai,,,,,,,,,,,,,
id_360,124,2016,2016-January,3.36,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.48469737,-149.8922813,176.35,587.19,161.42,172.43,1760.16,Papeto'ai,N,Reef pass,Papetoai,,,,,,,,,,,,,
id_361,125,2016,2016-July,0.56,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.49019641,-149.8826645,789.48,137.46,1347.58,371.65,592.26,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_362,125,2016,2016-May,2.28,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.49019641,-149.8826645,789.48,137.46,1347.58,371.65,592.26,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_363,125,2016,2016-January,1.7,0.49,NA,NA,NA,NA,NA,NA,NA,NA,-17.49019641,-149.8826645,789.48,137.46,1347.58,371.65,592.26,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_364,126,2016,2016-May,2.71,0.53,NA,NA,NA,NA,NA,NA,NA,NA,-17.49179923,-149.8794897,1027.4,62.52,1688.39,64.06,236.37,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_365,127,2016,2016-July,2.58,0.37,NA,NA,NA,NA,NA,NA,NA,NA,-17.4889724,-149.8789846,711.98,332.71,1598.83,149.81,344.49,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_366,127,2016,2016-May,3.23,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.4889724,-149.8789846,711.98,332.71,1598.83,149.81,344.49,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_367,127,2016,2016-January,2.33,0.31,NA,NA,NA,NA,NA,NA,NA,NA,-17.4889724,-149.8789846,711.98,332.71,1598.83,149.81,344.49,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_368,128,2016,2016-May,2.43,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.48683493,-149.8765044,467.62,505.09,1302.48,25.82,505.09,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_369,128,2016,2016-January,2.68,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.48683493,-149.8765044,467.62,505.09,1302.48,25.82,505.09,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_370,129,2016,2016-July,2.72,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.48972761,-149.8726504,618.38,232.22,930.83,65.99,232.22,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_371,129,2016,2016-May,3.58,0.54,NA,NA,NA,NA,NA,NA,NA,NA,-17.48972761,-149.8726504,618.38,232.22,930.83,65.99,232.22,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_372,129,2016,2016-January,2.99,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.48972761,-149.8726504,618.38,232.22,930.83,65.99,232.22,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_373,130,2016,2016-July,3.36,0.37,NA,NA,NA,NA,NA,NA,NA,NA,-17.48467089,-149.8742172,178.36,785.64,1132.02,181.12,785.64,Papeto'ai,N,Reef crest,Papetoai,,,,,,,,,,,,,
id_374,130,2016,2016-May,3.57,0.53,NA,NA,NA,NA,NA,NA,NA,NA,-17.48467089,-149.8742172,178.36,785.64,1132.02,181.12,785.64,Papeto'ai,N,Reef crest,Papetoai,,,,,,,,,,,,,
id_375,130,2016,2016-January,3.47,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.48467089,-149.8742172,178.36,785.64,1132.02,181.12,785.64,Papeto'ai,N,Reef crest,Papetoai,,,,,,,,,,,,,
id_376,131,2016,2016-July,3.19,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.48809573,-149.8667564,194.81,590.75,292.46,125.36,590.75,Papeto'ai,N,Reef pass,Papetoai,,,,,,,,,,,,,
id_377,131,2016,2016-May,4.16,0.61,NA,NA,NA,NA,NA,NA,NA,NA,-17.48809573,-149.8667564,194.81,590.75,292.46,125.36,590.75,Papeto'ai,N,Reef pass,Papetoai,,,,,,,,,,,,,
id_378,131,2016,2016-January,3.78,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.48809573,-149.8667564,194.81,590.75,292.46,125.36,590.75,Papeto'ai,N,Reef pass,Papetoai,,,,,,,,,,,,,
id_379,132,2016,2016-July,3.31,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.48744111,-149.8709693,312.65,471.46,718.44,75.03,471.46,Papeto'ai,N,Reef crest,Papetoai,,,,,,,,,,,,,
id_380,132,2016,2016-May,4.17,0.6,NA,NA,NA,NA,NA,NA,NA,NA,-17.48744111,-149.8709693,312.65,471.46,718.44,75.03,471.46,Papeto'ai,N,Reef crest,Papetoai,,,,,,,,,,,,,
id_381,132,2016,2016-January,3.27,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-17.48744111,-149.8709693,312.65,471.46,718.44,75.03,471.46,Papeto'ai,N,Reef crest,Papetoai,,,,,,,,,,,,,
id_382,133,2016,2016-May,2.46,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.49028584,-149.8868992,754.27,111.65,983.86,393.95,1035.51,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_383,133,2016,2016-January,1.56,0.32,NA,NA,NA,NA,NA,NA,NA,NA,-17.49028584,-149.8868992,754.27,111.65,983.86,393.95,1035.51,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_384,134,2016,2016-July,2.41,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.48732954,-149.8870074,434.55,409.14,792.36,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_385,134,2016,2016-May,2.84,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.48732954,-149.8870074,434.55,409.14,792.36,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_386,134,2016,2016-January,2.75,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.48732954,-149.8870074,434.55,409.14,792.36,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_387,135,2016,2016-July,3.32,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.48452814,-149.8861285,127.01,774.32,810.33,704.34,1222.04,Papeto'ai,N,Reef crest,Papetoai,,,,,,,,,,,,,
id_388,135,2016,2016-January,3.68,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.48452814,-149.8861285,127.01,774.32,810.33,704.34,1222.04,Papeto'ai,N,Reef crest,Papetoai,,,,,,,,,,,,,
id_389,136,2016,2016-July,2.36,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.48690316,-149.8805744,448.87,564.85,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai,,,,,,,,,,,,,
id_390,136,2016,2016-May,3.67,0.44,NA,NA,NA,NA,NA,NA,NA,NA,-17.48690316,-149.8805744,448.87,564.85,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai,,,,,,,,,,,,,
id_391,136,2016,2016-January,3.08,0.32,NA,NA,NA,NA,NA,NA,NA,NA,-17.48690316,-149.8805744,448.87,564.85,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai,,,,,,,,,,,,,
id_392,137,2016,2016-January,3.78,0.37,NA,NA,NA,NA,NA,NA,NA,NA,-17.48379691,-149.8798111,122.05,900.74,1472.11,471.23,901.66,Papeto'ai,N,Reef crest,Papetoai,,,,,,,,,,,,,
id_393,138,2016,2016-July,3.35,0.5,NA,NA,NA,NA,NA,NA,NA,NA,-17.49209605,-149.8746473,945.32,36.46,1202.92,308.87,36.46,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_394,139,2016,2016-May,4.22,0.69,NA,NA,NA,NA,NA,NA,NA,NA,-17.49065096,-149.8681188,507.66,284.82,490.05,30.47,284.82,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_395,139,2016,2016-January,3.48,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.49065096,-149.8681188,507.66,284.82,490.05,30.47,284.82,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_396,140,2016,2016-May,4.52,0.59,NA,NA,NA,NA,NA,NA,NA,NA,-17.49716361,-149.8626436,1201.16,80.17,920.07,10.8,438.05,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_397,140,2016,2016-January,3.88,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.49716361,-149.8626436,1201.16,80.17,920.07,10.8,438.05,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_398,141,2016,2016-May,4.88,0.66,NA,NA,NA,NA,NA,NA,NA,NA,-17.49316067,-149.8673732,729.33,123.28,589.73,31.14,123.28,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_399,141,2016,2016-January,4.19,0.55,NA,NA,NA,NA,NA,NA,NA,NA,-17.49316067,-149.8673732,729.33,123.28,589.73,31.14,123.28,Papeto'ai,N,Fringing reef,Papetoai,,,,,,,,,,,,,
id_400,142,2016,2016-July,2.99,0.44,NA,NA,NA,NA,NA,NA,NA,NA,-17.49376006,-149.8519205,1047.37,39.96,970.62,21.55,1564.47,Papeto'ai,N,Fringing reef,Pihaena,,,,,,,,,,,,,
id_401,142,2016,2016-May,4.12,0.58,NA,NA,NA,NA,NA,NA,NA,NA,-17.49376006,-149.8519205,1047.37,39.96,970.62,21.55,1564.47,Papeto'ai,N,Fringing reef,Pihaena,,,,,,,,,,,,,
id_402,142,2016,2016-January,3.39,0.5,NA,NA,NA,NA,NA,NA,NA,NA,-17.49376006,-149.8519205,1047.37,39.96,970.62,21.55,1564.47,Papeto'ai,N,Fringing reef,Pihaena,,,,,,,,,,,,,
id_403,143,2016,2016-July,3.54,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.49082932,-149.8544175,630.69,383.06,559.01,109.28,1380.05,Papeto'ai,N,Reef pass,Pihaena,,,,,,,,,,,,,
