Site,Year,TimePeriod,dN15,Percent_N,Percent_C,C_to_N_ratio,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Date,Time,Latitude,Longitude,Distsance.to.crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon
45,2016,2016-January,3.27,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.56024699,-149.7891006,792.25,58.15,962.07,10.49,502.16,Afareaitu,SE,Fringing reef,Haumi
46,2016,2016-January,3.11,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.55798848,-149.7809429,270.05,828.24,81.8,20.75,889.08,Afareaitu,SE,Reef pass,Haumi
47,2016,2016-January,2.47,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.59313297,-149.8546619,185.33,905.3,841.61,182.05,905.3,Vai'anae/Atiha,SW,Reef crest,Vaianae
48,2016,2016-January,2.59,0.48,NA,NA,NA,NA,NA,NA,NA,NA,-17.59491873,-149.8171821,128.75,346.82,2717.7,427.58,784.59,Ma'atea,SW,Fringing reef,Maatea
50,2016,2016-January,3.5,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.60194159,-149.8021502,211.9,1257.27,3234.36,669.18,1257.27,Ma'atea,SW,Reef crest,Maatea
51,2016,2016-January,4.23,0.63,NA,NA,NA,NA,NA,NA,NA,NA,-17.55479179,-149.7891155,1180.53,76.43,1010.89,36.81,76.43,Afareaitu,SE,Bay,Haumi
52,2016,2016-January,3.33,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.54829758,-149.780663,826.05,158.27,703.99,21.58,158.27,Afareaitu,SE,Fringing reef,Farehau
53,2016,2016-January,2.61,0.51,NA,NA,NA,NA,NA,NA,NA,NA,-17.54553717,-149.7782538,746.75,75.65,891.24,24,713.59,Afareaitu,SE,Fringing reef,Farehau
54,2016,2016-January,3.26,0.41,NA,NA,NA,NA,NA,NA,NA,NA,-17.54048841,-149.773951,786.2,86.26,1524.43,12.37,1514.31,Afareaitu,SE,Fringing reef,Farehau
55,2016,2016-January,2.86,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.5438892,-149.7747479,591.07,58.68,1139.2,12.79,1142.44,Afareaitu,SE,Fringing reef,Farehau
56,2016,2016-January,2.55,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-17.54065563,-149.7703816,502.09,380.81,1612.56,278.65,1731.75,Afareaitu,SE,Mid lagoon,Farehau
57,2016,2016-January,2.92,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.54170898,-149.7665665,147.79,790.24,1828.6,855.71,2017.57,Afareaitu,SE,Reef crest,Farehau
58,2016,2016-January,2.53,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.54808988,-149.7732428,175.48,520.22,734.88,332.01,1154.39,Afareaitu,SE,Reef crest,Farehau
59,2016,2016-January,3.05,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.54354672,-149.7706065,302.74,441.53,1323.71,237.36,1552.66,Afareaitu,SE,Reef crest,Farehau
60,2016,2016-January,3.77,0.48,NA,NA,NA,NA,NA,NA,NA,NA,-17.55227462,-149.7773983,328.61,700.53,184.94,32.56,844.67,Afareaitu,SE,Reef pass,Farehau
61,2016,2016-January,3.38,0.46,NA,NA,NA,NA,NA,NA,NA,NA,-17.5352866,-149.7726642,1133.76,63.21,1503.91,136,1313,Vai'are,SE,Fringing reef,Farehau
62,2016,2016-January,3.13,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.53598314,-149.7679931,645.68,550.59,1325.37,310.97,1580.7,Vai'are,SE,Mid lagoon,Farehau
63,2016,2016-January,2.77,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.53573436,-149.7629378,161.5,1077.42,1210.08,801.16,1931.53,Vai'are,SE,Reef crest,Farehau
64,2016,2016-January,2.49,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.52938876,-149.7673331,477.45,642,620.65,104.41,1153.49,Vai'are,SE,Mid lagoon,Farehau
65,2016,2016-January,2.37,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.52484376,-149.7649524,318.12,1139.97,114.17,34.6,1265.84,Vai'are,SE,Reef pass,Farehau
66,2016,2016-January,3.18,0.49,NA,NA,NA,NA,NA,NA,NA,NA,-17.52840162,-149.773503,1146.76,120.82,1093.39,22.11,586.52,Vai'are,SE,Fringing reef,Farehau
67,2016,2016-January,4.62,0.51,NA,NA,NA,NA,NA,NA,NA,NA,-17.5226684,-149.7793687,1748.73,119.77,1603.81,11.56,119.77,Vai'are,SE,Bay,Farehau
68,2016,2016-January,3.4,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.52006574,-149.7738316,1147.06,100.21,1043.91,17.66,201.15,Vai'are,SE,Fringing reef,Teavaro
69,2016,2016-January,2.98,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.51597897,-149.7687791,636.82,188.19,836.6,18.23,910.56,Vai'are,SE,Fringing reef,Teavaro
70,2016,2016-January,3.54,0.49,NA,NA,NA,NA,NA,NA,NA,NA,-17.51029755,-149.7665881,516.91,250.59,1324.25,25.57,1553.77,Vai'are,SE,Fringing reef,Teavaro
71,2016,2016-January,3.16,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.51072251,-149.7630267,138.16,627.72,1265.37,156.91,1739.23,Vai'are,SE,Reef crest,Teavaro
73,2016,2016-January,2.82,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.51638885,-149.7642064,158.59,564.67,628.61,147.29,1304,Vai'are,SE,Reef crest,Teavaro
74,2016,2016-January,3.06,0.37,NA,NA,NA,NA,NA,NA,NA,NA,-17.50532775,-149.7609331,111.74,538.62,1883.09,405.67,2312.16,Vai'are,SE,Reef crest,Teavaro
75,2016,2016-January,3.5,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.50326782,-149.7645343,565.09,101.47,2081.07,519.86,2316.62,Vai'are,SE,Fringing reef,Teavaro
76,2016,2016-January,3.22,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.50094125,-149.7627215,525.28,158.19,2348.37,802.45,2626.16,Vai'are,SE,Fringing reef,Teavaro
77,2016,2016-January,2.49,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.50258469,-149.7597522,161.37,474.23,2201.84,729.57,2627.04,Vai'are,SE,Reef crest,Teavaro
78,2016,2016-January,2.55,0.41,NA,NA,NA,NA,NA,NA,NA,NA,-17.50024941,-149.7576461,182.54,306.48,2514.66,1067.77,3010.98,Vai'are,SE,Reef crest,Teavaro
79,2016,2016-January,2.81,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.60410798,-149.8210349,147.06,1207.06,2393.47,1354.72,1745.92,Ma'atea,SW,Reef crest,Maatea
80,2016,2016-January,2.3,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.56380737,-149.8743451,1085.84,305.48,982.11,451.87,3090.23,Vai'anae/Atiha,SW,Fringing reef,Haapiti
80,2016,2016-January,2.3,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.56380737,-149.8743451,1085.84,305.48,982.11,451.87,3090.23,Vai'anae/Atiha,SW,Fringing reef,Haapiti
81,2016,2016-January,2.61,0.49,NA,NA,NA,NA,NA,NA,NA,NA,-17.56509583,-149.8775593,746.14,643.14,704.84,342.42,3250.62,Vai'anae/Atiha,SW,Mid lagoon,Haapiti
82,2016,2016-January,2.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.56890935,-149.8785377,340.13,892.84,260.19,65.75,3116.7,Vai'anae/Atiha,SW,Reef pass,Haapiti
83,2016,2016-January,3.12,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.56706047,-149.8830503,137.07,1256.09,539.73,564.55,3634.65,Vai'anae/Atiha,SW,Reef crest,Haapiti
84,2016,2016-January,2.38,0.37,NA,NA,NA,NA,NA,NA,NA,NA,-17.56043784,-149.8865255,248.11,980.05,199.73,69.35,4324.03,Vai'anae/Atiha,SW,Reef pass,Haapiti
85,2016,2016-January,3.01,0.49,NA,NA,NA,NA,NA,NA,NA,NA,-17.56350797,-149.8812157,474.27,924.34,822.05,589.31,3667.63,Vai'anae/Atiha,SW,Mid lagoon,Haapiti
86,2016,2016-January,2.91,0.55,NA,NA,NA,NA,NA,NA,NA,NA,-17.55850204,-149.8826298,709.31,538.52,655.79,35.48,4126.17,Vai'anae/Atiha,SW,Mid lagoon,Haapiti
87,2016,2016-January,2.25,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.55897637,-149.8788434,978.42,384.87,1030.54,206.46,3808.43,Vai'anae/Atiha,SW,Fringing reef,Haapiti
88,2016,2016-January,1.8,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.56132901,-149.8766332,1022.03,385.87,1248.72,558.51,3461.01,Vai'anae/Atiha,SW,Fringing reef,Haapiti
89,2016,2016-January,1.68,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.55473723,-149.8855922,731.32,561.53,704.63,141.06,4642.18,Vai'anae/Atiha,SW,Fringing reef,Haapiti
90,2016,2016-January,2.27,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.55573928,-149.8879232,480.06,792.23,527.26,266.16,4750.91,Vai'anae/Atiha,SW,Mid lagoon,Haapiti
90 #2,2016,2016-January,1.74,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,2016,2016-January,2.15,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.55741642,-149.8905109,160.63,1091.43,373.42,505.77,4863.83,Vai'anae/Atiha,SW,Reef crest,Haapiti
92,2016,2016-January,2.47,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.55032935,-149.897047,217.68,788.94,1408.82,1006.09,5883.97,Vai'anae/Atiha,SW,Reef crest,Haapiti
93,2016,2016-January,2.61,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.5463777,-149.8911702,970.47,75.3,1581.11,586.73,5717.97,Vai'anae/Atiha,SW,Fringing reef,Haapiti
94,2016,2016-January,2.5,0.29,NA,NA,NA,NA,NA,NA,NA,NA,-17.54780925,-149.8949618,571.79,438.88,1540.19,847.09,5892.22,Vai'anae/Atiha,SW,Mid lagoon,Haapiti
95,2016,2016-January,3.15,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-17.54493568,-149.9022286,184.55,606.85,776.39,716.48,6683.84,Vai'anae/Atiha,SW,Reef crest,Haapiti
96,2016,2016-January,3.51,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-17.53815631,-149.9044886,587.76,170.14,500.15,113.09,7360.28,Vai'anae/Atiha,SW,Fringing reef,Haapiti
96,2016,2016-January,3.51,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-17.53815631,-149.9044886,587.76,170.14,500.15,113.09,7360.28,Vai'anae/Atiha,SW,Fringing reef,Haapiti
97,2016,2016-January,3.68,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-17.54097733,-149.9067632,194.05,563.28,160.22,99.38,7334.53,Vai'anae/Atiha,SW,Reef pass,Haapiti
98,2016,2016-January,2.99,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.54181552,-149.8985127,707.67,99.12,1039.13,785.64,6621.96,Vai'anae/Atiha,SW,Fringing reef,Haapiti
99,2016,2016-January,2.32,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.53222134,-149.9058889,1022.16,116.47,909.66,740.92,7979.92,Vai'anae/Atiha,SW,Fringing reef,Hauru
99,2016,2016-January,2.32,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.53222134,-149.9058889,1022.16,116.47,909.66,740.92,7979.92,Vai'anae/Atiha,SW,Fringing reef,Hauru
100,2016,2016-January,3.38,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.53432151,-149.9101318,541.16,590.83,616.13,605.45,8090.64,Vai'anae/Atiha,SW,Mid lagoon,Hauru
101,2016,2016-January,3.56,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.53755852,-149.9121106,150.28,894.05,363.32,495.33,8013.48,Vai'anae/Atiha,SW,Reef crest,Hauru
102,2016,2016-January,3.68,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.5292844,-149.9181631,189.13,930.36,1474.65,1340.31,8024.01,Papeto'ai,SW,Reef crest,Hauru
103,2016,2016-January,2.43,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.52734936,-149.9140272,650.85,461.14,1474.08,1052.22,7807.65,Papeto'ai,SW,Mid lagoon,Hauru
104,2016,2016-January,2.07,0.29,NA,NA,NA,NA,NA,NA,NA,NA,-17.52568094,-149.9107429,1045.09,93.08,1571.45,921.86,7695.22,Papeto'ai,SW,Fringing reef,Hauru
105,2016,2016-January,3.07,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.52007479,-149.9206248,239.16,851.54,2480.72,723.28,7029.89,Papeto'ai,SW,Reef crest,Hauru
106,2016,2016-January,2.64,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.51944682,-149.9170567,619.01,476.06,2401.58,371.72,6910.87,Papeto'ai,SW,Mid lagoon,Hauru
107,2016,2016-January,2.98,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.51885715,-149.9132726,1021.92,82.89,2359.12,110.06,6877.48,Papeto'ai,SW,Fringing reef,Hauru
108,2016,2016-January,3.33,0.37,NA,NA,NA,NA,NA,NA,NA,NA,-17.51272805,-149.9225916,258.82,785.58,3303.05,909.58,6321.8,Papeto'ai,SW,Reef crest,Hauru
109,2016,2016-January,2.51,0.33,NA,NA,NA,NA,NA,NA,NA,NA,-17.51138762,-149.919454,610.92,455.41,3331.71,695.42,6059.83,Papeto'ai,SW,Mid lagoon,Hauru
110,2016,2016-January,2.94,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.51055999,-149.9159157,999.08,71.88,3315.84,573.06,5907.78,Papeto'ai,SW,Fringing reef,Hauru
111,2016,2016-January,2.83,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.50318299,-149.9240371,263.63,861.28,3764.12,1683.01,5522.33,Papeto'ai,SW,Reef crest,Hauru
112,2016,2016-January,2.38,0.33,NA,NA,NA,NA,NA,NA,NA,NA,-17.50348139,-149.920637,663.37,500.28,3515.03,1483.32,5315.06,Papeto'ai,SW,Mid lagoon,Hauru
113,2016,2016-January,2.19,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.50287202,-149.91747,910.78,165.35,3309.62,1444.42,5106.02,Papeto'ai,SW,Fringing reef,Hauru
114,2016,2016-January,3.02,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.4954558,-149.9235728,232.78,958.34,3218.99,2430.03,5024.24,Papeto'ai,SW,Reef crest,Hauru
115,2016,2016-January,3.02,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-17.49504173,-149.9197109,520.51,588.05,2829.94,2350.51,4633.42,Papeto'ai,SW,Mid lagoon,Hauru
116,2016,2016-January,2.23,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.49474971,-149.9146039,956.68,76.23,2351.61,2053.03,4146.16,Papeto'ai,SW,Fringing reef,Hauru
117,2016,2016-January,2.55,0.5,NA,NA,NA,NA,NA,NA,NA,NA,-17.49064844,-149.9111011,700.66,245.27,1793.13,1485.53,3614.27,Papeto'ai,N,Fringing reef,Hauru
118,2016,2016-January,2.51,0.46,NA,NA,NA,NA,NA,NA,NA,NA,-17.48914783,-149.9067514,571.25,164.06,1301.02,1001.98,3141.51,Papeto'ai,N,Fringing reef,Hauru
119,2016,2016-January,3.07,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.48591677,-149.9077934,208.64,515.85,1318.34,1117.25,3301.52,Papeto'ai,N,Reef crest,Hauru
120,2016,2016-January,2.82,0.41,NA,NA,NA,NA,NA,NA,NA,NA,-17.48790848,-149.9022525,462.37,334.59,809.34,513.05,2684.16,Papeto'ai,N,Mid lagoon,Hauru
121,2016,2016-January,2.38,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.48853084,-149.8968575,567.42,271.39,461.25,71.48,2105.03,Papeto'ai,N,Fringing reef,Hauru
122,2016,2016-January,3.16,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.48485495,-149.8962351,162.06,576.72,88.94,274.81,2147.15,Papeto'ai,N,Reef pass,Hauru
123,2016,2016-January,2.35,0.3,NA,NA,NA,NA,NA,NA,NA,NA,-17.48842556,-149.8921487,589.92,246.37,498.76,204.62,1620.02,Papeto'ai,N,Fringing reef,Papetoai
124,2016,2016-January,3.36,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.48469737,-149.8922813,176.35,587.19,161.42,172.43,1760.16,Papeto'ai,N,Reef pass,Papetoai
125,2016,2016-January,1.7,0.49,NA,NA,NA,NA,NA,NA,NA,NA,-17.49019641,-149.8826645,789.48,137.46,1347.58,371.65,592.26,Papeto'ai,N,Fringing reef,Papetoai
127,2016,2016-January,2.33,0.31,NA,NA,NA,NA,NA,NA,NA,NA,-17.4889724,-149.8789846,711.98,332.71,1598.83,149.81,344.49,Papeto'ai,N,Fringing reef,Papetoai
128,2016,2016-January,2.68,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.48683493,-149.8765044,467.62,505.09,1302.48,25.82,505.09,Papeto'ai,N,Fringing reef,Papetoai
129,2016,2016-January,2.99,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.48972761,-149.8726504,618.38,232.22,930.83,65.99,232.22,Papeto'ai,N,Fringing reef,Papetoai
130,2016,2016-January,3.47,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.48467089,-149.8742172,178.36,785.64,1132.02,181.12,785.64,Papeto'ai,N,Reef crest,Papetoai
131,2016,2016-January,3.78,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.48809573,-149.8667564,194.81,590.75,292.46,125.36,590.75,Papeto'ai,N,Reef pass,Papetoai
132,2016,2016-January,3.27,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-17.48744111,-149.8709693,312.65,471.46,718.44,75.03,471.46,Papeto'ai,N,Reef crest,Papetoai
133,2016,2016-January,1.56,0.32,NA,NA,NA,NA,NA,NA,NA,NA,-17.49028584,-149.8868992,754.27,111.65,983.86,393.95,1035.51,Papeto'ai,N,Fringing reef,Papetoai
134,2016,2016-January,2.75,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.48732954,-149.8870074,434.55,409.14,792.36,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai
135,2016,2016-January,3.68,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.48452814,-149.8861285,127.01,774.32,810.33,704.34,1222.04,Papeto'ai,N,Reef crest,Papetoai
136,2016,2016-January,3.08,0.32,NA,NA,NA,NA,NA,NA,NA,NA,-17.48690316,-149.8805744,448.87,564.85,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai
137,2016,2016-January,3.78,0.37,NA,NA,NA,NA,NA,NA,NA,NA,-17.48379691,-149.8798111,122.05,900.74,1472.11,471.23,901.66,Papeto'ai,N,Reef crest,Papetoai
139,2016,2016-January,3.48,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.49065096,-149.8681188,507.66,284.82,490.05,30.47,284.82,Papeto'ai,N,Fringing reef,Papetoai
140,2016,2016-January,3.88,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.49716361,-149.8626436,1201.16,80.17,920.07,10.8,438.05,Papeto'ai,N,Fringing reef,Papetoai
141,2016,2016-January,4.19,0.55,NA,NA,NA,NA,NA,NA,NA,NA,-17.49316067,-149.8673732,729.33,123.28,589.73,31.14,123.28,Papeto'ai,N,Fringing reef,Papetoai
142,2016,2016-January,3.39,0.5,NA,NA,NA,NA,NA,NA,NA,NA,-17.49376006,-149.8519205,1047.37,39.96,970.62,21.55,1564.47,Papeto'ai,N,Fringing reef,Pihaena
143,2016,2016-January,3.64,0.54,NA,NA,NA,NA,NA,NA,NA,NA,-17.49082932,-149.8544175,630.69,383.06,559.01,109.28,1380.05,Papeto'ai,N,Reef pass,Pihaena
144,2016,2016-January,3.45,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-17.48895002,-149.8550006,441.88,516.89,421.79,193.47,1413.5,Papeto'ai,N,Reef pass,Pihaena
145,2016,2016-January,3.68,0.62,NA,NA,NA,NA,NA,NA,NA,NA,-17.48966591,-149.8494205,940.88,33.79,1016.01,375.22,1924.49,Papeto'ai,N,Fringing reef,Pihaena
146,2016,2016-January,2.79,0.44,NA,NA,NA,NA,NA,NA,NA,NA,-17.48545652,-149.8469882,665.63,53.17,1288.2,888.26,2344.91,Papeto'ai,N,Fringing reef,Pihaena
147,2016,2016-January,3.34,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-17.48168911,-149.8498651,168.67,571.13,1171.2,1163.13,2323.79,Papeto'ai,N,Reef crest,Pihaena
148,2016,2016-January,3.42,0.48,NA,NA,NA,NA,NA,NA,NA,NA,-17.48386731,-149.8490207,423.18,334.91,1131.15,951.56,2249.28,Papeto'ai,N,Mid lagoon,Pihaena
149,2016,2016-January,3.4,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.48650493,-149.8520296,498.75,399.49,739.91,596.71,1823.91,Papeto'ai,N,Mid lagoon,Pihaena
150,2016,2016-January,4.12,0.51,NA,NA,NA,NA,NA,NA,NA,NA,-17.48430225,-149.8420147,772.87,51.09,1664.59,1047.01,2900.04,Papeto'ai,N,Fringing reef,Pihaena
151,2016,2016-January,3.39,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.47821942,-149.8423604,135.98,718.01,1574.46,1338.72,3188.64,Papeto'ai,N,Reef crest,Pihaena
152,2016,2016-January,3.58,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.48009529,-149.8422762,339.71,516.16,1575.44,1210.56,3078.71,Papeto'ai,N,Mid lagoon,Pihaena
153,2016,2016-January,3.64,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.4784169,-149.8339808,184.54,770.53,683.74,650.03,3439.4,Paopao,N,Reef crest,Pihaena
154,2016,2016-January,3.44,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.4797321,-149.8365316,368.44,589.72,959.95,691.97,3538.12,Paopao,N,Mid lagoon,Pihaena
155,2016,2016-January,3.3,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.48486702,-149.8347928,885.61,67.61,1030.67,350.65,3171.26,Paopao,N,Fringing reef,Pihaena
156,2016,2016-January,3.28,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.48502921,-149.8312727,843.02,44.33,787.09,19.34,2786.91,Paopao,N,Fringing reef,Pihaena
157,2016,2016-January,3.56,0.49,NA,NA,NA,NA,NA,NA,NA,NA,-17.48115082,-149.8301379,386.38,411.26,386.96,235.21,2947.43,Paopao,N,Mid lagoon,Pihaena
158,2016,2016-January,3.55,0.5,NA,NA,NA,NA,NA,NA,NA,NA,-17.48467013,-149.8275155,796.48,134.83,612.32,21.74,2472.07,Paopao,N,Fringing reef,Pihaena
159,2016,2016-January,3.98,0.57,NA,NA,NA,NA,NA,NA,NA,NA,-17.48655573,-149.8250571,1077.61,228.23,845.99,9.6,2221.93,Paopao,N,Fringing reef,Pihaena
160,2016,2016-January,2.95,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.48204526,-149.8262099,583.21,444.89,331.85,44.61,2733.55,Paopao,N,Reef pass,Pihaena
161,2016,2016-January,3.49,0.52,NA,NA,NA,NA,NA,NA,NA,NA,-17.47370895,-149.7768527,228.29,87.43,402.08,362.85,2167.13,Maharepa,N,Fringing reef,Maharepa
162,2016,2016-January,3.91,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.47599625,-149.780356,511.07,67.59,471.09,309.28,1736.89,Maharepa,N,Fringing reef,Maharepa
163,2016,2016-January,2.71,0.54,NA,NA,NA,NA,NA,NA,NA,NA,-17.47785238,-149.7866539,757.46,32.28,927.34,822.99,1041.41,Maharepa,N,Fringing reef,Maharepa
164,2016,2016-January,2.72,0.44,NA,NA,NA,NA,NA,NA,NA,NA,-17.47880909,-149.790986,676.56,60.36,845.37,737.52,557.01,Maharepa,N,Fringing reef,Maharepa
165,2016,2016-January,3.08,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.4796057,-149.7961288,617.18,78.94,552.99,210.97,78.94,Maharepa,N,Fringing reef,Maharepa
166,2016,2016-January,3.2,0.32,NA,NA,NA,NA,NA,NA,NA,NA,-17.47499012,-149.7867232,451.97,352.58,727.64,673.51,155.29,Maharepa,N,Mid lagoon,Maharepa
167,2016,2016-January,3.21,0.44,NA,NA,NA,NA,NA,NA,NA,NA,-17.47282634,-149.7810294,210.24,441.48,128.81,28.91,1802.56,Maharepa,N,Reef pass,Maharepa
168,2016,2016-January,3.34,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.47187021,-149.786553,102.97,694.58,593.73,628.15,1374.55,Maharepa,N,Reef crest,Maharepa
169,2016,2016-January,3.55,0.46,NA,NA,NA,NA,NA,NA,NA,NA,-17.47434254,-149.7937432,106.76,619.41,413.38,454.82,719.4,Maharepa,N,Reef crest,Maharepa
170,2016,2016-January,3.13,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.47682031,-149.7950122,332,404.97,360.97,279.56,404.97,Maharepa,N,Mid lagoon,Maharepa
171,2016,2016-January,3.28,0.44,NA,NA,NA,NA,NA,NA,NA,NA,-17.47496934,-149.7901163,320.84,447.41,801.31,819.81,868.66,Maharepa,N,Mid lagoon,Maharepa
173,2016,2016-January,3.15,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.4760501,-149.7973693,222.05,485.08,136,47.75,485.08,Maharepa,N,Reef pass,Maharepa
174,2016,2016-January,3.48,0.49,NA,NA,NA,NA,NA,NA,NA,NA,-17.4725779,-149.7778578,135.73,257.26,240.77,244.95,2118.68,Maharepa,N,Reef crest,Maharepa
175,2016,2016-January,3.77,0.59,NA,NA,NA,NA,NA,NA,NA,NA,-17.48082167,-149.8048369,802.19,46.51,843.69,11.47,46.51,Maharepa,N,Fringing reef,Paraoro
175 #2,2016,2016-January,3.93,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,2016,2016-January,3.62,0.56,NA,NA,NA,NA,NA,NA,NA,NA,-17.48256359,-149.8138506,1004.77,99.79,1112.41,359.67,99.79,Maharepa,N,Fringing reef,Paraoro
177,2016,2016-January,3.94,0.54,NA,NA,NA,NA,NA,NA,NA,NA,-17.48383638,-149.8168138,1020.18,79.09,956.64,20.22,79.09,Maharepa,N,Fringing reef,Paraoro
178,2016,2016-January,3.78,0.63,NA,NA,NA,NA,NA,NA,NA,NA,-17.48728956,-149.8183929,1270.91,71.13,1163.32,16.19,414.56,Maharepa,N,Fringing reef,Paraoro
179,2016,2016-January,3.32,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.48120195,-149.8175988,729.31,343.17,701.24,95.53,343.17,Maharepa,N,Reef pass,Paraoro
180,2016,2016-January,3.76,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.47707864,-149.8212362,138.36,942.75,218.5,222.03,942.75,Maharepa,N,Reef pass,Paraoro
181,2016,2016-January,3.82,0.48,NA,NA,NA,NA,NA,NA,NA,NA,-17.47477999,-149.8148865,148.15,968.79,927.95,808.03,968.79,Maharepa,N,Reef crest,Paraoro
182,2016,2016-January,3.74,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.47831405,-149.8135389,545.85,540.67,1015.63,595.65,540.67,Maharepa,N,Mid lagoon,Paraoro
