Site,Jan2016,May2016,July2016,July2019,Aug2020,May2021,Latitude,Longitude,Distsance.to.crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon,UniqueID,CobleA,CobleB,CobleC,CobleM,CobleT,Fpeak,Stedmon_D,Optical_Brighteners,dieselBandII,Petroleum,Lignin,BIX,HIX,FI,M_to_C,JP5_empirical,JP5_normalized,Diesel_Chen,sample.x,run_name,project,run_order,sample.y,group,Samplepath,Blank1,Blank2,abs,Sample_ID.x,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Notes,Sample_ID.y,Date,Weight_ug,Percent_C,Percent_H,Percent_N,C_to_N_ratio
117,Yes,Yes,Yes,,Yes,Yes,-17.49064844,-149.9111011,700.66,245.27,1793.13,1485.53,3614.27,Papeto'ai,N,Fringing reef,Hauru,117_run7_21,0.009277491997217,0.0341847142754387,0.00844721134880834,0.0160346556124377,0.0289014573378154,0.0257134208042299,0.00369567622282094,0.00690612509192209,0.00247586610855939,0.00923332754429992,0.0289867949449324,0.89568708312178,0.707516274973363,2.55522753052161,0.526809652354245,1.65234768228405,0.111491796137185,5.77400559391326,Group003Sample0007,aroundtheisland_run7,ati,21,aroundtheisland_run7/Group003Sample0007,Group003,aroundtheisland_run7/Group003Sample0007SEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0007ABS.dat,117,0.19,0.7,0.5,1.61,"",117,4/16/2022,2182,26.94746562,3.677703189,0.648865085,41.53
118,Yes,Yes,Yes,Yes,Yes,Yes,-17.48914783,-149.9067514,571.25,164.06,1301.02,1001.98,3141.51,Papeto'ai,N,Fringing reef,Hauru,118_run7_22,0.0132150105950021,0.0363747325384794,0.0157506733865495,0.0155822554554425,0.0419715611761364,0.0184586470897962,0.00567648028521158,0.0134751022253203,0.00353010644025949,0.0146355203377009,0.0235905594236932,0.989627728747823,0.833207362141285,1.8305122359657,1.01080831536799,2.40029605050088,0.120434904488981,7.59523351615348,Group004Sample0001,aroundtheisland_run7,ati,22,aroundtheisland_run7/Group004Sample0001,Group004,aroundtheisland_run7/Group004Sample0001SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001ABS.dat,118,0.16,0.69,0.77,1.59,"",118,4/16/2022,2823,26.83644911,3.614276891,0.556746052,48.2
119,Yes,Yes,Yes,Yes,Yes,Yes,-17.48591677,-149.9077934,208.64,515.85,1318.34,1117.25,3301.52,Papeto'ai,N,Reef crest,Hauru,119_run7_23,0.00485160447033421,0.0233317008328415,0.00450357840688509,0.00619018924246766,0.000646722929964691,0.0311245706798403,0.00194196558645812,0.00332586995087422,0.00139369359796809,0.00561169110992208,0,0.786174348317758,1.54765523829043,1.44693774866765,0.727534850790729,0.402830642654378,0.0596505005657416,2.23434294922091,Group004Sample0002,aroundtheisland_run7,ati,23,aroundtheisland_run7/Group004Sample0002,Group004,aroundtheisland_run7/Group004Sample0002SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0002ABS.dat,119,0.13,0.73,0.7,1.97,"",119,4/16/2022,2613,27.64954497,3.784495405,0.521954376,52.97
12,Yes,Yes,Yes,,Yes,,-17.59364896,-149.8482386,309.66,800.92,340.23,162.79,800.92,Vai'anae/Atiha,SW,Reef pass,Vaianae,12_run6_1,0.0792797551268089,0.404917803269149,0.0615089681620034,0.118014415762033,0.540256483792714,0.126846337659794,0.025771716051933,0.0465799031797165,0.0187639562623888,0.0615296683270196,0.242848650292673,1.04970797611305,0.292673411286791,2.20131546400415,0.521198768513429,29.4260790563427,0.232578559264265,67.3639403490209,Group001Sample0001,aroundtheisland_run6,ati,1,aroundtheisland_run6/Group001Sample0001,Group001,aroundtheisland_run6/Group001Sample0001SEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0001ABS.dat,12,0.15,0.71,0.98,2.51,"",12,4/17/2022,2360,28.59701842,3.904737248,0.630087912,45.39
120,Yes,Yes,Yes,Yes,Yes,Yes,-17.48790848,-149.9022525,462.37,334.59,809.34,513.05,2684.16,Papeto'ai,N,Mid lagoon,Hauru,120_run7_24,0.00575587263845506,0.0271316589967208,0.00573033541563457,0.00732581348096959,0.011213569394538,0.0317328417056903,0.00260032574707849,0.00476899877406088,0.0018690436883332,0.00735435408382108,0.0137528496557737,1.07533334753217,0.952079731895057,2.10953490712755,0.782211481430748,0.830751598497732,0.0874991461112169,3.54913844998103,Group004Sample0003,aroundtheisland_run7,ati,24,aroundtheisland_run7/Group004Sample0003,Group004,aroundtheisland_run7/Group004Sample0003SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0003ABS.dat,120,0.1,0.66,0.3,1.18,"",120,4/16/2022,2352,26.69617078,3.665922365,0.601965823,44.35
121,Yes,Yes,Yes,,Yes,Yes,-17.48853084,-149.8968575,567.42,271.39,461.25,71.48,2105.03,Papeto'ai,N,Fringing reef,Hauru,121_run7_25,0.133426248822209,0.468864164042998,0.102021484369478,0.183632155898094,0.47175020405476,0.201078348186074,0.0498568301984071,0.0835821928676403,0.0373541410524956,0.113625368596851,0.209256163039155,0.970546293950406,0.809613292862042,2.10125304672336,0.555575268778603,25.1497608962173,0.150181204652637,65.3335614333161,Group004Sample0004,aroundtheisland_run7,ati,25,aroundtheisland_run7/Group004Sample0004,Group004,aroundtheisland_run7/Group004Sample0004SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0004ABS.dat,121,0.13,0.61,0.55,0.97,"",121,4/16/2022,2473,26.52764736,3.555679971,0.498978856,53.16
123,Yes,Yes,Yes,Yes,Yes,Yes,-17.48842556,-149.8921487,589.92,246.37,498.76,204.62,1620.02,Papeto'ai,N,Fringing reef,Papetoai,123_run3_43,0.0114877365755526,0.107269644509788,0.0113077796844806,0.0162081703993529,0.0367586312262486,0.0236139118408579,0.0045321274381374,0.0091673108608513,0.00291933866611727,0.0108490556773006,0.0180047012495044,0.815508003807255,0.519713003771137,2.35786928812642,0.697659230244276,3.09208155166796,0.171544350627073,8.48153900120597,Group007Sample0001,aroundtheisland_run3,ati,43,aroundtheisland_run3/Group007Sample0001,Group007,aroundtheisland_run3/Group007Sample0001SEM.dat,aroundtheisland_run3/Group007Sample0001BEM.dat,aroundtheisland_run3/Group001Sample0001BEM.dat,aroundtheisland_run3/Group007Sample0001ABS.dat,123,0.15,0.64,0.97,1.13,"",123,4/12/2022,2867,29.54051989,4.278860897,0.507426312,58.22
126,,Yes,,,Yes,Yes,-17.49179923,-149.8794897,1027.4,62.52,1688.39,64.06,236.37,Papeto'ai,N,Fringing reef,Papetoai,126_run4_1,0.0258961647137017,0.041320067353212,0.0262962825146757,0.0318444899316847,0.0445337018347478,0.0297538570237447,0.0126388375470636,0.0221991936238691,0.00884742572710122,0.0287501764584669,0.0402720093248538,0.800491764401465,1.26197615738235,1.8625930421819,0.825771823354325,2.45624100212505,0.0704582874669748,10.2884026418812,Group001Sample0001,aroundtheisland_run4,ati,1,aroundtheisland_run4/Group001Sample0001,Group001,aroundtheisland_run4/Group001Sample0001SEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0001ABS.dat,126 NEW,0.09,0.68,1,1.87,"",126,4/12/2022,2296,29.12156975,4.087897825,0.565732033,51.48
127,Yes,Yes,Yes,,Yes,Yes,-17.4889724,-149.8789846,711.98,332.71,1598.83,149.81,344.49,Papeto'ai,N,Fringing reef,Papetoai,127_run4_3,0.0125949319832429,0.0393148356962047,0.0125785767012378,0.019381529599469,0.0401093307978884,0.0192242997100016,0.0057968823272602,0.0104596322337713,0.00435718132903743,0.0129177957629589,0.0179053975788561,0.93712394247678,0.604854960060937,2.03079418549581,0.648998142106512,2.26884583148035,0.114895803515583,7.77977882332668,Group001Sample0003,aroundtheisland_run4,ati,3,aroundtheisland_run4/Group001Sample0003,Group001,aroundtheisland_run4/Group001Sample0003SEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0003ABS.dat,127,0.15,0.69,1.01,1.15,"",127,4/12/2022,2129,28.88083046,4.096553107,0.463682371,62.29
128,Yes,Yes,,Yes,Yes,Yes,-17.48683493,-149.8765044,467.62,505.09,1302.48,25.82,505.09,Papeto'ai,N,Fringing reef,Papetoai,128_run4_4,0.0215665096936728,0.0531437769995768,0.0210190443083778,0.0297800943454166,0.0554505240891049,0.0338825058704867,0.00936971907789178,0.0175744092358893,0.00679167832402041,0.0231226921093663,0.0417864869115635,0.839390184879735,0.888249369543332,2.01645319244387,0.705808519764235,2.97653439289355,0.0976062554918984,10.8484296504502,Group001Sample0004,aroundtheisland_run4,ati,4,aroundtheisland_run4/Group001Sample0004,Group001,aroundtheisland_run4/Group001Sample0004SEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0004ABS.dat,128,0.17,0.79,1.12,1.49,"",128,4/12/2022,2336,29.0588856,4.063898078,0.433714976,67
13,Yes,Yes,Yes,,Yes,Yes,-17.5676907,-149.8705731,1139.83,186.07,1003.2,55.63,2585.05,Vai'anae/Atiha,SW,Fringing reef,Vaianae,13_run2_5,0.0130682657693825,0.016288766463455,0.0120486618441997,0.0142543304645001,0,0.0119930262491387,0.00612414833829841,0.00963931979569501,0.00367998444155699,0.0124238228321453,0,0.722030084247621,3.44270145227067,2.04759176102002,0.845263260467154,0.262605519606253,0.0188247962793681,2.51908669337744,Group001Sample0005,aroundtheisland_run2,ati,5,aroundtheisland_run2/Group001Sample0005,Group001,aroundtheisland_run2/Group001Sample0005SEM.dat,aroundtheisland_run2/Group001Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group001Sample0005ABS.dat,13,0.11,1.29,0.38,0.1,"",13,4/7/2022,2692,26.19071801,3.524422688,0.685713339,38.19
130,Yes,Yes,Yes,Yes,Yes,Yes,-17.48467089,-149.8742172,178.36,785.64,1132.02,181.12,785.64,Papeto'ai,N,Reef crest,Papetoai,130_run7_26,0.0100065724068015,0.0368778716377712,0.0110828734982202,0.0109650574360609,0.0355494310547481,0.0537444506154729,0.00558074159778899,0.00910131826840497,0.00393287698659256,0.0137482066192074,0.00787047436242403,1.07924411205633,0.669054858610355,1.87980240532111,1.010744682629,2.09145727956568,0.132478416480682,6.17481994725307,Group004Sample0005,aroundtheisland_run7,ati,26,aroundtheisland_run7/Group004Sample0005,Group004,aroundtheisland_run7/Group004Sample0005SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0005ABS.dat,130,0.13,0.96,0.93,0.99,"",130,4/16/2022,2117,28.25592943,3.858298707,0.607431054,46.52
131,Yes,Yes,Yes,Yes,Yes,Yes,-17.48809573,-149.8667564,194.81,590.75,292.46,125.36,590.75,Papeto'ai,N,Reef pass,Papetoai,131_run7_27,0.00734265676282443,0.0188127938056167,0.00801873957211581,0.00839224255569961,0.00800397938544446,0.00532965808717114,0.00419337889748405,0.00644871389820928,0.00277490101772455,0.00928625894520958,0.00397501899493371,0.916001416322507,1.30583252321769,1.79883710672144,0.955494257809537,0.678613244587843,0.0650862447079263,3.11446837385591,Group004Sample0006,aroundtheisland_run7,ati,27,aroundtheisland_run7/Group004Sample0006,Group004,aroundtheisland_run7/Group004Sample0006SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0006ABS.dat,131,0.12,1,0.55,0.44,"",131,4/16/2022,2247,29.32407446,4.061838254,0.647437133,45.29
132,Yes,Yes,Yes,Yes,Yes,Yes,-17.48744111,-149.8709693,312.65,471.46,718.44,75.03,471.46,Papeto'ai,N,Reef crest,Papetoai,132_run4_5,0.0123862204722077,0.033629769059243,0.0119912095609738,0.0186763077339182,0.0446269359644549,0.00457978779657627,0.00497857128364115,0.00997342187077576,0.00363031217824637,0.0127726452078518,0.0209681098883733,0.860192292656089,0.663503599593585,2.00741907098288,0.642054614424483,2.2245429132115,0.115571559777721,7.56124350045135,Group001Sample0005,aroundtheisland_run4,ati,5,aroundtheisland_run4/Group001Sample0005,Group001,aroundtheisland_run4/Group001Sample0005SEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0005ABS.dat,132,0.14,0.92,0.97,0.84,"",132,4/10/2022,2404,29.10741536,4.014637492,0.567332273,51.31
133,Yes,Yes,,Yes,Yes,Yes,-17.49028584,-149.8868992,754.27,111.65,983.86,393.95,1035.51,Papeto'ai,N,Fringing reef,Papetoai,133_run7_28,0.00848840113721992,0.0330925437401168,0.00773219915621744,0.0114695872624805,0.0238377738094444,0.0145094645030832,0.00362357651011645,0.00603193315148289,0.00260260386175555,0.0110779068417104,0.0053027541486386,0.799857405067921,0.618703892492019,2.09383651435884,0.674147986258506,1.46408633956117,0.114965654575755,5.13559788855047,Group004Sample0007,aroundtheisland_run7,ati,28,aroundtheisland_run7/Group004Sample0007,Group004,aroundtheisland_run7/Group004Sample0007SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0007ABS.dat,133,0.12,0.77,0.71,1.2,"",133,4/16/2022,2375,28.74031045,3.973172009,0.601605399,47.77
134,Yes,Yes,Yes,Yes,Yes,Yes,-17.48732954,-149.8870074,434.55,409.14,792.36,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai,134_run4_6,0.0114096958300729,0.0447886945398229,0.0118081991084788,0.0178121726987481,0.0331922527255326,0.00288087475609313,0.00520524836258745,0.00925953596520066,0.00381479034953566,0.0124111478434644,0.0151054025058908,0.882149619670052,0.792069322966727,2.2289659006233,0.66292862236333,2.01404884916592,0.113552843505127,6.87470729575478,Group001Sample0006,aroundtheisland_run4,ati,6,aroundtheisland_run4/Group001Sample0006,Group001,aroundtheisland_run4/Group001Sample0006SEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0006ABS.dat,134,0.14,0.7,1.05,1.11,"",134,4/12/2022,2531,29.40706754,4.123238808,0.518336608,56.73
135,Yes,,Yes,,Yes,,-17.48452814,-149.8861285,127.01,774.32,810.33,704.34,1222.04,Papeto'ai,N,Reef crest,Papetoai,135_run7_29,0.0135004825470263,0.162127962083513,0.0154957849619321,0.0212580614520788,0.106368978392481,0.0516661985507206,0.00791388905362745,0.0123525354916793,0.00605446282506511,0.0193074965438383,0.0343045705937157,1.31978202338355,0.44488669938096,1.97259751659266,0.728936878692518,6.64326079502263,0.242803632544454,13.9849032050766,Group005Sample0001,aroundtheisland_run7,ati,29,aroundtheisland_run7/Group005Sample0001,Group005,aroundtheisland_run7/Group005Sample0001SEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001ABS.dat,135,0.11,0.71,0.74,0.9,"",135,4/16/2022,2129,27.92034222,3.810569895,0.680295004,41.04
136,Yes,Yes,Yes,,Yes,Yes,-17.48690316,-149.8805744,448.87,564.85,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai,136_run4_7,0.0403736501048514,0.0601113064282464,0.0358920276926693,0.0616152455317852,0.165253287646306,0.0213202198410281,0.0165777269772744,0.0289478484224597,0.0135840661631425,0.0317073353842995,0.0842466040327758,1.00559779091043,0.621698031378126,2.11727808193382,0.58251861828829,6.77422343662855,0.125568202802559,19.6433128847147,Group001Sample0007,aroundtheisland_run4,ati,7,aroundtheisland_run4/Group001Sample0007,Group001,aroundtheisland_run4/Group001Sample0007SEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0007ABS.dat,136,0.12,0.7,0.96,0.94,"",136,4/12/2022,2838,29.06034656,4.08726687,0.474839118,61.2
137,Yes,,,,Yes,Yes,-17.48379691,-149.8798111,122.05,900.74,1472.11,471.23,901.66,Papeto'ai,N,Reef crest,Papetoai,137_run8_9,0.0160791303145184,0.0237272307840898,0.0145315420377001,0.0203873207348349,0,0,0.00634843305315794,0.0107428043725022,0.00465404389616867,0.0122163337308901,0,0.700826395249005,5.49910214009406,1.9977603306386,0.712773504017658,0.47811452087018,0.0297559271155564,3.2708666959095,Group002Sample0002,aroundtheisland_run8,ati,9,aroundtheisland_run8/Group002Sample0002,Group002,aroundtheisland_run8/Group002Sample0002SEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0002ABS.dat,137,0.14,0.85,0.75,1,"",137,4/16/2022,2484,27.6681641,3.83027301,0.61856215,44.73
138,,,Yes,,Yes,Yes,-17.49209605,-149.8746473,945.32,36.46,1202.92,308.87,36.46,Papeto'ai,N,Fringing reef,Papetoai,138_run4_8,0.0139641869051102,0.0359627026420526,0.0140196293032294,0.0197700069823493,0.0285082675195843,0.0210588725788844,0.0066445146722986,0.0115864297157378,0.00418676063431782,0.0153935083954763,0.0168277782738865,0.808529678721669,0.799174509302637,1.98099369908523,0.70913628486556,1.80483120022207,0.088609740856459,7.19283281727747,Group002Sample0001,aroundtheisland_run4,ati,8,aroundtheisland_run4/Group002Sample0001,Group002,aroundtheisland_run4/Group002Sample0001SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001ABS.dat,138,0.11,1.01,0.83,1.09,"",138,4/12/2022,2697,29.65128408,4.299836363,0.597728723,49.61
139,Yes,Yes,,,Yes,Yes,-17.49065096,-149.8681188,507.66,284.82,490.05,30.47,284.82,Papeto'ai,N,Fringing reef,Papetoai,139_run4_9,0.0190837195632772,0.044238184016992,0.0181318837406857,0.0253509982985603,0.0378185021171582,0.0208883101799552,0.00670299312562869,0.0127301136976473,0.00454255590068097,0.0152173880265238,0.020374532424857,0.740950189548675,0.773869677679937,2.29033460021635,0.715233519688076,2.2183456947891,0.0925613277519594,8.50117678382847,Group002Sample0002,aroundtheisland_run4,ati,9,aroundtheisland_run4/Group002Sample0002,Group002,aroundtheisland_run4/Group002Sample0002SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0002ABS.dat,139,0.14,0.89,0.78,1.72,"",139,4/10/2022,2288,28.22846429,3.931856012,0.660541835,42.74
14,Yes,Yes,Yes,,Yes,Yes,-17.58281082,-149.8662589,438.97,916.93,1695.09,242.68,1458.68,Vai'anae/Atiha,SW,Mid lagoon,Vaianae,14_run2_6,0.0128452764966442,0.0398696716652125,0.0146295373296465,0.0182761031781829,0.0521246108732156,0.0206397597218116,0.00810205484654722,0.0114692924466446,0.00480680504821102,0.0117529735573454,0,0.903853053257941,0.647519592223063,1.92058667293637,0.80047355757493,2.41869638249511,0.123240506808782,6.6142595092107,Group001Sample0006,aroundtheisland_run2,ati,6,aroundtheisland_run2/Group001Sample0006,Group001,aroundtheisland_run2/Group001Sample0006SEM.dat,aroundtheisland_run2/Group001Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group001Sample0006ABS.dat,14,0.11,0.78,0.63,1.43,"",14,4/12/2022,2079,29.87307417,4.139362501,0.604264037,49.44
140,Yes,Yes,,Yes,Yes,Yes,-17.49716361,-149.8626436,1201.16,80.17,920.07,10.8,438.05,Papeto'ai,N,Fringing reef,Papetoai,140_run4_10,0.011530582111399,0.0165169906572039,0.0124502284461951,0.0127522862175176,0.0149741648478891,0.00040907874960803,0.00707367616228705,0.0111526744020481,0.00487563502889835,0.0146600253663246,0.0106101428131945,0.84803516367361,1.82057936831297,1.56176042905645,0.976313441670748,0.974382618780413,0.0607606642025914,4.13739599514611,Group002Sample0003,aroundtheisland_run4,ati,10,aroundtheisland_run4/Group002Sample0003,Group002,aroundtheisland_run4/Group002Sample0003SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0003ABS.dat,140,0.14,1.18,1.1,2.41,"",140,4/10/2022,2112,26.25564106,3.499087013,0.60824894,43.17
142,Yes,Yes,Yes,,Yes,Yes,-17.49376006,-149.8519205,1047.37,39.96,970.62,21.55,1564.47,Papeto'ai,N,Fringing reef,Pihaena,142_run4_11,0.0775189132298985,0.116512179619082,0.0708438421787297,0.108387358617165,0.3378593517291,0.0342060637111739,0.0299262180279803,0.0579451949933673,0.023110649583268,0.0560092010910332,0.165992398274166,1.11565910218441,0.609740647458566,2.06242535476531,0.653617202989118,13.1644024021198,0.129949597267162,38.5979662289111,Group002Sample0004,aroundtheisland_run4,ati,11,aroundtheisland_run4/Group002Sample0004,Group002,aroundtheisland_run4/Group002Sample0004SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0004ABS.dat,142,0.18,0.56,0.82,2.72,"",142,4/10/2022,2884,28.47981335,3.942372902,0.589540459,48.31
143,Yes,Yes,Yes,,Yes,Yes,-17.49082932,-149.8544175,630.69,383.06,559.01,109.28,1380.05,Papeto'ai,N,Reef pass,Pihaena,143_run4_12,0.0143502574820538,0.0324941441072623,0.0122344124719197,0.0187872635551577,0.0289682830635493,0.0178485519296356,0.00661502724522032,0.0101939493632766,0.00440085690547917,0.0146859844980029,0.0148526994573938,0.740539267754672,0.849784080470588,2.0385903297038,0.65120779489789,1.71725511164446,0.0923741333243808,6.28865408577564,Group002Sample0005,aroundtheisland_run4,ati,12,aroundtheisland_run4/Group002Sample0005,Group002,aroundtheisland_run4/Group002Sample0005SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0005ABS.dat,143,0.14,0.53,0.64,1.28,"",143,4/10/2022,2214,27.66619378,3.833238063,0.591603624,46.76
144,Yes,Yes,Yes,,Yes,Yes,-17.48895002,-149.8550006,441.88,516.89,421.79,193.47,1413.5,Papeto'ai,N,Reef pass,Pihaena,144_run4_13,0.0280037310093112,0.0532265320066624,0.0280342525152207,0.0346082922044629,0.0827724575734475,0.00670264170465238,0.0140298910606218,0.023747486988104,0.0100545543315602,0.0308280195604846,0.0484715958867942,0.946621588947217,0.851331943740785,1.87705262313271,0.810044377503421,3.92273266042141,0.103192706455199,12.8485219600041,Group002Sample0006,aroundtheisland_run4,ati,13,aroundtheisland_run4/Group002Sample0006,Group002,aroundtheisland_run4/Group002Sample0006SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0006ABS.dat,144,0.11,1.04,0.75,1.57,Duplicated.  Not sure why,144,4/15/2022,2202,28.49007119,3.953738661,0.554791147,51.35
145,Yes,Yes,Yes,,Yes,Yes,-17.48966591,-149.8494205,940.88,33.79,1016.01,375.22,1924.49,Papeto'ai,N,Fringing reef,Pihaena,145_run4_14,0.0155994387966631,0.092958717835422,0.0151123610264163,0.0200554313189456,0.0586584733458952,0.00784672400584409,0.00691661468941727,0.0125727741163537,0.00514510704918965,0.0169007241269176,0.0263230036244347,0.949074036059834,0.628374862861579,1.77348059339027,0.753529594356827,3.70737510324571,0.154858190245327,10.0288127317031,Group002Sample0007,aroundtheisland_run4,ati,14,aroundtheisland_run4/Group002Sample0007,Group002,aroundtheisland_run4/Group002Sample0007SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0007ABS.dat,145,0.13,1.2,1.02,1.68,Duplicated.  Not sure why,145,4/11/2022,2481,28.88725686,4.038367023,0.533012799,54.2
146,Yes,Yes,Yes,Yes,Yes,Yes,-17.48545652,-149.8469882,665.63,53.17,1288.2,888.26,2344.91,Papeto'ai,N,Fringing reef,Pihaena,146_run4_16,0.0176420443356579,0.15793695048489,0.0181956030135233,0.0235262280939587,0.0805581282916572,0.0401380729608339,0.00932662471527048,0.0160853227889161,0.00674714862597938,0.0206427081927129,0.0260684316411569,1.09093364637032,0.546297726662283,1.894260172049,0.773417776145581,5.27170692806409,0.179009744470381,13.342530481061,Group003Sample0002,aroundtheisland_run4,ati,16,aroundtheisland_run4/Group003Sample0002,Group003,aroundtheisland_run4/Group003Sample0002SEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0002ABS.dat,146,0.17,0.5,0.65,0.64,"",146,4/11/2022,2115,29.5649699,4.17320129,0.56570281,52.26
147,Yes,Yes,Yes,Yes,Yes,Yes,-17.48168911,-149.8498651,168.67,571.13,1171.2,1163.13,2323.79,Papeto'ai,N,Reef crest,Pihaena,147_run8_11,0.252569768222934,0.542499532815088,0.218803521588774,0.327780234572719,0.928793007080197,0.212046087803984,0.103076103324383,0.18118338687125,0.0820332127131453,0.184740420289558,0.441911416540126,0.931043500939936,0.73157919961203,1.98170763524613,0.667531164208229,41.6273155875286,0.135491614890495,110.759461725962,Group002Sample0004,aroundtheisland_run8,ati,11,aroundtheisland_run8/Group002Sample0004,Group002,aroundtheisland_run8/Group002Sample0004SEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0004ABS.dat,147,0.14,0.78,0.76,2.03,"",147,4/15/2022,2055,29.4650248,4.028205391,0.612862822,48.08
148,Yes,Yes,Yes,Yes,Yes,Yes,-17.48386731,-149.8490207,423.18,334.91,1131.15,951.56,2249.28,Papeto'ai,N,Mid lagoon,Pihaena,148_run8_12,0.00639690511148084,0.0133662643497743,0.00659544857077741,0.00545372479710289,0,0,0.00376151775261979,0.00630746959464121,0.00259378872574706,0.00852981894984968,0,0.494399944943385,4.96675030424416,1.65017054264017,1.20934752231741,0.198495557306364,0.0280289966094129,1.17837337970459,Group002Sample0005,aroundtheisland_run8,ati,12,aroundtheisland_run8/Group002Sample0005,Group002,aroundtheisland_run8/Group002Sample0005SEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0005ABS.dat,148,0.17,0.68,0.99,1.24,"",148,4/15/2022,2414,27.49374786,3.634522946,0.646933323,42.5
