Site,Jan2016,May2016,July2016,July2019,Aug2020,May2021,Latitude,Longitude,Distsance.to.crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon,UniqueID,CobleA,CobleB,CobleC,CobleM,CobleT,Fpeak,Stedmon_D,Optical_Brighteners,dieselBandII,Petroleum,Lignin,BIX,HIX,FI,M_to_C,JP5_empirical,JP5_normalized,Diesel_Chen,sample.x,run_name,project,run_order,sample.y,group,Samplepath,Blank1,Blank2,abs,Sample_ID.x,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Notes,Sample_ID.y,Date,Weight_ug,Percent_C,Percent_H,Percent_N,C_to_N_ratio
149,Yes,Yes,Yes,Yes,Yes,Yes,-17.48650493,-149.8520296,498.75,399.49,739.91,596.71,1823.91,Papeto'ai,N,Mid lagoon,Pihaena,149_run8_13,0.00460491867420586,0.00263209618402771,0.00467461319299143,0.00381355979121154,0,0,0.00261370253009437,0.00456056299709879,0.00210356936178,0.00370878727630674,0,0,Inf,1.6765937108512,1.22578730868838,0.013970825546423,0.00313713994429761,0.434425892068862,Group002Sample0006,aroundtheisland_run8,ati,13,aroundtheisland_run8/Group002Sample0006,Group002,aroundtheisland_run8/Group002Sample0006SEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0006ABS.dat,149,0.17,0.54,0.72,1.69,"",149,4/15/2022,2534,27.71794268,3.754695405,0.675938837,41.01
150,Yes,Yes,Yes,,Yes,Yes,-17.48430225,-149.8420147,772.87,51.09,1664.59,1047.01,2900.04,Papeto'ai,N,Fringing reef,Pihaena,150_run8_14,0.0126379043930391,0.0493377908080985,0.012334397904791,0.0175982588924483,0,0.00738664601827978,0.00525524460802475,0.0101542658948807,0.0038592604768247,0.010032894858591,0,0.634505475830877,1.54627821052069,2.00160168843975,0.700887399155376,0.689217105668339,0.0488053943406783,3.48811175057021,Group002Sample0007,aroundtheisland_run8,ati,14,aroundtheisland_run8/Group002Sample0007,Group002,aroundtheisland_run8/Group002Sample0007SEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0007ABS.dat,150,0.16,0.76,0.84,2.48,"",150,4/18/2022,2800,28.28364895,3.884654229,0.517267165,54.68
151,Yes,Yes,Yes,,Yes,Yes,-17.47821942,-149.8423604,135.98,718.01,1574.46,1338.72,3188.64,Papeto'ai,N,Reef crest,Pihaena,151_run8_15,0.068630641316725,0.443209143728629,0.0546244954005896,0.0982683178076858,0.455583912770435,0.153364831347371,0.0230142041235032,0.0419593841654151,0.0160536698668594,0.048197960775732,0.111139808652438,1.22960410269364,0.249374740205074,1.89487283450566,0.555870870889349,28.8056052064064,0.25674923176915,60.8573447043593,Group003Sample0001,aroundtheisland_run8,ati,15,aroundtheisland_run8/Group003Sample0001,Group003,aroundtheisland_run8/Group003Sample0001SEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001ABS.dat,151,0.15,0.72,0.71,1.6,"",151,4/15/2022,2568,26.94782649,3.68392269,0.510050788,52.83
152,Yes,Yes,Yes,Yes,Yes,Yes,-17.48009529,-149.8422762,339.71,516.16,1575.44,1210.56,3078.71,Papeto'ai,N,Mid lagoon,Pihaena,152_run8_16,0.0525040043793557,0.257321518886402,0.0404568475939855,0.0742967375216629,0.245400484970491,0.0828214693430397,0.017580703665829,0.0297542728400037,0.0129377546675864,0.0337019102764721,0.0221743360516599,1.14491281878155,0.254386379361092,1.87063484219884,0.544530607177595,16.8557540747486,0.212270501532204,39.5490164712884,Group003Sample0002,aroundtheisland_run8,ati,16,aroundtheisland_run8/Group003Sample0002,Group003,aroundtheisland_run8/Group003Sample0002SEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0002ABS.dat,152,0.16,0.78,0.84,1.22,"",152,4/15/2022,2072,28.21638298,3.7653292,0.58656,48.1
153,Yes,Yes,Yes,,Yes,Yes,-17.4784169,-149.8339808,184.54,770.53,683.74,650.03,3439.4,Paopao,N,Reef crest,Pihaena,153_run8_17,0.0145650895784735,0.131576527335341,0.0152984277083054,0.0184641387430163,0,0.0105013514551057,0.00737939893097301,0.0118647758657896,0.00545100338299664,0.0150248131302062,0,0.484191023184091,1.14158808743463,1.85185424670714,0.828548134371643,2.26002895959192,0.136554767368948,5.17288576623755,Group003Sample0003,aroundtheisland_run8,ati,17,aroundtheisland_run8/Group003Sample0003,Group003,aroundtheisland_run8/Group003Sample0003SEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0003ABS.dat,153,0.15,0.73,0.7,0.58,"",153,4/18/2022,2437,30.17818412,4.276248294,0.519930012,58.04
154,Yes,,Yes,,Yes,Yes,-17.4797321,-149.8365316,368.44,589.72,959.95,691.97,3538.12,Paopao,N,Mid lagoon,Pihaena,154_run8_18,0.0130455825276046,0.100374530436867,0.0121830251502387,0.0160403456959673,0,0.0176821712066958,0.00529912937955594,0.0088281413678174,0.00390105932100224,0.00766647888546888,0,0.420143899128964,1.05432739824614,2.07427299098959,0.759523851989152,1.35849058969246,0.110623013800455,3.41891931112195,Group003Sample0004,aroundtheisland_run8,ati,18,aroundtheisland_run8/Group003Sample0004,Group003,aroundtheisland_run8/Group003Sample0004SEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0004ABS.dat,154,0.17,0.7,0.73,0.57,"",154,4/18/2022,2229,27.31403821,3.77380675,0.556846514,49.05
155,Yes,Yes,Yes,,Yes,Yes,-17.48486702,-149.8347928,885.61,67.61,1030.67,350.65,3171.26,Paopao,N,Fringing reef,Pihaena,155_run4_17,0.00750123684447523,0.0229145871524256,0.00764220345902047,0.00870802655483215,0.0147802851743686,0.00663494628017381,0.00402220281555034,0.00679187098054625,0.00277255555839391,0.00973543624996546,0.0123853362676261,0.964376521229967,1.23303262311513,1.85541138861909,0.877604519336216,0.934793901135616,0.0863254482547822,3.33110617499929,Group003Sample0003,aroundtheisland_run4,ati,17,aroundtheisland_run4/Group003Sample0003,Group003,aroundtheisland_run4/Group003Sample0003SEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0003ABS.dat,155,0.15,0.58,0.68,1.59,"",155,4/11/2022,2683,28.32290904,4.017193302,0.50117224,56.51
157,Yes,Yes,Yes,,,Yes,-17.48115082,-149.8301379,386.38,411.26,386.96,235.21,2947.43,Paopao,N,Mid lagoon,Pihaena,157_run8_19,0.0116206845229399,0.0406943503138015,0.0179011125179983,0.0146602395039197,0,0,0.00554969433077053,0.0112340050461859,0.00364869609072625,0.00824227402735928,0,0.24506428007094,6.31180009437375,1.88999282117135,1.2210654889514,0.47138576582764,0.0431483869385619,1.65220986096453,Group003Sample0005,aroundtheisland_run8,ati,19,aroundtheisland_run8/Group003Sample0005,Group003,aroundtheisland_run8/Group003Sample0005SEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0005ABS.dat,157,0.14,0.84,1,2.6,"",157,4/18/2022,2256,27.34450638,3.794851032,0.573106383,47.71
158,Yes,Yes,Yes,,Yes,Yes,-17.48467013,-149.8275155,796.48,134.83,612.32,21.74,2472.07,Paopao,N,Fringing reef,Pihaena,158_run4_19,0.0301240846243094,0.057328282483911,0.0242778032115169,0.0428828457473057,0.115146406525234,0.0195444927997587,0.0103733443253482,0.0204629460516649,0.00806381640630673,0.0203352543565566,0.0526880138060778,1.0255241858246,0.534452676431841,2.15425099687357,0.566142539946575,5.02571646195286,0.13103939119629,15.2277171935102,Group003Sample0005,aroundtheisland_run4,ati,19,aroundtheisland_run4/Group003Sample0005,Group003,aroundtheisland_run4/Group003Sample0005SEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0005ABS.dat,158,0.17,0.67,0.75,1.34,"",158,4/11/2022,2212,28.06238288,3.878865981,0.455914937,61.55
159,Yes,Yes,Yes,,Yes,Yes,-17.48655573,-149.8250571,1077.61,228.23,845.99,9.6,2221.93,Paopao,N,Fringing reef,Pihaena,159_run4_20,0.00930536889502678,0.0558387320915382,0.00765931525058549,0.0124559782865377,0.0280573153511743,0.0162123427095706,0.00357410051450021,0.0062576687567905,0.00227382629740895,0.0095885494475921,0.0219418938494337,0.727149860553527,0.406010010601137,2.41172040696936,0.614910774119092,1.86994324251437,0.132103899757828,6.90265887738886,Group003Sample0006,aroundtheisland_run4,ati,20,aroundtheisland_run4/Group003Sample0006,Group003,aroundtheisland_run4/Group003Sample0006SEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0006ABS.dat,159,0.13,0.82,0.3,-0.01,"",159,4/6/2022,2424,29.58979773,4.27712823,0.544053861,54.39
16,Yes,Yes,Yes,,Yes,Yes,-17.5869498,-149.8426075,1190.12,149.86,1101.59,315.22,149.86,Vai'anae/Atiha,SW,Bay,Maatea,16_run6_2,0.0277038397952042,0.129334442005633,0.0282239966231555,0.0373319957385841,0.0652188801748995,0.0410406815691387,0.011962191307803,0.0217136019661317,0.00820974482538552,0.0304152293229447,0.0267195914216898,0.806545168893116,0.843855295333595,1.91073682715632,0.756026996809733,4.35656936859268,0.112289380403902,14.0424341658669,Group001Sample0002,aroundtheisland_run6,ati,2,aroundtheisland_run6/Group001Sample0002,Group001,aroundtheisland_run6/Group001Sample0002SEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0002ABS.dat,16,0.14,1.39,0.89,2.49,"",16,4/17/2022,2891,26.87262936,3.542418013,0.807009148,33.3
160,Yes,Yes,Yes,,Yes,Yes,-17.48204526,-149.8262099,583.21,444.89,331.85,44.61,2733.55,Paopao,N,Reef pass,Pihaena,160_run4_21,0.0301094782504843,0.0482917744111546,0.0270276478685265,0.0415170514235958,0.126206724868797,0.0059766675895831,0.0127169577916221,0.02252693774478,0.00945059089582244,0.0250816095176886,0.0610457282180376,1.01607121179145,0.616325897868091,1.94587208348631,0.651001141501239,5.15344561074178,0.128130742730767,15.3314045054407,Group003Sample0007,aroundtheisland_run4,ati,21,aroundtheisland_run4/Group003Sample0007,Group003,aroundtheisland_run4/Group003Sample0007SEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0007ABS.dat,160,0.15,0.65,0.81,0.53,"",160,4/11/2022,2260,27.79269674,3.813179999,0.594975717,46.71
161,Yes,Yes,Yes,Yes,Yes,Yes,-17.47370895,-149.7768527,228.29,87.43,402.08,362.85,2167.13,Maharepa,N,Fringing reef,Maharepa,161_run4_22,0.0147736675699813,0.0722503824132833,0.0127340705928892,0.0205436286816579,0.157653612736837,0.0352962503615395,0.00646138280874213,0.0109267408118317,0.00491942646948782,0.0171417198485956,0.0872449175616221,1.2145468723541,0.358804780941371,2.16238743379811,0.619854982302066,6.25705025069988,0.208139732989756,16.7707619798956,Group004Sample0001,aroundtheisland_run4,ati,22,aroundtheisland_run4/Group004Sample0001,Group004,aroundtheisland_run4/Group004Sample0001SEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group004Sample0001ABS.dat,161,0.11,0.38,0.63,1.55,"",161,4/6/2022,2170,28.64774484,3.960461875,0.506446452,56.57
162,Yes,Yes,Yes,,Yes,Yes,-17.47599625,-149.780356,511.07,67.59,471.09,309.28,1736.89,Maharepa,N,Fringing reef,Maharepa,162_run5_2,0.016194054740393,0.0250728473020475,0.014501088721581,0.0251315036939721,0.0271319051472654,0.0333438315484951,0.00672045283609597,0.0124049666750822,0.00451897324835343,0.0142391833965317,0.00110158507398887,0.722892747993126,0.914185775770618,1.8804733256481,0.577008399424154,1.56136001584018,0.0745615642816261,6.40997532908991,Group001Sample0002,aroundtheisland_run5,ati,2,aroundtheisland_run5/Group001Sample0002,Group001,aroundtheisland_run5/Group001Sample0002SEM.dat,aroundtheisland_run5/Group001Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group001Sample0002ABS.dat,162,0.14,0.79,1,1.2,"",162,4/6/2022,2078,27.22889787,3.698465718,0.572422406,47.57
163,Yes,Yes,Yes,Yes,Yes,Yes,-17.47785238,-149.7866539,757.46,32.28,927.34,822.99,1041.41,Maharepa,N,Fringing reef,Maharepa,163_run5_3,0.0121163837940152,0.0314758964138862,0.00935801948830108,0.0175295816865381,0.0304455232096208,0.0125925085909152,0.00446171546197323,0.007559854977055,0.00277492162223907,0.00992027865770029,0.00854728553095107,0.69260557593558,0.650926770366132,1.98915327563972,0.533841574524714,1.78684486278348,0.110032885829029,6.13594667761507,Group001Sample0003,aroundtheisland_run5,ati,3,aroundtheisland_run5/Group001Sample0003,Group001,aroundtheisland_run5/Group001Sample0003SEM.dat,aroundtheisland_run5/Group001Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group001Sample0003ABS.dat,163,0.14,0.66,0.31,0.16,"",163,4/6/2022,2330,27.81489682,3.792419212,0.599297099,46.41
164,Yes,Yes,Yes,,Yes,Yes,-17.47880909,-149.790986,676.56,60.36,845.37,737.52,557.01,Maharepa,N,Fringing reef,Maharepa,164_run5_4,0.00960696511761904,0.0207298401853614,0.00851294266698196,0.0132200565316169,0.0120151714790891,0.0178331150456387,0.00307242786072791,0.00696039614029857,0.00178887315369926,0.00741976078728527,0.00488265960216662,0.619103291460456,0.699457319549971,1.97546067769147,0.643941472309329,1.09489502650901,0.0875930315770562,4.2472341724475,Group001Sample0004,aroundtheisland_run5,ati,4,aroundtheisland_run5/Group001Sample0004,Group001,aroundtheisland_run5/Group001Sample0004SEM.dat,aroundtheisland_run5/Group001Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group001Sample0004ABS.dat,164,0.16,0.6,0.67,0.44,"",164,4/6/2022,2200,28.47572135,4.025807585,0.564186764,50.47
165,Yes,Yes,Yes,,Yes,Yes,-17.4796057,-149.7961288,617.18,78.94,552.99,210.97,78.94,Maharepa,N,Fringing reef,Maharepa,165_run5_5,0.0156169049589416,0.0326196198146732,0.0141819113590772,0.0182887387727102,0.0260200814241145,0.0440543004893403,0.00643443105062142,0.0116635468480992,0.00421814148767576,0.0136391081002184,0.00412987538530414,0.729601144463301,0.662646603631677,1.84435360376087,0.775445017577647,1.93215261629918,0.0942174653020148,6.96101737843268,Group001Sample0005,aroundtheisland_run5,ati,5,aroundtheisland_run5/Group001Sample0005,Group001,aroundtheisland_run5/Group001Sample0005SEM.dat,aroundtheisland_run5/Group001Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group001Sample0005ABS.dat,165,0.14,0.76,0.68,0.14,"",165,4/6/2022,2392,28.03231022,3.813095071,0.6216,45.1
166,Yes,Yes,Yes,Yes,Yes,Yes,-17.47499012,-149.7867232,451.97,352.58,727.64,673.51,155.29,Maharepa,N,Mid lagoon,Maharepa,166_run5_6,0.0140817500874581,0.0403283608441516,0.0108184706458729,0.0245419106911241,0.0296634829163085,0.0247429366526731,0.0040448450241721,0.00775997485379047,0.00265084707768441,0.0114476444945371,0.00274053796965009,0.58450123345179,0.589813421524129,2.40324910925049,0.440816152500528,2.02452364386917,0.110352702094432,7.29911262246778,Group001Sample0006,aroundtheisland_run5,ati,6,aroundtheisland_run5/Group001Sample0006,Group001,aroundtheisland_run5/Group001Sample0006SEM.dat,aroundtheisland_run5/Group001Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group001Sample0006ABS.dat,166,0.16,0.64,0.34,0.13,"",166,4/6/2022,2787,28.05823296,3.945704914,0.426800775,65.74
167,Yes,Yes,Yes,Yes,Yes,Yes,-17.47282634,-149.7810294,210.24,441.48,128.81,28.91,1802.56,Maharepa,N,Reef pass,Maharepa,167_run5_7,0.0111885733662618,0.0230103077225841,0.0102508820589037,0.0139766548000327,0.0221519151952574,0.0154020276485708,0.00503635391769685,0.00851623565853754,0.00343675098490256,0.0118462712788733,0,0.680721210157185,0.945873359242081,1.94779653515806,0.733428864457589,1.35597341909231,0.0942232976956685,4.72770356256405,Group001Sample0007,aroundtheisland_run5,ati,7,aroundtheisland_run5/Group001Sample0007,Group001,aroundtheisland_run5/Group001Sample0007SEM.dat,aroundtheisland_run5/Group001Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group001Sample0007ABS.dat,167,0.13,0.56,0.57,0.81,"",167,4/6/2022,2575,28.48081558,3.923732857,0.602529553,47.27
168,Yes,Yes,Yes,,Yes,Yes,-17.47187021,-149.786553,102.97,694.58,593.73,628.15,1374.55,Maharepa,N,Reef crest,Maharepa,168_run5_8,0.00967433561081172,0.0218822130480995,0.00700384775180275,0.012082593943979,0.014298864409281,0.0144337353037432,0.00266834942138716,0.00590097342025217,0.00211321898414388,0.00606343267176733,0.00670405202158163,0.711190181107633,0.650704930120071,2.1310171724384,0.579664249603694,1.06460075128622,0.0953385843000039,4.02206140587051,Group002Sample0001,aroundtheisland_run5,ati,8,aroundtheisland_run5/Group002Sample0001,Group002,aroundtheisland_run5/Group002Sample0001SEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0001ABS.dat,168,0.13,0.76,0.9,0.37,"",168,4/6/2022,2545,29.11532717,4.127524202,0.533428055,54.58
169,Yes,Yes,Yes,Yes,Yes,Yes,-17.47434254,-149.7937432,106.76,619.41,413.38,454.82,719.4,Maharepa,N,Reef crest,Maharepa,169_run5_9,0.00954379243094222,0.0257562081980889,0.00743348031878937,0.012692171029197,0.0130821678500061,0.0220675958146526,0.00290722018453735,0.00540474418890987,0.00237995279864763,0.0055945742679553,0,0.677412378473157,0.706865882130345,2.25757319069117,0.585674452517967,1.02543543232066,0.0912796780196504,4.12600570714541,Group002Sample0002,aroundtheisland_run5,ati,9,aroundtheisland_run5/Group002Sample0002,Group002,aroundtheisland_run5/Group002Sample0002SEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0002ABS.dat,169,0.16,0.65,0.72,0.38,"",169,4/6/2022,2015,29.10486263,3.941047246,0.630637089,46.15
17,Yes,,Yes,,Yes,Yes,-17.59328585,-149.8390346,683.48,215.33,607.29,349.81,768.71,Vai'anae/Atiha,SW,Fringing reef,Maatea,17_run6_3,0.0220602352128781,0.0916541239056014,0.0203866000020052,0.0297909479933364,0.0470466004108899,0.0177744326134786,0.00947606920804963,0.0161081964725621,0.00670066964419856,0.0213498341684985,0.0362445112138717,0.829375556300655,0.760919746286771,1.84665678171543,0.684321962717174,3.27430417159324,0.10923616361992,10.8274623893348,Group001Sample0003,aroundtheisland_run6,ati,3,aroundtheisland_run6/Group001Sample0003,Group001,aroundtheisland_run6/Group001Sample0003SEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0003ABS.dat,17,0.13,0.91,0.99,2.81,"",17,4/17/2022,2401,27.71912966,3.723261721,0.667379734,41.53
170,Yes,Yes,Yes,Yes,Yes,Yes,-17.47682031,-149.7950122,332,404.97,360.97,279.56,404.97,Maharepa,N,Mid lagoon,Maharepa,170_run5_10,0.0113492410971824,0.0295651568757295,0.00843336444510331,0.0153516018895484,0.020379667211041,0.0125922733049119,0.00394742719788549,0.00708472464012132,0.00249319229384256,0.00905929534866053,0.0161597762859137,0.682012297095078,0.598487330715632,1.98405619307695,0.549347521241082,1.44539335589412,0.104437293648706,5.28985757837939,Group002Sample0003,aroundtheisland_run5,ati,10,aroundtheisland_run5/Group002Sample0003,Group002,aroundtheisland_run5/Group002Sample0003SEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0003ABS.dat,170,0.17,0.57,0.34,0.1,"",170,4/6/2022,2018,29.40648562,4.066700569,0.62333897,47.18
171,Yes,Yes,Yes,Yes,Yes,Yes,-17.47496934,-149.7901163,320.84,447.41,801.31,819.81,868.66,Maharepa,N,Mid lagoon,Maharepa,171_run5_11,0.0082843710632499,0.032071399327517,0.00563299692315635,0.0145537590066839,0.0189250988310206,0.0200445865712872,0.00239049891687282,0.00521127067271769,0.00174876449130739,0.00550416919982347,0,0.630780866757864,0.431213302602204,2.13238974384122,0.38704756074148,1.43361256782714,0.117483770547437,5.27037872421166,Group002Sample0004,aroundtheisland_run5,ati,11,aroundtheisland_run5/Group002Sample0004,Group002,aroundtheisland_run5/Group002Sample0004SEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0004ABS.dat,171,0.12,0.65,0.95,1.16,"",171,4/6/2022,2711,28.54072977,4.00317915,0.629711303,45.32
172,,Yes,Yes,,Yes,Yes,-17.4804404,-149.799661,700.15,53.22,618.5,64.26,53.22,Maharepa,N,Fringing reef,Maharepa,172_run5_12,0.0205967765574909,0.0426009195273501,0.0206815328427423,0.0298163458120501,0.0497614694640029,0.0271648481923504,0.0083163124750664,0.0175522411569935,0.00641171632905935,0.0192383598198568,0.0127648976452386,1.15893218743235,0.881366472512586,1.9778354654776,0.693630700861538,2.73109841310738,0.098091879237652,8.96845265722924,Group002Sample0005,aroundtheisland_run5,ati,12,aroundtheisland_run5/Group002Sample0005,Group002,aroundtheisland_run5/Group002Sample0005SEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0005ABS.dat,172,0.2,1.07,0.96,0.79,"",172,4/11/2022,2946,26.19567131,3.661327491,0.640477618,40.9
173,Yes,Yes,Yes,,Yes,Yes,-17.4760501,-149.7973693,222.05,485.08,136,47.75,485.08,Maharepa,N,Reef pass,Maharepa,173_run5_13,0.0143552434368073,0.0305499895437439,0.0134648904873976,0.0182250851551018,0.0769752287803119,0.0200973375831969,0.00725544565772679,0.0127533961839003,0.00500933542981032,0.0151039908828953,0.0146648770526345,0.948951194863763,0.64934330890984,1.93418185761679,0.738810840816749,3.17381152749577,0.146587999067266,8.58930985144461,Group002Sample0006,aroundtheisland_run5,ati,13,aroundtheisland_run5/Group002Sample0006,Group002,aroundtheisland_run5/Group002Sample0006SEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0006ABS.dat,173,0.19,0.68,0.76,0.55,"",173,4/11/2022,2223,28.3095502,4.035619506,0.536985861,52.72
175,Yes,Yes,Yes,Yes,Yes,Yes,-17.48082167,-149.8048369,802.19,46.51,843.69,11.47,46.51,Maharepa,N,Fringing reef,Paraoro,175_run5_14,0.0143898675337954,0.034903213544796,0.0154554510332537,0.0201807887454276,0.0388453214547584,0.0415552796613698,0.00632379180666977,0.0134525047480065,0.00411427262602523,0.0132610520606331,0.0166519784800986,0.900993146878254,0.734285935689758,2.11572553654526,0.765849701328224,2.2880041966447,0.106453575668081,7.62845071341949,Group002Sample0007,aroundtheisland_run5,ati,14,aroundtheisland_run5/Group002Sample0007,Group002,aroundtheisland_run5/Group002Sample0007SEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0007ABS.dat,175,0.17,0.69,1.1,0.62,"",175,4/11/2022,2780,26.68762469,3.615721185,0.526355809,50.7
176,Yes,Yes,Yes,,Yes,Yes,-17.48256359,-149.8138506,1004.77,99.79,1112.41,359.67,99.79,Maharepa,N,Fringing reef,Paraoro,176_run5_15,0.0170550342759635,0.0339096174368962,0.0152383118371497,0.0195639627629328,0.0226010450343299,0.0381186486955113,0.00729740713649309,0.0123849108773076,0.00466314420863422,0.0151046674190061,0.0233650994852031,0.711456671900557,0.786937028285835,1.99816161769078,0.778896996574808,1.57038901368877,0.0742186913032657,6.89063525758081,Group003Sample0001,aroundtheisland_run5,ati,15,aroundtheisland_run5/Group003Sample0001,Group003,aroundtheisland_run5/Group003Sample0001SEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0001ABS.dat,176,0.11,0.63,0.38,0.63,"",176,4/6/2022,2760,27.98923501,3.736361344,0.632483487,44.25
177,Yes,Yes,Yes,,Yes,,-17.48383638,-149.8168138,1020.18,79.09,956.64,20.22,79.09,Maharepa,N,Fringing reef,Paraoro,177_run5_16,0.0161300045233982,0.023754837985144,0.0144385048054978,0.0189681641688611,0.0158817408387919,0.00672823645559399,0.00663926203949618,0.0117724618838602,0.00513931183696525,0.0149285245851585,0.0196502776772604,0.777255532303149,1.26582138353147,1.90367794975496,0.761196744026533,1.11817004319086,0.0591166240119049,5.47728973508397,Group003Sample0002,aroundtheisland_run5,ati,16,aroundtheisland_run5/Group003Sample0002,Group003,aroundtheisland_run5/Group003Sample0002SEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0002ABS.dat,177,0.1,0.44,0.2,0.33,"",177,4/6/2022,2512,27.11965776,3.806526393,0.516084842,52.55
178,Yes,Yes,Yes,,Yes,Yes,-17.48728956,-149.8183929,1270.91,71.13,1163.32,16.19,414.56,Maharepa,N,Fringing reef,Paraoro,178_run5_17,0.015473584072069,0.0297594758456047,0.0135032409461792,0.0180623449065994,0.0240533173749008,0.0205636588321144,0.00664383468603678,0.0115235298217348,0.00507177438970098,0.0150173423328747,0.000783997783894683,0.845677011288085,1.00108030981575,1.94273619421375,0.747590693013819,1.52745087861469,0.0795968619500697,5.95868905968631,Group003Sample0003,aroundtheisland_run5,ati,17,aroundtheisland_run5/Group003Sample0003,Group003,aroundtheisland_run5/Group003Sample0003SEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0003ABS.dat,178,0.11,1.04,0.72,0.48,"",178,4/6/2022,2346,26.96191463,3.771510937,0.514303181,52.42
