UniqueID,run_name,run_order,sample,group,SEM_file,blank1,blank2,ABS_file
51_run7_1,aroundtheisland_run7,1,Group001Sample0001,Group001,Group001Sample0001SEM.dat,Group005Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0001ABS.dat
52_run7_2,aroundtheisland_run7,2,Group001Sample0002,Group001,Group001Sample0002SEM.dat,Group005Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0002ABS.dat
53_run7_3,aroundtheisland_run7,3,Group001Sample0003,Group001,Group001Sample0003SEM.dat,Group005Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0003ABS.dat
54_run7_4,aroundtheisland_run7,4,Group001Sample0004,Group001,Group001Sample0004SEM.dat,Group005Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0004ABS.dat
55_run7_5,aroundtheisland_run7,5,Group001Sample0005,Group001,Group001Sample0005SEM.dat,Group005Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0005ABS.dat
56_run7_6,aroundtheisland_run7,6,Group001Sample0006,Group001,Group001Sample0006SEM.dat,Group005Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0006ABS.dat
57_run7_7,aroundtheisland_run7,7,Group001Sample0007,Group001,Group001Sample0007SEM.dat,Group005Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0007ABS.dat
58_run7_8,aroundtheisland_run7,8,Group002Sample0001,Group002,Group002Sample0001SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0001ABS.dat
59_run7_9,aroundtheisland_run7,9,Group002Sample0002,Group002,Group002Sample0002SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0002ABS.dat
60_run7_10,aroundtheisland_run7,10,Group002Sample0003,Group002,Group002Sample0003SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0003ABS.dat
61_run7_11,aroundtheisland_run7,11,Group002Sample0004,Group002,Group002Sample0004SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0004ABS.dat
62_run7_12,aroundtheisland_run7,12,Group002Sample0005,Group002,Group002Sample0005SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0005ABS.dat
63_run7_13,aroundtheisland_run7,13,Group002Sample0006,Group002,Group002Sample0006SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0006ABS.dat
64_run7_14,aroundtheisland_run7,14,Group002Sample0007,Group002,Group002Sample0007SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0007ABS.dat
65_run7_15,aroundtheisland_run7,15,Group003Sample0001,Group003,Group003Sample0001SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0001ABS.dat
66_run7_16,aroundtheisland_run7,16,Group003Sample0002,Group003,Group003Sample0002SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0002ABS.dat
67_run7_17,aroundtheisland_run7,17,Group003Sample0003,Group003,Group003Sample0003SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0003ABS.dat
69_run7_18,aroundtheisland_run7,18,Group003Sample0004,Group003,Group003Sample0004SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0004ABS.dat
72_run7_19,aroundtheisland_run7,19,Group003Sample0005,Group003,Group003Sample0005SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0005ABS.dat
79_run7_20,aroundtheisland_run7,20,Group003Sample0006,Group003,Group003Sample0006SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0006ABS.dat
117_run7_21,aroundtheisland_run7,21,Group003Sample0007,Group003,Group003Sample0007SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0007ABS.dat
118_run7_22,aroundtheisland_run7,22,Group004Sample0001,Group004,Group004Sample0001SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0001ABS.dat
119_run7_23,aroundtheisland_run7,23,Group004Sample0002,Group004,Group004Sample0002SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0002ABS.dat
120_run7_24,aroundtheisland_run7,24,Group004Sample0003,Group004,Group004Sample0003SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0003ABS.dat
121_run7_25,aroundtheisland_run7,25,Group004Sample0004,Group004,Group004Sample0004SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0004ABS.dat
130_run7_26,aroundtheisland_run7,26,Group004Sample0005,Group004,Group004Sample0005SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0005ABS.dat
131_run7_27,aroundtheisland_run7,27,Group004Sample0006,Group004,Group004Sample0006SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0006ABS.dat
133_run7_28,aroundtheisland_run7,28,Group004Sample0007,Group004,Group004Sample0007SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0007ABS.dat
135_run7_29,aroundtheisland_run7,29,Group005Sample0001,Group005,Group005Sample0001SEM.dat,Group005Sample0001BEM.dat,Group005Sample0001BEM.dat,Group005Sample0001ABS.dat
