UniqueID,run_name,run_order,sample,group,SEM_file,blank1,blank2,ABS_file
Mo22_0794,RRCoral_2,17,Group003Sample0003,Group003,Group003Sample0003SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0003ABS.dat
Mo22_0795,RRCoral_2,18,Group003Sample0004,Group003,Group003Sample0004SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0004ABS.dat
Mo22_0796,RRCoral_2,19,Group003Sample0005,Group003,Group003Sample0005SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0005ABS.dat
Mo22_0797,RRCoral_2,20,Group003Sample0006,Group003,Group003Sample0006SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0006ABS.dat
Mo22_0798,RRCoral_2,21,Group003Sample0007,Group003,Group003Sample0007SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0007ABS.dat
Mo22_0799,RRCoral_2,22,Group004Sample0001,Group004,Group004Sample0001SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group004Sample0001ABS.dat
Mo22_0800,RRCoral_2,23,Group004Sample0002,Group004,Group004Sample0002SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group004Sample0002ABS.dat
Mo22_0212,RRCoral_2,24,Group004Sample0003,Group004,Group004Sample0003SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group004Sample0003ABS.dat
Mo22_0696,RRCoral_2,25,Group004Sample0004,Group004,Group004Sample0004SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group004Sample0004ABS.dat
C14_L_N_ 3.30.1900,RRCoral_2,26,Group004Sample0005,Group004,Group004Sample0005SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group004Sample0005ABS.dat
C07_L_N_ 3.30.1900,RRCoral_2,27,Group004Sample0006,Group004,Group004Sample0006SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group004Sample0006ABS.dat
C05_L_D_ 3.30.0700,RRCoral_2,28,Group004Sample0007,Group004,Group004Sample0007SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group004Sample0007ABS.dat
C11_L_D_3_30_0700,RRCoral_2,29,Group005Sample0001,Group005,Group005Sample0001SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0001ABS.dat
C16_L_N_3_30_1900,RRCoral_2,30,Group005Sample0002,Group005,Group005Sample0002SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0002ABS.dat
C20_H_N_3_31_0100,RRCoral_2,31,Group005Sample0003,Group005,Group005Sample0003SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0003ABS.dat
C19_L_N_3_30_1900,RRCoral_2,32,Group005Sample0004,Group005,Group005Sample0004SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0004ABS.dat
C20_H_D_3_30_1300,RRCoral_2,33,Group005Sample0005,Group005,Group005Sample0005SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0005ABS.dat
C05_H_N_3_31_0100,RRCoral_2,34,Group005Sample0006,Group005,Group005Sample0006SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0006ABS.dat
C08_L_N_3_30_1900,RRCoral_2,35,Group005Sample0007,Group005,Group005Sample0007SEM.dat,Group004Sample0001BEM.dat,Group001Sample0001BEM.dat,Group005Sample0007ABS.dat
