"CobleA","CobleB","CobleC","CobleM","CobleT","Fpeak","Stedmon_D","Optical_Brighteners","dieselBandII","Petroleum","Lignin","BIX","HIX","FI","M_to_C","JP5_empirical","JP5_normalized","Diesel_Chen","sample","run_name","UniqueID"
0.0893586769449252,0.0552201438771932,0.062600158520474,0.121130146296188,0.09234070498664,0.0489067128431139,0.0252281961650971,0.0456085419399539,0.0175390540676028,0.0839979220818912,0.176372263704901,0.953309176713272,1.54725742640875,1.78340878583418,0.516800816597741,4.60965140406359,0.0411514635516063,36.5748430908353,"Group001Sample0001","spiffy_lang","Mo22_0208"
0.096398196240615,0.0158729427445401,0.0680039422652438,0.126126035349344,0.0376717400630867,0.00277960633820947,0.0293305740882539,0.048712501669306,0.021020359354613,0.089141108949346,0.0987343637811191,0.869530015795148,5.82307370107199,1.70945594535956,0.539174501734607,1.75704389460414,0.0161317557180541,27.7213882605959,"Group001Sample0002","spiffy_lang","Mo22_0184"
0.00598792275987458,0.0110427533417594,0.00665163880547764,0.00596871863441248,0,0,0.00260795705155654,0.00517421290757043,0.00196543511590079,0.00558228409976815,0,0.608290429103397,6.84770907768951,2.16263740314917,1.11441654614573,0.0956996452416977,0.0138397222798329,1.34406762566818,"Group001Sample0003","spiffy_lang","Mo22_0182"
0.0121558654169817,0.0298645219645046,0.0122045329534697,0.0168060628676468,0.00841959313752881,0,0.00539792896796237,0.00965134424595729,0.00364520895978786,0.010505064059731,0,0.881655799501603,1.65782740534504,1.71690522621684,0.726198220819733,0.946450556596143,0.0622040635615359,4.0759756403712,"Group001Sample0004","spiffy_lang","Mo22_0210"
0.00638040995343609,0.0293373223939872,0.00710732231914055,0.00871977759835997,0.00905016548937992,0.0031206089280064,0.0030736156561468,0.00484931516765241,0.00215542456692293,0.00529042920327081,0,0.77069278412767,1.23483662895361,2.1351722207924,0.815080687433737,0.86882553461372,0.0943083233559466,2.97298176447583,"Group001Sample0005","spiffy_lang","Mo22_0172"
0.00776995879338441,0.0515009149212766,0.00846166634195508,0.0110894286188054,0.0351268566516966,0.0146304056095102,0.00371586759460899,0.00662169365440253,0.00232093056571541,0.00741602507637312,0,1.133912599576,0.654784084728424,1.67114750205734,0.763038983596127,2.01198031029559,0.152024962535677,5.50667242056956,"Group001Sample0006","spiffy_lang","Mo22_0168"
0.00390097576607207,0.0177758572118086,0.00398863879213644,0.00549394855766991,0,0,0.00172132673639457,0.00348334165620813,0.00112668993420198,0.00191614808518368,0,0.617899225249018,1.24764306206248,1.48244136123041,0.726005849939757,0.238033064504751,0.0438666399787246,1.57250281419308,"Group001Sample0007","spiffy_lang","Mo22_0170"
0.00319682738531217,0,0.0028088944811157,0.00426198823826067,0.00438393029439706,0,0.00200451029371393,0.0025276143590924,0.00139532324016645,0.00484789158283013,0.00575591176353707,0.95106109489631,2.02048630085082,1.94812937796245,0.659057304733909,0.22042368412694,0.0419231109627285,1.55658932288574,"Group002Sample0001","spiffy_lang","Mo22_0142"
0.00589415478633769,0.00183368729599026,0.00574734224224884,0.00827250398630854,0.0027377260744769,0,0.00319332303733953,0.00516681847736651,0.00239332191953094,0.00698207803134583,0,1.03400730003026,3.09462609793419,1.90288874854262,0.694752429465252,0.193573899406928,0.0234398491525689,1.93427213099073,"Group002Sample0002","spiffy_lang","Mo22_0188"
0.00719710313674193,0.00593762298563832,0.00739806362224279,0.0089263102917074,0.00751536273479555,0.00673210553117618,0.00379083214781657,0.00558699820874412,0.00249503809259823,0.00793878425934296,0,0.812973325934076,0.945606719887049,1.95462279158675,0.828793015308423,0.507409360859568,0.0482543982480295,3.31035943021092,"Group002Sample0003","spiffy_lang","Mo22_0186"
0.0071117905799017,0.000494349673152428,0.00718243006915207,0.00850266704844956,0.000301239617332048,0,0.0046244216971293,0.00601755624454377,0.0030664639777353,0.00947407802832644,0,0.820521222921079,9.31368500909976,1.68776434492373,0.844726722594856,0.0980733028631239,0.0105765965050766,1.84346418279653,"Group002Sample0004","spiffy_lang","Mo22_0164"
0.0606941461925362,0.0024500066923831,0.0456654066976173,0.0873533214516391,0.0246575060497034,0,0.0161060040519633,0.0329562940598118,0.0114742546997913,0.0626419231224195,0.0667590717641854,1.13401676715131,5.71199374491605,1.61610306035904,0.522766689792085,1.04664016087519,0.0143322070632979,18.4347019354312,"Group002Sample0005","spiffy_lang","Mo22_0144"
0.00529845089297828,0.0237665598779333,0.0047161007839934,0.00819229319711416,0.014202304969558,0.000186643930666992,0.00237610163327709,0.00374812016890809,0.00209802699411243,0.00561514545552363,0.0154025442852702,1.03238995596952,0.430009038770367,1.46839886317198,0.57567529268297,1.04451929287673,0.116731213347812,3.8009344773395,"Group002Sample0006","spiffy_lang","Mo22_0204"
0.0080582402445801,0.0213474902086581,0.00769596999925337,0.0112873817305709,0.018040200492245,0,0.00393457242525469,0.00611749878269667,0.00264468333471664,0.00822395734236574,0.0218518459739779,1.06903118971993,0.834861409532181,1.64580109741137,0.681820654511003,1.05523950321087,0.0879679550646018,4.16376248667281,"Group002Sample0007","spiffy_lang","Mo22_0206"
0.0026232722152963,0.00667393783907749,0.00228918218396255,0.00386920103074906,0,0,0.00171315954327947,0.00215175533054931,0.00134869921884477,0.00363129895393211,0,0.753840279325056,2.06904620938522,1.68483352955438,0.591642089870779,0.157970600698971,0.0338545886225124,1.42888678000992,"Group003Sample0001","spiffy_lang","Mo22_0166"
0.0366705980302299,0.00253503832658819,0.0286936987739219,0.0452946532724145,0.0108949896336561,0,0.0136068431996062,0.0214592631359728,0.00973790847196972,0.0426413658423914,0.0419289508588582,0.924598369515276,5.60391575043919,1.48018300936111,0.633489754328179,0.633281204957201,0.0141607978155924,9.99717482712046,"Group003Sample0002","spiffy_lang","Mo22_0158"
0.00644597781323245,0.0134594428459516,0.00656401631231361,0.00767736156316234,0.0122441500693698,0.00142870012601323,0.00367425256971414,0.005094477485156,0.0024341736502861,0.00735552091857006,0.00606360837971586,1.08634055909172,1.15704712604575,1.6513205553632,0.854983350505361,0.708671650416938,0.0730281086778719,3.03000080414434,"Group003Sample0003","spiffy_lang","Mo22_0160"
